batch,image_id,group,condition,purify_dir,purify_kind,purify_strength,seed,tau,png,s_target,s_source,margin,success,clip_target,clip_source,clip_margin
s3t20_rd_merged,horse_00,,control,adverse_cleaner_0,,,0,,control/horse_00/purify/adverse_cleaner_0/edit_seed0.png,0.12248677760362625,0.043025337159633636,0.07946144044399261,1,0.315675288438797,0.26446396112442017,0.05121132731437683
s3t20_rd_merged,horse_00,,control,adverse_cleaner_0,,,1,,control/horse_00/purify/adverse_cleaner_0/edit_seed1.png,0.12036394327878952,0.04465442895889282,0.0757095143198967,1,0.2945043742656708,0.2748124301433563,0.019691944122314453
s3t20_rd_merged,horse_00,,control,adverse_cleaner_0,,,2,,control/horse_00/purify/adverse_cleaner_0/edit_seed2.png,0.11654650419950485,0.0624999925494194,0.05404651165008545,1,0.2503178119659424,0.2798100411891937,-0.029492229223251343
s3t20_rd_merged,horse_00,,control,adverse_cleaner_0,,,3,,control/horse_00/purify/adverse_cleaner_0/edit_seed3.png,0.12484700232744217,0.05238533020019531,0.07246167212724686,1,0.31000855565071106,0.274319589138031,0.035688966512680054
s3t20_rd_merged,horse_00,,control,adverse_cleaner_0,,,4,,control/horse_00/purify/adverse_cleaner_0/edit_seed4.png,0.12097533047199249,0.051112957298755646,0.06986237317323685,1,0.3332844376564026,0.26724040508270264,0.06604403257369995
s3t20_rd_merged,horse_00,,control,blur_0.25,,,0,,control/horse_00/purify/blur_0.25/edit_seed0.png,0.11715088039636612,0.049919359385967255,0.06723152101039886,1,0.31080058217048645,0.260366827249527,0.05043375492095947
s3t20_rd_merged,horse_00,,control,blur_0.25,,,1,,control/horse_00/purify/blur_0.25/edit_seed1.png,0.11828669905662537,0.04154384881258011,0.07674285024404526,1,0.3103508949279785,0.2703706920146942,0.0399802029132843
s3t20_rd_merged,horse_00,,control,blur_0.25,,,2,,control/horse_00/purify/blur_0.25/edit_seed2.png,0.11456143110990524,0.056151628494262695,0.05840980261564255,1,0.3060973286628723,0.27106213569641113,0.03503519296646118
s3t20_rd_merged,horse_00,,control,blur_0.25,,,3,,control/horse_00/purify/blur_0.25/edit_seed3.png,0.11785000562667847,0.047187257558107376,0.07066274806857109,1,0.3040182888507843,0.2519228160381317,0.05209547281265259
s3t20_rd_merged,horse_00,,control,blur_0.25,,,4,,control/horse_00/purify/blur_0.25/edit_seed4.png,0.11982079595327377,0.05670742690563202,0.06311336904764175,1,0.3052229881286621,0.24650634825229645,0.05871663987636566
