image_id,condition,tau,seed,lpips_to_orig,psnr_to_orig,ssim_to_orig
bird_03,Ra,0.5,0,0.5471616983413696,19.80683135986328,0.48383045196533203
bird_03,Ra,0.5,1,0.5497934818267822,19.38511085510254,0.4797351062297821
bird_03,Ra,0.5,2,0.5498785376548767,19.149160385131836,0.4683408737182617
bird_03,Ra,0.5,3,0.5752211809158325,19.274038314819336,0.47559893131256104
bird_03,Ra,0.5,4,0.4955695569515228,19.709999084472656,0.5697034597396851
bird_03,photoguard_c,0.05,0,0.4072936475276947,21.740171432495117,0.6646109819412231
bird_03,photoguard_c,0.05,1,0.4173964262008667,20.831924438476562,0.6153590083122253
bird_03,photoguard_c,0.05,2,0.4110206067562103,21.181198120117188,0.6341089010238647
bird_03,photoguard_c,0.05,3,0.4467911422252655,21.120513916015625,0.617784857749939
bird_03,photoguard_c,0.05,4,0.408697247505188,21.279380798339844,0.6419931650161743
bird_03,photoguard_c,0.1,0,0.4344562292098999,21.736793518066406,0.666435956954956
bird_03,photoguard_c,0.1,1,0.4317217469215393,20.737207412719727,0.6121195554733276
bird_03,photoguard_c,0.1,2,0.46190354228019714,21.346128463745117,0.6382584571838379
bird_03,photoguard_c,0.1,3,0.46396002173423767,20.991504669189453,0.6132140755653381
bird_03,photoguard_c,0.1,4,0.4697403311729431,21.310823440551758,0.6437221169471741
bird_03,photoguard_c,0.2,0,0.5018476247787476,21.226232528686523,0.6613373160362244
bird_03,photoguard_c,0.2,1,0.5123034715652466,20.76207160949707,0.6205716729164124
bird_03,photoguard_c,0.2,2,0.5264595150947571,21.26462745666504,0.6411767601966858
bird_03,photoguard_c,0.2,3,0.5235273241996765,21.226560592651367,0.641255259513855
bird_03,photoguard_c,0.2,4,0.47884589433670044,20.93486976623535,0.6374609470367432
bird_03,photoguard_c,0.35,0,0.5751810669898987,19.558860778808594,0.6233530640602112
bird_03,photoguard_c,0.35,1,0.5664225816726685,19.90662384033203,0.6152860522270203
bird_03,photoguard_c,0.35,2,0.5899505615234375,20.056682586669922,0.6142672300338745
bird_03,photoguard_c,0.35,3,0.5781078338623047,19.949880599975586,0.6155616641044617
bird_03,photoguard_c,0.35,4,0.5524890422821045,20.152366638183594,0.6274645328521729
bird_03,photoguard_c,0.5,0,0.6213544011116028,18.540130615234375,0.5865134596824646
bird_03,photoguard_c,0.5,1,0.6002867221832275,18.924217224121094,0.5795801877975464
bird_03,photoguard_c,0.5,2,0.6249834299087524,19.102169036865234,0.5676438808441162
bird_03,photoguard_c,0.5,3,0.6140962839126587,19.17594337463379,0.5872232913970947
bird_03,photoguard_c,0.5,4,0.6032627820968628,19.437084197998047,0.5998140573501587
bird_03,mist,0.05,0,0.3972604274749756,21.963958740234375,0.6738898158073425
bird_03,mist,0.05,1,0.41675856709480286,20.93875503540039,0.622063159942627
bird_03,mist,0.05,2,0.4024055600166321,21.256925582885742,0.6387063264846802
bird_03,mist,0.05,3,0.42899924516677856,21.185306549072266,0.6285037398338318
bird_03,mist,0.05,4,0.3972598910331726,21.426746368408203,0.6458689570426941
bird_03,mist,0.1,0,0.4023623764514923,21.859928131103516,0.6700365543365479
bird_03,mist,0.1,1,0.4238179922103882,20.834941864013672,0.6169713735580444
bird_03,mist,0.1,2,0.41030383110046387,21.25768280029297,0.6369574069976807
bird_03,mist,0.1,3,0.43886688351631165,21.145227432250977,0.6246637105941772
bird_03,mist,0.1,4,0.40012937784194946,21.358966827392578,0.6427104473114014
bird_03,mist,0.2,0,0.4772437810897827,21.36609649658203,0.6477972865104675
bird_03,mist,0.2,1,0.4928700625896454,20.797630310058594,0.6058244705200195
bird_03,mist,0.2,2,0.5006467700004578,21.56052589416504,0.6280921697616577
bird_03,mist,0.2,3,0.5185564160346985,21.520042419433594,0.6264094710350037
bird_03,mist,0.2,4,0.4775635898113251,21.051738739013672,0.6198345422744751
bird_03,mist,0.35,0,0.5901848077774048,20.6674747467041,0.5591521263122559
bird_03,mist,0.35,1,0.5704906582832336,20.625442504882812,0.5183960199356079
bird_03,mist,0.35,2,0.5897576808929443,20.810842514038086,0.5582867860794067
bird_03,mist,0.35,3,0.5880801677703857,21.225448608398438,0.5432483553886414
bird_03,mist,0.35,4,0.5726864337921143,21.166168212890625,0.5906143188476562
bird_03,mist,0.5,0,0.644503116607666,19.543516159057617,0.4476620554924011
bird_03,mist,0.5,1,0.6283611059188843,19.82354736328125,0.43283602595329285
bird_03,mist,0.5,2,0.6457089185714722,19.736583709716797,0.43499183654785156
bird_03,mist,0.5,3,0.6367670297622681,19.569110870361328,0.42028844356536865
bird_03,mist,0.5,4,0.643721878528595,20.23556137084961,0.5010828375816345
bird_03,dia_r,0.05,0,0.3922373652458191,22.159547805786133,0.6741491556167603
bird_03,dia_r,0.05,1,0.41640526056289673,20.870662689208984,0.6155122518539429
bird_03,dia_r,0.05,2,0.41233187913894653,21.19635772705078,0.6333185434341431
bird_03,dia_r,0.05,3,0.43642210960388184,21.19795799255371,0.6314016580581665
bird_03,dia_r,0.05,4,0.4041711688041687,21.284912109375,0.6438664197921753
bird_03,dia_r,0.1,0,0.39577826857566833,22.14046859741211,0.6728581190109253
bird_03,dia_r,0.1,1,0.42728784680366516,20.58663558959961,0.605726420879364
bird_03,dia_r,0.1,2,0.4331497251987457,21.15119743347168,0.6184350848197937
bird_03,dia_r,0.1,3,0.44979608058929443,21.121416091918945,0.6257503032684326
bird_03,dia_r,0.1,4,0.4128684103488922,21.250991821289062,0.6394883394241333
bird_03,dia_r,0.2,0,0.501718282699585,21.63831329345703,0.6457977294921875
bird_03,dia_r,0.2,1,0.492104709148407,20.445087432861328,0.5909754633903503
bird_03,dia_r,0.2,2,0.49734461307525635,20.75273895263672,0.5917953848838806
bird_03,dia_r,0.2,3,0.4862726926803589,20.80014991760254,0.6145720481872559
bird_03,dia_r,0.2,4,0.4591245651245117,21.133453369140625,0.6292552947998047
bird_03,dia_r,0.35,0,0.5636709928512573,20.993534088134766,0.569445013999939
bird_03,dia_r,0.35,1,0.5609816312789917,19.820283889770508,0.5196064710617065
bird_03,dia_r,0.35,2,0.5555628538131714,20.064876556396484,0.5349613428115845
bird_03,dia_r,0.35,3,0.5566884875297546,21.05258560180664,0.6010500192642212
bird_03,dia_r,0.35,4,0.5350706577301025,20.666162490844727,0.5910547971725464
bird_03,dia_r,0.5,0,0.5966613292694092,19.916065216064453,0.49479103088378906
bird_03,dia_r,0.5,1,0.6112467050552368,19.189767837524414,0.3948283791542053
bird_03,dia_r,0.5,2,0.6228749752044678,19.342464447021484,0.4515180289745331
bird_03,dia_r,0.5,3,0.6266365051269531,19.941118240356445,0.4780305325984955
bird_03,dia_r,0.5,4,0.6135571002960205,20.152210235595703,0.5011554956436157
cat_02,control,,0,0.5372429490089417,18.473905563354492,0.37024158239364624
cat_02,control,,1,0.5424972772598267,18.099618911743164,0.33660829067230225
cat_02,control,,2,0.5210583806037903,18.074520111083984,0.34002014994621277
cat_02,control,,3,0.5123472213745117,18.173372268676758,0.37056204676628113
cat_02,control,,4,0.5116497278213501,18.545703887939453,0.3839368224143982
cat_02,N4,0.35,0,0.5434851050376892,18.44498062133789,0.3688018321990967
cat_02,N4,0.35,1,0.5460525751113892,18.270511627197266,0.3445224165916443
cat_02,N4,0.35,2,0.5381792187690735,17.930023193359375,0.3357536494731903
cat_02,N4,0.35,3,0.527745246887207,18.38007164001465,0.36996954679489136
cat_02,N4,0.35,4,0.5259609222412109,18.75922203063965,0.3868559002876282
cat_02,N4,0.5,0,0.6029581427574158,17.02669906616211,0.3245810866355896
cat_02,N4,0.5,1,0.6071783304214478,16.962080001831055,0.2998512387275696
cat_02,N4,0.5,2,0.5909536480903625,16.605424880981445,0.2947137951850891
cat_02,N4,0.5,3,0.5784603357315063,16.853906631469727,0.3167949318885803
cat_02,N4,0.5,4,0.5869162678718567,17.01076889038086,0.3273106813430786
cat_02,Ra,0.35,0,0.5404927730560303,17.744810104370117,0.34758681058883667
cat_02,Ra,0.35,1,0.5485202074050903,17.410667419433594,0.320444792509079
cat_02,Ra,0.35,2,0.5255676507949829,17.28497314453125,0.3205960690975189
cat_02,Ra,0.35,3,0.5302728414535522,17.34797477722168,0.34251877665519714
cat_02,Ra,0.35,4,0.5304101705551147,17.88982582092285,0.3656809329986572
cat_02,Ra,0.5,0,0.557196855545044,16.62443733215332,0.30958735942840576
cat_02,Ra,0.5,1,0.5662809014320374,16.412382125854492,0.29940029978752136
cat_02,Ra,0.5,2,0.5645089149475098,15.808772087097168,0.2742907404899597
cat_02,Ra,0.5,3,0.5603429675102234,16.156356811523438,0.2956278920173645
cat_02,Ra,0.5,4,0.5501465797424316,16.903854370117188,0.32800132036209106
cat_02,photoguard_c,0.05,0,0.5469195246696472,18.778879165649414,0.36481773853302
cat_02,photoguard_c,0.05,1,0.5533462166786194,18.36517333984375,0.3359965980052948
cat_02,photoguard_c,0.05,2,0.5424543619155884,18.252029418945312,0.33668291568756104
cat_02,photoguard_c,0.05,3,0.5111457109451294,18.54007339477539,0.3720638155937195
cat_02,photoguard_c,0.05,4,0.5112111568450928,18.832788467407227,0.38959842920303345
cat_02,photoguard_c,0.1,0,0.5648992657661438,19.04150390625,0.35841473937034607
cat_02,photoguard_c,0.1,1,0.5516006946563721,18.57263946533203,0.3467975854873657
cat_02,photoguard_c,0.1,2,0.5536806583404541,18.355680465698242,0.33786308765411377
cat_02,photoguard_c,0.1,3,0.522700309753418,18.828081130981445,0.3751218318939209
cat_02,photoguard_c,0.1,4,0.5669223070144653,18.456798553466797,0.36391422152519226
cat_02,photoguard_c,0.2,0,0.6159140467643738,18.849164962768555,0.3480643033981323
cat_02,photoguard_c,0.2,1,0.5678223967552185,18.37726402282715,0.3380163908004761
cat_02,photoguard_c,0.2,2,0.610266923904419,18.292713165283203,0.32000550627708435
cat_02,photoguard_c,0.2,3,0.5493237376213074,18.722457885742188,0.3656504154205322
cat_02,photoguard_c,0.2,4,0.6065914034843445,18.427337646484375,0.345735639333725
cat_02,photoguard_c,0.35,0,0.6429672241210938,18.712039947509766,0.3333146572113037
cat_02,photoguard_c,0.35,1,0.6121259927749634,18.194976806640625,0.30066171288490295
cat_02,photoguard_c,0.35,2,0.6358522176742554,18.250009536743164,0.2981114983558655
cat_02,photoguard_c,0.35,3,0.6270793080329895,18.360105514526367,0.3299330472946167
cat_02,photoguard_c,0.35,4,0.6277270913124084,18.02280044555664,0.3100356161594391
cat_02,photoguard_c,0.5,0,0.6654905676841736,17.792057037353516,0.25499436259269714
cat_02,photoguard_c,0.5,1,0.6474008560180664,17.573375701904297,0.2183808982372284
cat_02,photoguard_c,0.5,2,0.656696081161499,16.941923141479492,0.21642880141735077
cat_02,photoguard_c,0.5,3,0.6463030576705933,17.273536682128906,0.24417439103126526
cat_02,photoguard_c,0.5,4,0.6587807536125183,17.332773208618164,0.2390305995941162
cat_02,mist,0.05,0,0.5480992794036865,18.50360679626465,0.36241716146469116
cat_02,mist,0.05,1,0.5572213530540466,18.276512145996094,0.3281593322753906
cat_02,mist,0.05,2,0.5431264638900757,17.886289596557617,0.3277924060821533
cat_02,mist,0.05,3,0.5212705731391907,18.090253829956055,0.36007803678512573
cat_02,mist,0.05,4,0.517190158367157,18.62588882446289,0.382070392370224
cat_02,mist,0.1,0,0.5547152757644653,18.445341110229492,0.3540436625480652
cat_02,mist,0.1,1,0.5667014718055725,18.215864181518555,0.316623330116272
cat_02,mist,0.1,2,0.5443440675735474,17.824932098388672,0.319562166929245
cat_02,mist,0.1,3,0.5291560888290405,18.051759719848633,0.3514340817928314
cat_02,mist,0.1,4,0.522986888885498,18.58409881591797,0.3756043314933777
cat_02,mist,0.2,0,0.5677002668380737,18.479225158691406,0.34557396173477173
cat_02,mist,0.2,1,0.5654962658882141,18.147907257080078,0.3187624216079712
cat_02,mist,0.2,2,0.5578628778457642,17.7030086517334,0.3033069968223572
cat_02,mist,0.2,3,0.5496004819869995,17.925098419189453,0.3334825932979584
cat_02,mist,0.2,4,0.5345110893249512,18.59943962097168,0.3604464530944824
cat_02,mist,0.35,0,0.6132786870002747,18.122295379638672,0.32646292448043823
cat_02,mist,0.35,1,0.6066603660583496,17.85895538330078,0.2955813407897949
cat_02,mist,0.35,2,0.5810984373092651,17.786800384521484,0.2980870008468628
cat_02,mist,0.35,3,0.6056598424911499,17.942392349243164,0.3210853338241577
cat_02,mist,0.35,4,0.5980381965637207,17.801616668701172,0.3140483796596527
cat_02,mist,0.5,0,0.7031744718551636,17.458778381347656,0.2589893043041229
cat_02,mist,0.5,1,0.7075700759887695,16.75341796875,0.2073737233877182
cat_02,mist,0.5,2,0.6662119030952454,16.983158111572266,0.23014581203460693
cat_02,mist,0.5,3,0.679558277130127,16.538068771362305,0.23000697791576385
cat_02,mist,0.5,4,0.6838487386703491,17.363155364990234,0.2410869300365448
cat_02,dia_r,0.05,0,0.5318907499313354,18.5054931640625,0.369797945022583
cat_02,dia_r,0.05,1,0.5294674634933472,18.126956939697266,0.34313759207725525
cat_02,dia_r,0.05,2,0.5254136323928833,17.9538516998291,0.34194839000701904
cat_02,dia_r,0.05,3,0.5114568471908569,18.230865478515625,0.3698810338973999
cat_02,dia_r,0.05,4,0.5269222259521484,18.418272018432617,0.3732428550720215
cat_02,dia_r,0.1,0,0.5320878028869629,18.45302963256836,0.3658677339553833
cat_02,dia_r,0.1,1,0.5305805802345276,18.0380802154541,0.3371940851211548
cat_02,dia_r,0.1,2,0.5469337701797485,17.545459747314453,0.3222275376319885
cat_02,dia_r,0.1,3,0.5200292468070984,18.104398727416992,0.3605331778526306
cat_02,dia_r,0.1,4,0.5346564054489136,18.29399299621582,0.36607667803764343
cat_02,dia_r,0.2,0,0.5544085502624512,18.467445373535156,0.3587731122970581
cat_02,dia_r,0.2,1,0.5300880670547485,17.972929000854492,0.3324272334575653
cat_02,dia_r,0.2,2,0.5719395875930786,17.396238327026367,0.30117180943489075
cat_02,dia_r,0.2,3,0.5380661487579346,17.950490951538086,0.34132295846939087
cat_02,dia_r,0.2,4,0.5498219728469849,18.130434036254883,0.35118567943573
cat_02,dia_r,0.35,0,0.6095097661018372,18.036115646362305,0.31811508536338806
cat_02,dia_r,0.35,1,0.5756409764289856,17.899585723876953,0.3022291362285614
cat_02,dia_r,0.35,2,0.6137597560882568,17.234296798706055,0.27018165588378906
cat_02,dia_r,0.35,3,0.5736530423164368,17.700042724609375,0.30998045206069946
cat_02,dia_r,0.35,4,0.5875871181488037,17.81798553466797,0.32648801803588867
cat_02,dia_r,0.5,0,0.6517843008041382,17.205049514770508,0.2648567855358124
cat_02,dia_r,0.5,1,0.6351000070571899,16.985885620117188,0.24409052729606628
cat_02,dia_r,0.5,2,0.661365807056427,16.096403121948242,0.20242939889431
cat_02,dia_r,0.5,3,0.6431882977485657,17.19894027709961,0.25033724308013916
cat_02,dia_r,0.5,4,0.6402117013931274,17.257038116455078,0.27562379837036133
dog_03,control,,0,0.4636780619621277,17.302963256835938,0.4923810362815857
dog_03,control,,1,0.4561153054237366,17.792760848999023,0.5080887079238892
dog_03,control,,2,0.43183237314224243,17.661766052246094,0.5168592929840088
dog_03,control,,3,0.4500792622566223,17.922374725341797,0.505282998085022
dog_03,control,,4,0.4596392512321472,17.374187469482422,0.5023508071899414
dog_03,N4,0.2,0,0.4745655655860901,17.472835540771484,0.4885520935058594
dog_03,N4,0.2,1,0.46234214305877686,17.62468910217285,0.4997639060020447
dog_03,N4,0.2,2,0.4527055621147156,17.620929718017578,0.4988476634025574
dog_03,N4,0.2,3,0.45563560724258423,17.83527183532715,0.5092875361442566
dog_03,N4,0.2,4,0.4584965109825134,17.64501953125,0.5075557231903076
dog_03,N4,0.35,0,0.49937087297439575,17.141130447387695,0.46447163820266724
dog_03,N4,0.35,1,0.4944092631340027,16.967300415039062,0.45554038882255554
dog_03,N4,0.35,2,0.5011404156684875,16.858922958374023,0.4453601837158203
dog_03,N4,0.35,3,0.48143959045410156,17.257648468017578,0.4813954532146454
dog_03,N4,0.35,4,0.5199298858642578,16.728469848632812,0.4437846541404724
dog_03,N4,0.5,0,0.6559076905250549,12.882901191711426,0.2320082187652588
dog_03,N4,0.5,1,0.649221658706665,12.247490882873535,0.19876086711883545
dog_03,N4,0.5,2,0.6439169645309448,12.864760398864746,0.2242731750011444
dog_03,N4,0.5,3,0.6401280164718628,12.57628059387207,0.21360567212104797
dog_03,N4,0.5,4,0.640865683555603,12.813383102416992,0.2411225140094757
dog_03,Ra,0.2,0,0.4595145583152771,17.334115982055664,0.4978475570678711
dog_03,Ra,0.2,1,0.45467814803123474,17.602401733398438,0.49961113929748535
dog_03,Ra,0.2,2,0.43186724185943604,17.705461502075195,0.5137826800346375
dog_03,Ra,0.2,3,0.45294421911239624,17.93923568725586,0.5045430064201355
dog_03,Ra,0.2,4,0.45127585530281067,17.479442596435547,0.505717396736145
dog_03,Ra,0.35,0,0.47884631156921387,16.787212371826172,0.47446131706237793
dog_03,Ra,0.35,1,0.46721336245536804,17.08924102783203,0.4736335873603821
dog_03,Ra,0.35,2,0.4492183029651642,17.286518096923828,0.4829060435295105
dog_03,Ra,0.35,3,0.4636423885822296,17.52593421936035,0.47946417331695557
dog_03,Ra,0.35,4,0.4777379631996155,16.977413177490234,0.4702765643596649
dog_03,Ra,0.5,0,0.5270609855651855,15.447362899780273,0.3999619483947754
dog_03,Ra,0.5,1,0.5401451587677002,15.611848831176758,0.38014471530914307
dog_03,Ra,0.5,2,0.49357426166534424,15.895915985107422,0.39657673239707947
dog_03,Ra,0.5,3,0.49293816089630127,16.347457885742188,0.4198014736175537
dog_03,Ra,0.5,4,0.5249201059341431,15.968890190124512,0.40174898505210876
dog_03,photoguard_c,0.05,0,0.489267498254776,17.079137802124023,0.4724966287612915
dog_03,photoguard_c,0.05,1,0.4667157828807831,17.751771926879883,0.5014070272445679
dog_03,photoguard_c,0.05,2,0.44369813799858093,17.602445602416992,0.5020734071731567
dog_03,photoguard_c,0.05,3,0.4597107768058777,17.749799728393555,0.5007478594779968
dog_03,photoguard_c,0.05,4,0.476278692483902,17.387847900390625,0.4856719374656677
dog_03,photoguard_c,0.1,0,0.4972767233848572,16.983707427978516,0.4653927683830261
dog_03,photoguard_c,0.1,1,0.47889092564582825,17.517288208007812,0.48724231123924255
dog_03,photoguard_c,0.1,2,0.4518877863883972,17.491100311279297,0.4967871308326721
dog_03,photoguard_c,0.1,3,0.4707428216934204,17.587373733520508,0.4937165677547455
dog_03,photoguard_c,0.1,4,0.4900891184806824,17.34983253479004,0.4811045825481415
dog_03,photoguard_c,0.2,0,0.5260619521141052,16.954723358154297,0.45449894666671753
dog_03,photoguard_c,0.2,1,0.5415323972702026,16.8940486907959,0.4463491439819336
dog_03,photoguard_c,0.2,2,0.48903727531433105,17.09530258178711,0.47706660628318787
dog_03,photoguard_c,0.2,3,0.5130844116210938,16.93130111694336,0.45787662267684937
dog_03,photoguard_c,0.2,4,0.5493451356887817,17.042911529541016,0.4546060562133789
dog_03,photoguard_c,0.35,0,0.6265779733657837,16.198551177978516,0.40188392996788025
dog_03,photoguard_c,0.35,1,0.6039445996284485,16.219772338867188,0.3988592028617859
dog_03,photoguard_c,0.35,2,0.5847696661949158,16.264108657836914,0.40904998779296875
dog_03,photoguard_c,0.35,3,0.639602780342102,16.03333282470703,0.3804447054862976
dog_03,photoguard_c,0.35,4,0.6065067052841187,16.360671997070312,0.40996748208999634
dog_03,photoguard_c,0.5,0,0.6534438133239746,15.315378189086914,0.3010067343711853
dog_03,photoguard_c,0.5,1,0.6526901125907898,15.385459899902344,0.2970077395439148
dog_03,photoguard_c,0.5,2,0.6512864828109741,15.116687774658203,0.3125312626361847
dog_03,photoguard_c,0.5,3,0.6539025902748108,15.558194160461426,0.33190739154815674
dog_03,photoguard_c,0.5,4,0.6535443067550659,15.534701347351074,0.341223806142807
dog_03,mist,0.05,0,0.47809839248657227,17.171459197998047,0.48100924491882324
dog_03,mist,0.05,1,0.4700181782245636,17.746131896972656,0.4960683286190033
dog_03,mist,0.05,2,0.4474239647388458,17.616722106933594,0.509178876876831
dog_03,mist,0.05,3,0.4644247591495514,17.825729370117188,0.4888835549354553
dog_03,mist,0.05,4,0.47279372811317444,17.27383804321289,0.4906364381313324
dog_03,mist,0.1,0,0.49371641874313354,17.030317306518555,0.46894019842147827
dog_03,mist,0.1,1,0.48162102699279785,17.674819946289062,0.48486408591270447
dog_03,mist,0.1,2,0.45823317766189575,17.617916107177734,0.5052579641342163
dog_03,mist,0.1,3,0.4779433608055115,17.668975830078125,0.47840648889541626
dog_03,mist,0.1,4,0.48665982484817505,17.192691802978516,0.48237359523773193
dog_03,mist,0.2,0,0.5313634276390076,16.84351348876953,0.44261473417282104
dog_03,mist,0.2,1,0.5160670280456543,17.274532318115234,0.4548276662826538
dog_03,mist,0.2,2,0.46942955255508423,17.60322380065918,0.49172812700271606
dog_03,mist,0.2,3,0.5208064317703247,17.214780807495117,0.46022170782089233
dog_03,mist,0.2,4,0.5351938009262085,17.080852508544922,0.46367308497428894
dog_03,mist,0.35,0,0.6214035749435425,16.16571044921875,0.378091037273407
dog_03,mist,0.35,1,0.6211917400360107,16.374231338500977,0.3763265609741211
dog_03,mist,0.35,2,0.5674999356269836,16.8018741607666,0.4358546733856201
dog_03,mist,0.35,3,0.6398171186447144,16.18439483642578,0.3697199821472168
dog_03,mist,0.35,4,0.6292259097099304,16.281435012817383,0.3916527032852173
dog_03,mist,0.5,0,0.6535767316818237,16.008480072021484,0.35660773515701294
dog_03,mist,0.5,1,0.6612603664398193,15.556461334228516,0.30516019463539124
dog_03,mist,0.5,2,0.6552517414093018,15.295032501220703,0.32600483298301697
dog_03,mist,0.5,3,0.6724129319190979,15.695272445678711,0.3057553172111511
dog_03,mist,0.5,4,0.6592791676521301,16.06104278564453,0.3345484137535095
dog_03,dia_r,0.05,0,0.4687337875366211,17.21065902709961,0.49202942848205566
dog_03,dia_r,0.05,1,0.4641369581222534,17.886615753173828,0.5131554007530212
dog_03,dia_r,0.05,2,0.44759392738342285,17.67420196533203,0.5080386400222778
dog_03,dia_r,0.05,3,0.4595828652381897,17.869417190551758,0.5006341338157654
dog_03,dia_r,0.05,4,0.46883153915405273,17.5882568359375,0.5158910155296326
dog_03,dia_r,0.1,0,0.4822309613227844,17.106531143188477,0.48594269156455994
dog_03,dia_r,0.1,1,0.47154614329338074,17.731613159179688,0.5011016726493835
dog_03,dia_r,0.1,2,0.4560343623161316,17.673540115356445,0.5045958161354065
dog_03,dia_r,0.1,3,0.47079458832740784,17.734413146972656,0.49167466163635254
dog_03,dia_r,0.1,4,0.48802894353866577,17.50571632385254,0.5103486776351929
dog_03,dia_r,0.2,0,0.4958271384239197,17.07077407836914,0.47718310356140137
dog_03,dia_r,0.2,1,0.5110994577407837,17.495033264160156,0.4727606475353241
dog_03,dia_r,0.2,2,0.4770926237106323,17.47247886657715,0.48785698413848877
dog_03,dia_r,0.2,3,0.5028055310249329,17.31926918029785,0.4656141698360443
dog_03,dia_r,0.2,4,0.5140333771705627,17.262550354003906,0.49321407079696655
dog_03,dia_r,0.35,0,0.5658609867095947,16.663206100463867,0.4165867269039154
dog_03,dia_r,0.35,1,0.5853965878486633,16.804967880249023,0.3969380259513855
dog_03,dia_r,0.35,2,0.5433679819107056,16.91642951965332,0.43093788623809814
dog_03,dia_r,0.35,3,0.5607997179031372,16.873210906982422,0.4124370515346527
dog_03,dia_r,0.35,4,0.5730534791946411,16.738435745239258,0.43596309423446655
dog_03,dia_r,0.5,0,0.6395504474639893,15.600666999816895,0.31046462059020996
dog_03,dia_r,0.5,1,0.6516855359077454,15.715686798095703,0.3069934844970703
dog_03,dia_r,0.5,2,0.6476203799247742,15.843820571899414,0.33164775371551514
dog_03,dia_r,0.5,3,0.6486587524414062,15.865047454833984,0.31537580490112305
dog_03,dia_r,0.5,4,0.6376819610595703,15.77027702331543,0.3430696129798889
