step,loss,step_size,delta_linf01,delta_l2
0,264.3186340332031,1.0,0.16224491596221924,0.99996417760849
1,263.5348602294922,1.0,0.1627427041530609,1.4676989316940308
2,261.4663604736328,1.0,0.16298162937164307,1.922088384628296
3,256.69251556396483,1.0,0.16322267055511475,2.4526522159576416
4,250.4579879760742,1.0,0.1629696786403656,2.829258441925049
5,250.10692291259767,1.0,0.16283968091011047,3.292088270187378
6,243.25257720947266,1.0,0.1628936529159546,3.7127416133880615
7,241.94537506103515,1.0,0.1615917682647705,4.047937870025635
8,241.9626480102539,1.0,0.16149649024009705,4.304947853088379
9,238.285400390625,1.0,0.16101741790771484,4.577420234680176
10,234.52611846923827,1.0,0.16027885675430298,4.86318826675415
11,232.38336029052735,1.0,0.15996304154396057,5.122392654418945
12,235.42344512939454,1.0,0.1607004702091217,5.421372413635254
13,225.0753921508789,1.0,0.15985482931137085,5.553462505340576
14,230.4170135498047,1.0,0.1587372124195099,5.836190223693848
15,232.8202651977539,1.0,0.15794676542282104,6.008701801300049
16,231.94766235351562,1.0,0.15805411338806152,6.170534610748291
17,232.54366607666014,1.0,0.15768158435821533,6.424127101898193
18,230.77977294921874,1.0,0.1590549349784851,6.610536098480225
19,224.87291870117187,1.0,0.15719741582870483,6.890754699707031
20,222.49936218261718,1.0,0.15679511427879333,7.149346351623535
21,222.60830688476562,1.0,0.16803506016731262,7.331052303314209
22,225.45082244873046,1.0,0.1690329611301422,7.6452507972717285
23,222.57443389892578,1.0,0.17225471138954163,7.887964248657227
24,219.3434051513672,1.0,0.17447617650032043,8.156947135925293
25,219.9090087890625,1.0,0.1763153374195099,8.307506561279297
26,222.55536956787108,1.0,0.17993441224098206,8.509392738342285
27,216.3830093383789,1.0,0.1823083460330963,8.71947956085205
28,222.90084533691407,1.0,0.18451330065727234,8.894360542297363
29,213.43174743652344,1.0,0.1872026026248932,9.06325912475586
30,214.950830078125,1.0,0.1895650327205658,9.30876636505127
31,217.5326934814453,1.0,0.19160178303718567,9.525676727294922
32,213.1295928955078,1.0,0.19301274418830872,9.735515594482422
33,212.6579147338867,1.0,0.19387754797935486,9.927980422973633
34,211.06359100341797,1.0,0.19719627499580383,10.147551536560059
35,205.52696685791017,1.0,0.2021268904209137,10.38960075378418
36,207.4463134765625,1.0,0.20171359181404114,10.62045955657959
37,210.79201965332032,1.0,0.20419463515281677,10.836812973022461
38,211.70406036376954,1.0,0.2066260278224945,10.995357513427734
39,201.41537628173828,1.0,0.20851781964302063,11.206900596618652
40,204.50456848144532,1.0,0.2089407742023468,11.356563568115234
41,203.4737976074219,1.0,0.21013733744621277,11.544950485229492
42,204.19705505371093,1.0,0.2113131582736969,11.736128807067871
43,202.08688354492188,1.0,0.2150770127773285,11.905779838562012
44,198.65996246337892,1.0,0.21601852774620056,12.157144546508789
45,201.89552612304686,1.0,0.2191164791584015,12.333216667175293
46,200.85901489257813,1.0,0.22214117646217346,12.54805850982666
47,193.13482666015625,1.0,0.22593054175376892,12.7840576171875
48,192.833740234375,1.0,0.22907498478889465,12.937097549438477
49,193.55990447998047,1.0,0.2311590015888214,13.184507369995117
50,193.33290252685546,1.0,0.23241367936134338,13.424263000488281
51,194.3374755859375,1.0,0.23472383618354797,13.571813583374023
52,197.71156616210936,1.0,0.2365722358226776,13.702727317810059
53,191.48009490966797,1.0,0.2375209629535675,13.90427017211914
54,191.81694946289062,1.0,0.23961320519447327,14.04800796508789
55,196.7652816772461,1.0,0.23958900570869446,14.182713508605957
56,185.30751342773436,1.0,0.24306800961494446,14.292400360107422
57,193.0653305053711,1.0,0.2462805211544037,14.495579719543457
58,191.88943481445312,1.0,0.249729722738266,14.713074684143066
59,190.63680419921874,1.0,0.25352779030799866,14.872187614440918
60,192.5660415649414,1.0,0.25376197695732117,15.03522777557373
61,188.54497375488282,1.0,0.25492873787879944,15.138370513916016
62,190.0177490234375,1.0,0.26227906346321106,15.360419273376465
63,185.89067687988282,1.0,0.2640945017337799,15.515059471130371
64,187.27172088623047,1.0,0.26426467299461365,15.715140342712402
65,185.6593017578125,1.0,0.2688068449497223,15.95619010925293
66,183.80920867919923,1.0,0.26554933190345764,15.999019622802734
67,183.90223846435546,1.0,0.26664504408836365,15.998408317565918
68,183.77413940429688,1.0,0.265943318605423,15.999910354614258
69,175.02997741699218,1.0,0.2643566429615021,15.999675750732422
70,175.28571014404298,1.0,0.2651875913143158,15.999101638793945
71,185.3398193359375,1.0,0.2662675678730011,15.999098777770996
72,179.04973602294922,1.0,0.26084527373313904,15.999150276184082
73,176.55408172607423,1.0,0.2654607594013214,15.99967098236084
74,179.0401351928711,1.0,0.26468905806541443,15.999356269836426
75,180.1422088623047,1.0,0.2607945501804352,15.999468803405762
76,183.46602783203124,1.0,0.26150038838386536,15.99909496307373
77,176.42507934570312,1.0,0.2607027590274811,15.999671936035156
78,178.1445281982422,1.0,0.2592203915119171,15.999357223510742
79,178.35726776123047,1.0,0.2570182979106903,15.99862289428711
80,171.91596374511718,1.0,0.2589941620826721,15.998613357543945
81,180.2202926635742,1.0,0.26293203234672546,15.999777793884277
82,176.64075469970703,1.0,0.2535349428653717,15.999231338500977
83,181.23015594482422,1.0,0.2561381161212921,15.999441146850586
84,176.59725646972657,1.0,0.25239673256874084,15.998838424682617
85,177.0096008300781,1.0,0.2540366053581238,15.999858856201172
86,174.7185073852539,1.0,0.2502109110355377,15.999464988708496
87,175.85229949951173,1.0,0.2851114869117737,15.999382972717285
88,173.06895141601564,1.0,0.2528553307056427,15.999122619628906
89,177.31506805419923,1.0,0.28413596749305725,15.999550819396973
90,174.44996643066406,1.0,0.25272825360298157,15.998610496520996
91,172.87478942871093,1.0,0.26853999495506287,15.999726295471191
92,171.51793518066407,1.0,0.2512131631374359,15.999336242675781
93,176.32081451416016,1.0,0.2797878086566925,15.999368667602539
94,177.91001739501954,1.0,0.26042836904525757,15.99988842010498
95,176.93785552978517,1.0,0.2586650848388672,15.998708724975586
96,174.33450012207032,1.0,0.2495669424533844,15.999005317687988
97,173.82012634277345,1.0,0.2825241684913635,15.999141693115234
98,172.4718780517578,1.0,0.26937827467918396,15.999160766601562
99,175.7445861816406,1.0,0.2567499279975891,15.999666213989258
100,175.1956298828125,1.0,0.25417542457580566,15.999064445495605
101,169.3891342163086,1.0,0.2676422894001007,15.999393463134766
102,166.31379089355468,1.0,0.2515420913696289,15.998069763183594
103,172.9885726928711,1.0,0.28852277994155884,15.99985122680664
104,168.05166931152343,1.0,0.25406280159950256,15.9994478225708
105,175.021240234375,1.0,0.2896449565887451,15.99970531463623
106,167.96275482177734,1.0,0.25882068276405334,15.999205589294434
107,176.1873580932617,1.0,0.26438310742378235,15.999837875366211
108,176.94792785644532,1.0,0.25404536724090576,15.999298095703125
109,178.16294708251954,1.0,0.2662309408187866,15.998919486999512
110,169.8697982788086,1.0,0.26688849925994873,15.999654769897461
111,174.08961029052733,1.0,0.26121413707733154,15.999258041381836
112,169.73987274169923,1.0,0.2633054256439209,15.99948501586914
113,171.75958099365235,1.0,0.268979012966156,15.999631881713867
114,172.62726440429688,1.0,0.2578534483909607,15.999622344970703
115,170.82064666748047,1.0,0.25500285625457764,15.999011039733887
116,177.84031372070314,1.0,0.300504207611084,15.999605178833008
117,167.90850524902345,1.0,0.2559826374053955,15.999483108520508
118,170.12834930419922,1.0,0.2843356728553772,15.999659538269043
