image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_env_weather_112463,phase,native,identity,0.61874,0.14434,0.61874,0.14434,1.0,0.56946,True,0.8,True,998.0
task_env_weather_112463,phase,native,blur1,0.29434,0.01888,0.61874,0.14434,0.4757,0.92226,False,0.8,True,998.0
task_env_weather_112463,phase,native,jpeg75,0.50208,0.2295,0.61874,0.14434,0.81145,0.836,True,0.8,True,998.0
task_env_weather_112463,phase,native,jpeg30,0.43531,0.14251,0.61874,0.14434,0.70354,0.91455,False,0.8,True,998.0
task_env_weather_112463,phase,native,crop_resize0.1,0.70214,0.09766,0.61874,0.14434,1.13478,0.58447,True,0.8,True,998.0
task_env_weather_112463,phase,native,jpeg_then_resize75,0.28726,0.02609,0.61874,0.14434,0.46427,0.94213,False,0.8,True,998.0
task_env_weather_112463,phase,native,adverse_cleaner,0.52144,0.15794,0.61874,0.14434,0.84275,0.89315,False,0.8,True,998.0
task_env_weather_246440,phase,native,identity,0.54221,0.01386,0.54221,0.01386,1.0,0.85993,False,0.8,True,987.2
task_env_weather_246440,phase,native,blur1,0.40447,0.00966,0.54221,0.01386,0.74597,0.92476,False,0.8,True,987.2
task_env_weather_246440,phase,native,jpeg75,0.49455,0.02074,0.54221,0.01386,0.91211,0.90694,False,0.8,True,987.2
task_env_weather_246440,phase,native,jpeg30,0.44434,0.0197,0.54221,0.01386,0.8195,0.91972,False,0.8,True,987.2
task_env_weather_246440,phase,native,crop_resize0.1,0.65929,0.01216,0.54221,0.01386,1.21594,0.84139,False,0.8,True,987.2
task_env_weather_246440,phase,native,jpeg_then_resize75,0.39193,0.00525,0.54221,0.01386,0.72285,0.95523,False,0.8,True,987.2
task_env_weather_246440,phase,native,adverse_cleaner,0.51745,0.01252,0.54221,0.01386,0.95434,0.86963,False,0.8,True,987.2
task_env_weather_63722,phase,native,identity,0.51416,0.00524,0.51416,0.00524,1.0,0.83185,True,0.8,True,996.8
task_env_weather_63722,phase,native,blur1,0.27949,0.00523,0.51416,0.00524,0.5436,0.91569,False,0.8,True,996.8
task_env_weather_63722,phase,native,jpeg75,0.43644,0.0026,0.51416,0.00524,0.84884,0.88059,False,0.8,True,996.8
task_env_weather_63722,phase,native,jpeg30,0.34512,0.00316,0.51416,0.00524,0.67124,0.89562,False,0.8,True,996.8
task_env_weather_63722,phase,native,crop_resize0.1,0.61338,0.00295,0.51416,0.00524,1.19298,0.8671,False,0.8,True,996.8
task_env_weather_63722,phase,native,jpeg_then_resize75,0.29698,0.00093,0.51416,0.00524,0.5776,0.92875,False,0.8,True,996.8
task_env_weather_63722,phase,native,adverse_cleaner,0.4888,0.00518,0.51416,0.00524,0.95068,0.86097,False,0.8,True,996.8
