image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2642,0.92364,25.444,0.39512,0.08573,0.25404,0.78442,20.189,0.30288,0.14227,0.70307,0.05343,82.7
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27691,0.92056,27.398,0.40333,0.11058,0.31515,0.69789,20.715,0.29072,0.21387,0.45186,0.04267,83.8
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32352,0.86676,22.737,0.31551,0.13729,0.35805,0.58909,17.366,0.24681,0.25226,0.64927,0.07297,84.4
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23714,0.98295,38.975,0.59346,0.05175,0.28166,0.80674,20.098,0.61141,0.22556,0.24341,0.01125,84.2
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22309,0.93731,29.962,0.47776,0.11391,0.40686,0.60233,11.019,0.41102,0.25002,0.46403,0.03176,84.5
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33598,0.92274,29.99,0.48045,0.06773,0.35725,0.70061,20.061,0.24626,0.15421,0.37338,0.03166,84.4
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33193,0.92724,29.743,0.45862,0.06619,0.31949,0.80784,21.033,0.28509,0.12707,0.34192,0.03257,84.2
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33388,0.90352,30.451,0.46486,0.06659,0.66652,0.64705,14.047,0.34277,0.38173,0.24914,0.03002,84.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37535,0.83561,20.605,0.28246,0.10268,0.45798,0.44503,16.201,0.11394,0.22922,0.78025,0.09327,84.2
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3262,0.91023,24.865,0.36424,0.09397,0.32166,0.74535,19.817,0.2453,0.16008,0.56279,0.05711,84.4
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39867,0.90003,26.339,0.34318,0.09312,0.44199,0.61187,18.766,0.17496,0.2312,0.54686,0.0482,84.3
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23594,0.9468,28.811,0.48596,0.0911,0.33513,0.77521,16.774,0.36599,0.19781,0.48088,0.03626,84.5
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43878,0.87598,25.302,0.37037,0.08971,0.40883,0.50768,16.956,0.25308,0.28764,0.56345,0.05431,84.9
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22979,0.95387,33.288,0.59308,0.06846,0.21694,0.85707,25.55,0.53846,0.14745,0.3978,0.02166,84.5
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37109,0.80766,20.22,0.28253,0.14136,0.34959,0.59289,17.809,0.24771,0.20379,0.94658,0.0975,84.6
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.27,False,0.0,0.12,inf,0,32,16,0.0,0.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38664,0.88164,24.387,0.34916,0.09746,0.46768,0.32041,13.119,0.04849,0.2557,0.63931,0.06035,84.7
