image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield_y_nodc,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,100,7.5,1.5,20260812,True,0.39465,0.9853,32.3,0.48205,0.03406,0.37828,0.73307,18.848,0.3012,0.19511,0.16288,0.02427,553.8
task_attr_mod_color_32648,dct_shield_y_nodc,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,100,7.5,1.5,20260812,True,0.52603,0.97541,34.44,0.22651,0.06349,0.62754,0.39783,10.824,0.07577,0.38252,0.12573,0.01897,557.2
task_env_weather_133752,dct_shield_y_nodc,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,100,7.5,1.5,20260812,True,0.48185,0.98939,32.9,0.50959,0.02688,0.47649,0.71181,19.843,0.36294,0.24592,0.14652,0.02265,554.7
task_env_weather_63722,dct_shield_y_nodc,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,100,7.5,1.5,20260812,True,0.38238,0.98667,32.776,0.51245,0.02364,0.43065,0.70238,17.963,0.27956,0.21668,0.15047,0.02297,554.9
task_obj_add_40931,dct_shield_y_nodc,instruct-pix2pix,Add the blood on snout,,1.0,False,100,7.5,1.5,20260812,True,0.34856,0.99065,32.751,0.58697,0.01918,0.41177,0.54858,17.991,0.3087,0.24992,0.14184,0.02304,552.7
task_obj_remove_10197,dct_shield_y_nodc,instruct-pix2pix,Remove gravel path,,1.0,False,100,7.5,1.5,20260812,True,0.30344,0.9899,31.774,0.54957,0.01999,0.47417,0.39044,15.205,0.06118,0.2434,0.15868,0.02578,553.0
task_obj_remove_509477,dct_shield_y_nodc,instruct-pix2pix,Remove the man with glasses,,1.0,False,100,7.5,1.5,20260812,True,0.27662,0.98686,31.537,0.58076,0.01489,0.30045,0.74187,20.425,0.33305,0.17307,0.21812,0.02649,552.9
task_obj_swap_joint_mask_533428,dct_shield_y_nodc,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,100,7.5,1.5,20260812,True,0.32051,0.98959,32.22,0.56326,0.01188,0.48658,0.48566,15.554,0.16699,0.24433,0.15193,0.02449,550.4
task_obj_swap_rand_mask_417469,dct_shield_y_nodc,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,100,7.5,1.5,20260812,True,0.38275,0.97777,32.572,0.49686,0.02079,0.56952,0.47246,11.116,0.32919,0.34411,0.19261,0.02352,171.2
