image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_144146,dct_shield,instruct-pix2pix,turn the color of book to be orange,,1.0,False,100,7.5,1.5,20260812,False,0.54527,0.81303,29.953,0.42646,0.06958,0.47227,0.5562,14.156,0.41834,0.48295,0.24387,0.03179,588.6
task_attr_mod_color_41275,dct_shield,instruct-pix2pix,turn the color of a studded backpack to purple,,1.0,False,100,7.5,1.5,20260812,False,0.54522,0.8068,30.093,0.40215,0.05912,0.71771,0.26992,8.464,0.02588,0.37894,0.27159,0.03129,591.5
task_env_weather_114555,dct_shield,instruct-pix2pix,change the setting to a misty scene,,1.0,False,100,7.5,1.5,20260812,False,0.41732,0.93566,29.087,0.58472,0.01983,0.50136,0.59427,16.619,0.33127,0.29937,0.27286,0.03513,597.1
task_env_weather_193600,dct_shield,instruct-pix2pix,change the setting to a snowy scene,,1.0,False,100,7.5,1.5,20260812,False,0.52008,0.8931,29.448,0.51934,0.03245,0.71932,0.45694,12.885,0.13469,0.39897,0.28618,0.0337,592.5
task_env_weather_70149,dct_shield,instruct-pix2pix,change the setting to a foggy scene,,1.0,False,100,7.5,1.5,20260812,False,0.51962,0.84322,29.418,0.48366,0.04777,0.66217,0.55584,12.435,0.1426,0.45458,0.26917,0.03381,593.5
task_obj_add_345721,dct_shield,instruct-pix2pix,Add sunset,,1.0,False,100,7.5,1.5,20260812,False,0.36327,0.91889,28.72,0.56971,0.03105,0.52652,0.45106,18.345,0.25315,0.29887,0.27914,0.03664,590.4
task_obj_add_583252,dct_shield,instruct-pix2pix,Add person in red attire,,1.0,False,100,7.5,1.5,20260812,False,0.42281,0.9015,29.176,0.55181,0.0462,0.54648,0.41938,13.313,0.37628,0.34728,0.25801,0.03477,596.2
task_obj_remove_108877,dct_shield,instruct-pix2pix,Remove hunter's coat,,1.0,False,100,7.5,1.5,20260812,False,0.56981,0.79778,29.817,0.38889,0.10313,0.68084,0.28279,9.011,0.03945,0.44876,0.21607,0.0323,591.0
task_obj_remove_385207,dct_shield,instruct-pix2pix,Remove the flagpole,,1.0,False,100,7.5,1.5,20260812,False,0.37216,0.93472,29.089,0.58231,0.04396,0.55753,0.34394,11.946,0.09428,0.28613,0.3252,0.03512,591.6
task_obj_remove_704852,dct_shield,instruct-pix2pix,Remove truck,,1.0,False,100,7.5,1.5,20260812,False,0.54546,0.81962,29.473,0.43171,0.05668,0.60006,0.72523,19.952,0.23846,0.28635,0.23824,0.0336,592.5
task_obj_swap_joint_mask_615817,dct_shield,instruct-pix2pix,Replace the twilight skyline with sky,,1.0,False,100,7.5,1.5,20260812,False,0.4955,0.78211,30.28,0.2999,0.06019,0.54485,0.51394,14.123,0.06728,0.37299,0.22805,0.03062,592.8
task_obj_swap_rand_mask_303550,dct_shield,instruct-pix2pix,Replace the steampunk jacket with silver jacket,,1.0,False,100,7.5,1.5,20260812,False,0.52361,0.83643,29.491,0.45907,0.08158,0.533,0.29539,9.091,0.03936,0.26219,0.24797,0.03353,576.2
