image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
cat_00,dct_shield,native,identity,0.61137,0.03306,0.61137,0.03306,1.0,0.7,True,212.2
cat_00,dct_shield,native,blur1,0.1931,0.06595,0.61137,0.03306,0.31584,0.7,True,212.2
cat_00,dct_shield,native,jpeg75,0.28173,0.00852,0.61137,0.03306,0.46082,0.7,True,212.2
cat_00,dct_shield,native,crop_resize0.1,0.56332,0.04257,0.61137,0.03306,0.92141,0.7,True,212.2
cat_00,dct_shield,native,gridpure,0.20162,0.04461,0.61137,0.03306,0.32979,0.7,True,212.2
cat_00,dct_shield_y,native,identity,0.65094,0.0207,0.65094,0.0207,1.0,0.7,True,203.9
cat_00,dct_shield_y,native,blur1,0.38501,0.04673,0.65094,0.0207,0.59147,0.7,True,203.9
cat_00,dct_shield_y,native,jpeg75,0.58956,0.01591,0.65094,0.0207,0.90571,0.7,True,203.9
cat_00,dct_shield_y,native,crop_resize0.1,0.61054,0.06016,0.65094,0.0207,0.93794,0.7,True,203.9
cat_00,dct_shield_y,native,gridpure,0.61765,0.01721,0.65094,0.0207,0.94886,0.7,True,203.9
person_c_00,dct_shield,native,identity,0.59989,0.08531,0.59989,0.08531,1.0,0.7,True,204.4
person_c_00,dct_shield,native,blur1,0.27632,0.09774,0.59989,0.08531,0.46062,0.7,True,204.4
person_c_00,dct_shield,native,jpeg75,0.26068,0.02131,0.59989,0.08531,0.43455,0.7,True,204.4
person_c_00,dct_shield,native,crop_resize0.1,0.53913,0.01392,0.59989,0.08531,0.89873,0.7,True,204.4
person_c_00,dct_shield,native,gridpure,0.28517,0.06581,0.59989,0.08531,0.47538,0.7,True,204.4
person_c_00,dct_shield_y,native,identity,0.62529,0.07733,0.62529,0.07733,1.0,0.7,True,204.3
person_c_00,dct_shield_y,native,blur1,0.24519,0.0338,0.62529,0.07733,0.39212,0.7,True,204.3
person_c_00,dct_shield_y,native,jpeg75,0.56558,0.04175,0.62529,0.07733,0.90452,0.7,True,204.3
person_c_00,dct_shield_y,native,crop_resize0.1,0.53411,0.01392,0.62529,0.07733,0.85418,0.7,True,204.3
person_c_00,dct_shield_y,native,gridpure,0.49751,0.06096,0.62529,0.07733,0.79565,0.7,True,204.3
