image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,identity,0.0,train,0.0,20.921552658081055,0.9172045588493347,0.8148758411407471,0.1937415599822998,0.08361440896987915,0.900086522102356,3.1039884727288407,3.055448962090985,0.28690671920776367,0.12018895149230957,0.3006661534309387,0.10675249993801117,29.44103240966797,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.04575890302658081,0.9968516230583191,0.0,80.0,0.1937415599822998
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,0.0,heldout,0.0,22.627410888671875,0.8351938128471375,0.8370751142501831,0.17707356810569763,0.08419609069824219,0.9619359970092773,2.9597488989986447,2.7468340526492723,0.2740730941295624,0.10918392986059189,0.286285936832428,0.11106973886489868,29.44103240966797,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.04575890302658081,0.9968516230583191,0.0,80.0,0.17707356810569763
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,0.5,heldout,0.0,22.04056739807129,0.7285104990005493,0.8095651865005493,0.2212778627872467,0.10395705699920654,0.7218475937843323,2.9597488989986447,2.142999391555069,0.2740730941295624,0.10918392986059189,0.26427286863327026,0.09683442115783691,27.458885192871094,0.5194336175918579,0.9580807685852051,0.06579200178384781,0.050797343254089355,0.7088965177536011,0.1559751331806183,23.957616806030273,0.06530272960662842
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,1.0,heldout,0.0,19.8548641204834,0.7676100134849548,0.6999959945678711,0.3922743797302246,0.1695117950439453,0.3674124479293823,2.9597488989986447,4.583441266902149,0.2740730941295624,0.10918392986059189,0.2806805968284607,0.09162451326847076,22.418922424316406,0.6336629390716553,0.8861255645751953,0.24095477163791656,0.10460954904556274,0.3144875168800354,0.3826002776622772,20.243755340576172,0.009674102067947388
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,1.5,heldout,0.0,19.19938850402832,0.7695002555847168,0.6406941413879395,0.483015775680542,0.21690583229064941,0.22724783420562744,2.9597488989986447,6.242294472364456,0.2740730941295624,0.10918392986059189,0.2616223394870758,0.09524349123239517,20.804317474365234,0.7550538778305054,0.7968868017196655,0.36204829812049866,0.17091035842895508,0.17372409999370575,0.4721423387527466,19.563390731811523,0.01087343692779541
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,2.0,heldout,0.0,18.76043128967285,0.8580157160758972,0.5887233018875122,0.5474748611450195,0.24213802814483643,0.15799778699874878,2.9597488989986447,7.388943309346185,0.2740730941295624,0.10918392986059189,0.22957581281661987,0.08923611044883728,19.942153930664062,0.8216666579246521,0.7163056135177612,0.4434829354286194,0.21200871467590332,0.11079312115907669,0.546857476234436,19.012725830078125,0.0006173849105834961
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,blur,3.0,heldout,0.0,18.321748733520508,0.8053758144378662,0.5226722955703735,0.6135453581809998,0.29807162284851074,0.0894024595618248,2.9597488989986447,8.602205660428796,0.2740730941295624,0.10918392986059189,0.21729034185409546,0.051338955760002136,18.926237106323242,0.8683255910873413,0.5909877419471741,0.5470349788665771,0.26199793815612793,0.057734809815883636,0.6058343052864075,18.448942184448242,0.007711052894592285
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,jpeg,95,heldout,0.0,23.360401153564453,0.7990319132804871,0.8697316646575928,0.15819129347801208,0.08898776769638062,0.9458574056625366,2.9597488989986447,2.872199834194406,0.2740730941295624,0.10918392986059189,0.28481408953666687,0.11206649243831635,29.10500717163086,0.45098039507865906,0.9648217558860779,0.055134840309619904,0.04750567674636841,0.9917375445365906,0.09518025070428848,25.43186378479004,0.0630110427737236
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,jpeg,85,heldout,0.0,23.06373405456543,0.8247072696685791,0.8613746166229248,0.16148680448532104,0.09575772285461426,0.9316838383674622,2.9597488989986447,2.6886310531756092,0.2740730941295624,0.10918392986059189,0.2852102518081665,0.11244191229343414,28.037080764770508,0.4588235318660736,0.9571251273155212,0.0930476188659668,0.04974997043609619,0.9926941990852356,0.1457488238811493,23.63114356994629,0.015737980604171753
car_00,C,32,a wrecked car after an accident,150,27,約束已啟動且 edit_shift 在最近 20 步的每步改善 -1.00e-03 低於 1.0e-04,10,10,1,64.0,rotate,0,0.0,,,10321.2,1.08,512.0,113.66666666666667,28.666666666666668,,,,26.721397399902344,0.7639391422271729,25.95745849609375,0.23606085777282715,29.441068649291992,0.4648594558238983,29.441068649291992,0.4648594558238983,0.9656031131744385,0.03859369084239006,0.39663708209991455,2.487950086593628,1.343334436416626,0.6034802198410034,32,jpeg,75,heldout,0.0,21.639759063720703,0.8412470817565918,0.8170503377914429,0.2008167803287506,0.11185026168823242,0.9313785433769226,2.9597488989986447,2.420962135012072,0.2740730941295624,0.10918392986059189,0.29751867055892944,0.09997265785932541,27.040433883666992,0.4862745404243469,0.9494802951812744,0.12665849924087524,0.05241888761520386,0.9934268593788147,0.19844907522201538,21.79256820678711,0.0023677051067352295
