image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,deliver_retention,deliver_cosine,deliver_retention_base,deliver_rms_raw,deliver_rms_out,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.95876,0.9243,0.94471,0.071215,0.073871,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5572,0.86184,22.631,0.21127,0.1754,0.52392,0.60927,15.854,0.15628,0.28582,0.81515,0.07387,0.8219,0.81526,True,0.837,407.0
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.95368,0.93318,0.94986,0.072331,0.07392,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54316,0.80773,22.625,0.2044,0.21947,0.60439,0.3769,9.688,0.15694,0.33858,0.82072,0.07392,0.81255,0.82677,True,0.837,393.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.97876,0.96385,0.97855,0.100165,0.101714,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55114,0.83368,19.852,0.2158,0.24479,0.73673,0.14932,7.119,0.15675,0.5209,0.75015,0.10171,0.71752,0.75257,True,0.837,394.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.83194,0.83006,0.83436,0.045293,0.045396,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62471,0.84566,26.86,0.09221,0.19516,0.48541,0.64241,14.748,0.18212,0.28577,0.74118,0.0454,0.94033,0.92684,False,0.837,394.5
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.90245,0.87294,0.88974,0.05743,0.059372,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57043,0.86303,24.528,0.21875,0.19456,0.66058,0.34178,8.991,0.27687,0.3994,0.83389,0.05937,0.8545,0.78329,True,0.837,394.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.90391,0.86495,0.90149,0.054293,0.056739,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61564,0.87781,24.922,0.23054,0.12667,0.77719,0.38609,11.01,0.12974,0.34123,0.70819,0.05674,0.54683,0.592,True,0.837,394.8
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.97739,0.95328,0.96205,0.111968,0.1148,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47505,0.81064,18.801,0.21308,0.17517,0.62391,0.23676,13.862,0.11283,0.36563,0.86725,0.1148,0.87852,0.85301,False,0.837,392.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.9633,0.94338,0.96553,0.077645,0.079285,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5552,0.85793,22.016,0.19717,0.15895,0.55233,0.55397,15.524,0.15512,0.34038,0.68597,0.07928,0.80219,0.80944,True,0.837,391.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.97054,0.94524,0.96989,0.079979,0.082119,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56745,0.82276,21.711,0.23448,0.21538,0.58761,0.32463,14.842,0.18734,0.43826,0.68738,0.08212,0.78574,0.66827,True,0.837,391.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.93776,0.92604,0.93357,0.071245,0.072147,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58927,0.87274,22.836,0.23686,0.17834,0.69967,0.2806,8.23,0.08118,0.36127,0.91563,0.07215,0.73778,0.70317,True,0.837,391.6
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.95571,0.95547,0.94874,0.089111,0.089133,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50775,0.73944,20.999,0.16697,0.22261,0.67485,0.48016,12.169,0.01177,0.42354,0.83532,0.08913,0.85676,0.8517,False,0.837,391.4
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.97189,0.95075,0.97062,0.088199,0.09016,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55305,0.82268,20.9,0.20499,0.19501,0.65145,0.25163,9.384,0.06068,0.29107,0.79983,0.09016,0.57711,0.5862,True,0.837,391.5
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.95379,0.93225,0.94929,0.077193,0.078976,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.572,0.79904,22.05,0.18624,0.1793,0.70704,0.25613,8.578,0.05918,0.52876,0.90434,0.07898,0.39899,0.4392,True,0.837,391.3
