image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,P,16,a wrecked car after an accident,60,60,,10,10,1,147.8,rotate,0,0.0,,,10312.8,2.22,402.3333333333333,32.333333333333336,14.0,16.0,16.0,0.0206756591796875,0.6514768600463867,0.6514768600463867,0.0,0.3485231101512909,34.01396179199219,0.2247408628463745,34.01396179199219,0.2247408628463745,0.975719153881073,0.0406399630010128
car_01,P,16,a wrecked car after an accident,60,60,,10,10,1,147.5,rotate,0,0.0,,,10318.8,1.52,282.6666666666667,16.333333333333332,13.666666666666666,16.0,16.0,0.0046908063814044,0.6034759283065796,0.6034759283065796,0.0,0.3965240716934204,34.974361419677734,0.32926368713378906,34.974361419677734,0.32926368713378906,0.9877626299858093,0.047495294362306595
