tau,arm,label,n,net_mean,net_std,lpips_mean,acut_mean,dev_mean,dev_max,feasible,disp_mean,disp_max,disp_at_cap
0.02,Sbic,site S bicubic,6,0.06477612691620986,0.02790258703788167,0.014324502243349949,0.9992743035157522,0.016144100110977888,0.024011382833123207,6,0.27806613345940906,2.108759880065918,0
0.02,Sbil,site S bilinear,6,0.03432028368115425,0.01755574809475597,0.009467917688501378,0.9670143822828928,0.03323243775715431,0.03970581293106079,6,0.12756302456061044,1.8976632356643677,0
0.02,P,site P 加性,6,0.056529972702264786,0.020568531331384837,0.015194398506234089,1.002273956934611,0.0041204128647223115,0.0062520490027964115,6,nan,nan,0
0.05,Sbic,site S bicubic,6,0.08946586896975835,0.02640167463271313,0.03754290069142977,0.9981281856695811,0.026709652816255886,0.03054594248533249,6,0.5177419086297353,2.1213202476501465,3
0.05,Sbil,site S bilinear,6,0.034354789492984615,0.014388745855957421,0.012073348431537548,0.964197168747584,0.03600037191063166,0.041686221957206726,5,0.14810839916268984,2.1213202476501465,1
0.05,P,site P 加性,6,0.07843204587697983,0.02559959110865982,0.03636337257921696,1.0066014925638835,0.008909920618558923,0.013664418831467628,6,nan,nan,0
0.10,Sbic,site S bicubic,6,0.08353173919022083,0.02382756706867467,0.03777912755807241,0.9976949691772461,0.02707000294079383,0.03263774886727333,6,0.5129420508941015,2.1213202476501465,2
0.10,Sbil,site S bilinear,6,0.03820841200649738,0.021317393813515433,0.01090366990926365,0.9679945210615793,0.0322219937418898,0.044226258993148804,5,0.14014048998554549,2.1213202476501465,1
0.10,P,site P 加性,6,0.114004152516524,0.03627636569865402,0.060352820282181106,1.0135273337364197,0.015935523125032585,0.03377753123641014,6,nan,nan,0
