image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57229,0.90892,23.911,0.26433,0.11862,0.59789,0.49013,10.286,0.14348,0.30887,0.44081,0.06374,0.78154,0.74164,True,0.837,185.2
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53207,0.8497,24.42,0.28198,0.10995,0.63354,0.25574,7.131,0.02042,0.43826,0.43394,0.06011,0.69344,0.83059,True,0.837,176.0
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48553,0.95309,23.647,0.36384,0.0705,0.77532,0.13819,6.608,0.04417,0.66904,0.41448,0.06571,0.7121,0.63454,True,0.837,176.0
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61351,0.7975,25.801,0.0897,0.20965,0.64351,0.39443,10.399,0.0776,0.38972,0.38401,0.05128,0.78806,0.7115,True,0.837,175.4
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60607,0.89887,24.336,0.24598,0.13234,0.75455,0.18794,6.44,0.25845,0.72882,0.39433,0.0607,0.52727,0.46335,True,0.837,175.7
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64412,0.91652,24.124,0.26796,0.08977,0.89083,0.28946,10.235,0.15574,0.39109,0.40253,0.0622,0.54255,0.55523,True,0.837,176.5
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3913,0.94132,23.447,0.37464,0.05058,0.53938,0.35064,15.177,0.12833,0.29793,0.49833,0.06724,0.91786,0.86189,False,0.837,176.4
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55616,0.91013,24.136,0.28718,0.08317,0.68011,0.34504,12.534,0.04146,0.46216,0.39486,0.06211,0.61376,0.62158,True,0.837,176.2
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51929,0.92641,24.455,0.35278,0.10786,0.62832,0.38745,14.562,0.26974,0.40814,0.38477,0.05988,0.78536,0.69216,True,0.837,175.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59962,0.91921,24.333,0.27423,0.12409,0.72918,0.23767,8.037,0.04263,0.38412,0.41526,0.06073,0.73163,0.71293,True,0.837,175.3
