image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33666,0.9581,24.817,0.44469,0.08103,0.45127,0.67608,14.647,0.24357,0.23809,0.92219,0.05743,0.85648,0.87026,False,0.837,186.7
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3924,0.93045,24.919,0.37459,0.1564,0.56539,0.38671,9.184,0.15651,0.30228,0.95098,0.05676,0.836,0.84631,False,0.837,177.5
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45459,0.90429,20.939,0.32914,0.19947,0.70841,0.30682,9.888,0.18785,0.35453,0.76471,0.08976,0.86532,0.86494,False,0.837,177.5
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42788,0.97959,33.452,0.38796,0.07017,0.34793,0.68026,14.774,0.60998,0.25933,0.68097,0.02125,0.9023,0.91869,False,0.837,177.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33589,0.95983,28.035,0.49564,0.11363,0.47839,0.59857,11.697,0.37769,0.26632,0.95178,0.03965,0.88004,0.83647,True,0.837,177.7
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44554,0.95839,30.235,0.50809,0.04739,0.79311,0.43216,11.718,0.21436,0.33153,0.59432,0.03078,0.65385,0.56723,True,0.837,177.8
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42502,0.86772,19.082,0.28337,0.12684,0.61591,0.25995,13.834,0.1357,0.35677,1.0,0.11115,0.8871,0.84349,False,0.837,177.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40361,0.94304,24.028,0.36846,0.09722,0.49958,0.58385,16.104,0.2137,0.29398,0.74118,0.06289,0.84849,0.81405,True,0.837,177.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4815,0.91707,24.813,0.37203,0.12891,0.53856,0.3983,15.608,0.22606,0.35869,0.62875,0.05745,0.88712,0.73436,True,0.837,177.5
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3953,0.9408,24.556,0.48489,0.09979,0.67393,0.31507,8.461,0.10946,0.34727,0.94902,0.05918,0.73148,0.71781,True,0.837,177.6
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45131,0.85584,21.641,0.22034,0.16094,0.6687,0.49249,12.779,0.01414,0.44128,0.95686,0.08279,0.77988,0.83058,True,0.837,177.5
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47939,0.90793,22.903,0.32803,0.13122,0.63166,0.32096,10.404,0.09501,0.28072,0.84868,0.07159,0.63926,0.60135,True,0.837,177.7
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,jpeg_luma,0.35,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4603,0.90939,23.743,0.34503,0.09917,0.65139,0.44961,10.316,0.26364,0.39502,0.96471,0.06499,0.72379,0.58642,True,0.837,177.7
