image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41973,0.86605,21.055,0.25869,0.17408,0.60815,0.45926,9.832,0.14276,0.3397,0.99216,0.08856,0.73987,0.69521,True,0.837,187.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4938,0.78508,20.152,0.19636,0.26196,0.63004,0.25484,7.202,0.02351,0.41649,1.0,0.09826,0.75494,0.84111,False,0.837,177.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52213,0.72152,17.368,0.17846,0.27167,0.78421,0.13787,6.227,0.04037,0.67236,0.97255,0.1354,0.70263,0.62943,True,0.837,177.5
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51737,0.92107,28.055,0.19792,0.16916,0.5682,0.42106,11.334,0.07775,0.38634,0.96078,0.03956,0.75927,0.73696,True,0.837,177.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42342,0.85227,23.16,0.28568,0.20726,0.65397,0.25884,7.502,0.46096,0.45088,0.98824,0.0695,0.76517,0.71278,True,0.837,177.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5254,0.82961,24.376,0.28096,0.15438,0.82276,0.34246,10.457,0.19102,0.36588,0.99216,0.06042,0.5589,0.58787,True,0.837,177.5
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4943,0.66548,16.134,0.13533,0.22488,0.64631,0.25345,12.488,0.05708,0.27856,1.0,0.15607,0.71535,0.71817,True,0.837,177.4
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48049,0.83671,20.459,0.21837,0.17253,0.66052,0.37241,12.77,0.04166,0.45385,0.87059,0.09486,0.6137,0.62925,True,0.837,177.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55379,0.70287,19.56,0.17812,0.25034,0.70462,0.20184,10.966,0.06636,0.38602,0.98039,0.1052,0.49926,0.58116,True,0.837,177.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48498,0.82211,20.945,0.31044,0.17314,0.74963,0.25714,7.786,0.04888,0.42178,1.0,0.08969,0.73505,0.70039,True,0.837,177.5
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50705,0.61812,17.238,0.09707,0.27236,0.64403,0.53476,12.783,0.01378,0.40372,1.0,0.13744,0.77641,0.8433,False,0.837,177.4
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55927,0.68592,18.234,0.15263,0.26018,0.63684,0.23366,9.11,0.05675,0.29138,1.0,0.12255,0.65618,0.61331,True,0.837,177.7
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53748,0.73833,20.156,0.17486,0.20702,0.76813,0.21932,8.666,0.06905,0.50885,1.0,0.09822,0.39115,0.47627,True,0.837,177.7
