image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52727,0.78397,26.731,0.41108,0.07482,0.59673,0.49986,10.206,0.14832,0.31592,0.41987,0.04607,0.79067,0.74207,True,0.837,189.0
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47626,0.77472,27.171,0.44272,0.07846,0.63134,0.26383,7.269,0.02644,0.43566,0.33317,0.0438,0.71885,0.83131,True,0.837,179.7
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41978,0.88954,26.564,0.52386,0.04934,0.7499,0.14714,7.569,0.13991,0.52321,0.38339,0.04697,0.69351,0.73472,True,0.837,179.7
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62768,0.62889,28.083,0.17579,0.14682,0.60148,0.42138,10.69,0.07704,0.38178,0.30829,0.03943,0.78735,0.71442,True,0.837,179.4
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55486,0.76687,26.93,0.39352,0.08388,0.73583,0.19164,6.48,0.32649,0.78162,0.3679,0.04503,0.54636,0.4752,True,0.837,179.4
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6024,0.79448,26.835,0.41953,0.06718,0.87698,0.31817,10.242,0.18402,0.38671,0.30548,0.04552,0.55854,0.58189,True,0.837,179.5
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31329,0.89444,26.045,0.53712,0.02866,0.54143,0.35705,15.319,0.13289,0.29171,0.37751,0.04986,0.91973,0.86114,False,0.837,179.2
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51035,0.79881,27.048,0.4397,0.06455,0.68661,0.32762,12.297,0.03415,0.47302,0.3412,0.04442,0.6165,0.62417,True,0.837,179.2
task_obj_add_40931,dct_shield,instruct-pix2pix,Add the blood on snout,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48197,0.87471,27.222,0.51827,0.07952,0.77925,0.16467,11.04,0.09576,0.41587,0.30214,0.04354,0.6061,0.5942,True,0.837,179.5
task_obj_remove_380621,dct_shield,instruct-pix2pix,Remove iceberg,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56246,0.80309,27.028,0.43447,0.12722,0.73387,0.23454,7.994,0.03951,0.38813,0.29212,0.04452,0.73248,0.7141,True,0.837,179.7
task_obj_swap_joint_mask_276754,dct_shield,instruct-pix2pix,Replace the satellite dish with rocket,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.464,0.76434,26.969,0.4392,0.0853,0.68464,0.45757,11.84,0.01191,0.39354,0.36838,0.04483,0.8904,0.89954,False,0.837,179.7
task_obj_swap_joint_mask_533428,dct_shield,instruct-pix2pix,Replace the samurai armor with red jacket,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45033,0.84533,26.678,0.49579,0.05483,0.65151,0.24658,9.278,0.05712,0.27878,0.35895,0.04636,0.63591,0.61521,True,0.837,179.7
task_obj_swap_rand_mask_417469,dct_shield,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50524,0.77009,26.892,0.42302,0.06196,0.75872,0.21892,10.063,0.06639,0.38667,0.33636,0.04523,0.3801,0.51796,True,0.837,179.9
