image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34799,0.95065,24.106,0.41123,0.08874,0.46554,0.6594,14.138,0.2315,0.25789,0.97255,0.06233,0.84341,0.84628,False,0.837,186.8
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41414,0.91586,23.929,0.32708,0.16882,0.56635,0.41129,9.962,0.18138,0.32574,0.98767,0.06361,0.80434,0.80716,True,0.837,177.3
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46591,0.88191,20.005,0.28835,0.20756,0.72989,0.23637,8.367,0.17675,0.39398,0.89469,0.09995,0.83994,0.84302,False,0.837,177.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43851,0.97669,32.069,0.34069,0.08072,0.36043,0.66246,14.357,0.57014,0.26904,0.92941,0.02492,0.90109,0.90366,False,0.837,177.3
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34853,0.94887,26.849,0.44663,0.12577,0.51499,0.54236,11.064,0.3701,0.2938,0.95659,0.04545,0.86181,0.82012,True,0.837,177.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46042,0.93531,28.975,0.45344,0.07074,0.81768,0.41328,11.001,0.17245,0.34984,0.70499,0.03558,0.58207,0.58505,True,0.837,177.5
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43458,0.85191,18.552,0.25095,0.14696,0.62053,0.24459,13.767,0.12807,0.36549,1.0,0.11813,0.8741,0.84182,False,0.837,177.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41948,0.93865,23.424,0.33921,0.09756,0.50158,0.58552,16.439,0.21189,0.29596,0.80118,0.06742,0.87166,0.81198,True,0.837,177.3
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48812,0.89987,24.01,0.33608,0.1397,0.5693,0.35899,15.21,0.21809,0.40805,0.77533,0.06303,0.85993,0.70013,True,0.837,177.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41624,0.93365,23.742,0.44854,0.10885,0.67799,0.31783,8.288,0.11566,0.35472,1.0,0.065,0.74061,0.71084,True,0.837,177.3
