condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
Ra,woman_03,0.04,0.03640264272689819,0.5,dists,True,0.0352,0.07520029783248902,0.07160294055938721,4.1334610749119305,29.74740982055664,0.7931917309761047,0.9131619930267334,0.3368983864784241,0.9565314054489136,0.16298601031303406,0.07160294055938721,1.02165687084198,0.03255573660135269,0.047944389283657074
