image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_158070,dct_shield,instruct-pix2pix,turn the color of playing card to red,,1.0,False,100,7.5,1.5,20260812,False,0.44464,0.87312,29.401,0.54287,0.04254,0.52208,0.43498,12.29,0.15317,0.26874,0.28034,0.03388,588.3
task_attr_mod_color_42929,dct_shield,instruct-pix2pix,turn the color of golden shield to gray,,1.0,False,100,7.5,1.5,20260812,False,0.58394,0.77221,30.068,0.32229,0.10234,0.66654,0.63613,14.351,0.01502,0.68738,0.25052,0.03138,590.8
task_env_weather_116980,dct_shield,instruct-pix2pix,transform the setting to a foggy atmosphere,,1.0,False,100,7.5,1.5,20260812,False,0.41865,0.89918,29.061,0.52985,0.04073,0.59876,0.62315,15.213,0.3633,0.33301,0.27561,0.03523,597.0
task_env_weather_195273,dct_shield,instruct-pix2pix,transform the setting to fall with colorful leaves,,1.0,False,100,7.5,1.5,20260812,False,0.31883,0.90888,29.007,0.58767,0.05699,0.70401,0.31231,9.831,0.09069,0.36999,0.29444,0.03545,591.9
task_env_weather_85610,dct_shield,instruct-pix2pix,change the setting to a cloudy day,,1.0,False,100,7.5,1.5,20260812,False,0.38803,0.87677,28.994,0.54452,0.06508,0.53356,0.55081,15.559,0.36094,0.42435,0.27859,0.03551,593.4
task_obj_add_362298,dct_shield,instruct-pix2pix,Add sweaty torso,,1.0,False,100,7.5,1.5,20260812,False,0.53607,0.86094,29.744,0.49523,0.05734,0.71246,0.24622,11.318,0.04199,0.40479,0.22129,0.03257,590.7
task_obj_add_584511,dct_shield,instruct-pix2pix,Add dog,,1.0,False,100,7.5,1.5,20260812,False,0.56761,0.90085,29.612,0.52573,0.07307,0.64978,0.46707,16.734,0.15645,0.3546,0.2527,0.03307,596.2
task_obj_remove_157386,dct_shield,instruct-pix2pix,Remove flowers,,1.0,False,100,7.5,1.5,20260812,False,0.40937,0.82893,28.967,0.49403,0.08097,0.75489,0.22073,7.676,0.04227,0.44854,0.29202,0.03562,591.0
task_obj_remove_388764,dct_shield,instruct-pix2pix,Remove green chair,,1.0,False,100,7.5,1.5,20260812,False,0.50658,0.87588,29.633,0.5167,0.0619,0.67652,0.39835,13.672,0.08171,0.57905,0.23968,0.03299,591.5
task_obj_remove_720199,dct_shield,instruct-pix2pix,Remove yellow machine,,1.0,False,100,7.5,1.5,20260812,False,0.5376,0.80959,29.741,0.41735,0.08848,0.77568,0.25259,9.515,0.05151,0.37361,0.23587,0.03258,592.1
task_obj_swap_joint_mask_671429,dct_shield,instruct-pix2pix,Replace the astronaut with man,,1.0,False,100,7.5,1.5,20260812,False,0.33477,0.92867,28.832,0.57307,0.04012,0.67072,0.36202,16.073,0.21676,0.35009,0.27082,0.03617,592.8
task_obj_swap_rand_mask_315182,dct_shield,instruct-pix2pix,Replace the red leather jacket with black blazer,,1.0,False,100,7.5,1.5,20260812,False,0.55354,0.85168,29.792,0.46253,0.042,0.54998,0.25848,7.52,0.06191,0.24899,0.22482,0.03239,576.7
