condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
apa,horse_03,0.04,0.03649544715881348,0.4375,dists,True,0.040159,0.08015886783599854,0.07665431499481201,2.7262958404348896,23.561525344848633,0.9378166198730469,0.788777768611908,0.24267615377902985,0.903820812702179,0.1662215292453766,0.07665431499481201,0.8436651229858398,0.06636258214712143,0.21694056689739227
