image,condition,budget_target,variant,effect_mean,effect_sd,fid_lpips,fid_dists,fid_psnr,fid_ssim,fid_linf,fid_rms,amp_dev,clip_fraction,clip_mean,clip_max,scale,unreachable,edit_strength,seconds
cat_00,add,human,full,0.15924,0.03947,0.05777,0.00724,52.293,0.99895,0.00392,0.00243,0.001907,0.0,0.0,0.0,1.0,False,0.7,16.8
cat_00,add,human,amp,0.06943,0.04715,0.01625,0.00147,55.404,0.99958,0.00854,0.00169,0.001805,0.226412,0.00018285,0.006575,1.0,False,0.7,32.4
cat_00,add,human,pha,0.05467,0.04075,0.01115,0.00085,56.401,0.99967,0.00831,0.00151,0.000593,0.348014,0.00033375,0.005908,1.0,False,0.7,48.0
cat_00,add,human,amp_s,0.18283,0.06157,0.07679,0.00724,50.363,0.99877,0.0153,0.00303,0.003217,0.227858,0.00032973,0.011776,1.79102,False,0.7,63.7
cat_00,add,human,pha_s,0.17286,0.06653,0.08286,0.00724,49.7,0.99861,0.01808,0.00327,0.001359,0.351168,0.00073401,0.012855,2.17578,False,0.7,79.4
cat_00,phase,human,full,0.29429,0.09192,0.12636,0.04795,34.977,0.97437,0.43137,0.01783,0.013362,0.0,0.0,0.0,1.0,False,0.7,16.7
cat_00,phase,human,amp,0.2869,0.0647,0.2062,0.10561,38.704,0.98093,0.18389,0.01161,0.012263,0.335356,0.0018661,0.048962,1.0,False,0.7,32.5
cat_00,phase,human,pha,0.3588,0.04516,0.25248,0.11184,37.162,0.97464,0.30649,0.01386,0.004511,0.343933,0.00221738,0.060156,1.0,False,0.7,48.3
cat_00,phase,human,amp_s,0.13571,0.07215,0.1062,0.0479,45.063,0.99559,0.08835,0.00558,0.005914,0.333146,0.00089074,0.023525,0.48047,False,0.7,64.1
cat_00,phase,human,pha_s,0.16511,0.06162,0.11912,0.04788,44.229,0.99487,0.13558,0.00614,0.003219,0.340199,0.00096772,0.026612,0.44238,False,0.7,79.9
cat_00,phase_rand,human,full,0.06025,0.03303,0.04273,0.05786,35.588,0.97745,0.28627,0.01662,0.012885,0.0,0.0,0.0,1.0,False,0.7,16.8
cat_00,phase_rand,human,amp,0.20581,0.03986,0.18744,0.10115,38.945,0.98283,0.16112,0.01129,0.011954,0.332825,0.00167087,0.043673,1.0,False,0.7,32.6
cat_00,phase_rand,human,pha,0.26429,0.05356,0.20218,0.10631,38.056,0.97812,0.17746,0.01251,0.004129,0.344435,0.00203835,0.064538,1.0,False,0.7,48.5
cat_00,phase_rand,human,amp_s,0.09314,0.03866,0.11589,0.05785,43.613,0.99416,0.09409,0.0066,0.007002,0.331305,0.00097099,0.025504,0.58398,False,0.7,64.3
cat_00,phase_rand,human,pha_s,0.10838,0.06058,0.11649,0.0578,43.841,0.99407,0.09098,0.00643,0.003093,0.341067,0.00103175,0.033089,0.5127,False,0.7,80.2
person_c_00,add,human,full,0.1668,0.06732,0.10628,0.00465,48.652,0.99854,0.00392,0.00369,0.009477,0.0,0.0,0.0,1.0,False,0.7,17.1
person_c_00,add,human,amp,0.08827,0.03729,0.02555,0.00111,51.674,0.99927,0.01119,0.00261,0.009474,0.000764,9.2e-07,0.005787,1.0,False,0.7,32.9
person_c_00,add,human,pha,0.09448,0.03949,0.03128,0.00207,51.566,0.99927,0.01375,0.00264,0.000129,0.000942,1.17e-06,0.006626,1.0,False,0.7,48.8
person_c_00,add,human,amp_s,0.14486,0.04716,0.06266,0.00465,46.856,0.99778,0.01951,0.00454,0.016346,0.001672,3.44e-06,0.010586,1.74316,False,0.7,64.7
person_c_00,add,human,pha_s,0.1328,0.04099,0.05919,0.00465,48.142,0.99839,0.02041,0.00392,0.001885,0.001554,2.88e-06,0.010055,1.48438,False,0.7,80.6
person_c_00,phase,human,full,0.29694,0.02601,0.19246,0.03976,32.713,0.94437,0.22745,0.02314,0.060176,0.0,0.0,0.0,1.0,False,0.7,16.9
person_c_00,phase,human,amp,0.14903,0.02502,0.11605,0.06055,35.632,0.95876,0.12554,0.01654,0.060104,0.003971,1.95e-05,0.031225,1.0,False,0.7,32.7
person_c_00,phase,human,pha,0.15058,0.05262,0.14719,0.06121,34.745,0.94898,0.16426,0.01831,0.002462,0.011017,7.502e-05,0.05088,1.0,False,0.7,48.7
person_c_00,phase,human,amp_s,0.11285,0.04412,0.07774,0.03974,37.881,0.97529,0.09685,0.01276,0.046395,0.002347,8.8e-06,0.023765,0.77148,False,0.7,64.7
person_c_00,phase,human,pha_s,0.10949,0.04401,0.09516,0.03975,37.463,0.97189,0.11983,0.01339,0.007547,0.005686,2.791e-05,0.032889,0.72949,False,0.7,80.7
person_c_00,phase_rand,human,full,0.20763,0.05938,0.10638,0.04282,32.927,0.94777,0.23922,0.02258,0.058472,0.0,0.0,0.0,1.0,False,0.7,17.0
person_c_00,phase_rand,human,amp,0.19215,0.06005,0.11221,0.06125,35.884,0.96064,0.1433,0.01606,0.058376,0.0047,2.547e-05,0.027532,1.0,False,0.7,33.0
person_c_00,phase_rand,human,pha,0.19669,0.09193,0.13558,0.06658,34.94,0.95039,0.15456,0.01791,0.002542,0.011874,7.974e-05,0.045153,1.0,False,0.7,49.0
person_c_00,phase_rand,human,amp_s,0.0975,0.01712,0.07398,0.04285,38.177,0.97659,0.10999,0.01234,0.044839,0.002903,1.226e-05,0.020222,0.76758,False,0.7,65.0
person_c_00,phase_rand,human,pha_s,0.15564,0.08613,0.08365,0.04279,37.796,0.97341,0.11094,0.01289,0.00762,0.005877,2.754e-05,0.030196,0.71777,False,0.7,81.1
cat_00,apa_weak,native,full,0.08152,0.02041,0.07181,0.05798,27.136,0.93042,0.61569,0.04397,0.039864,0.0,0.0,0.0,1.0,False,0.7,16.9
cat_00,apa_weak,native,amp,0.34624,0.0387,0.29862,0.1483,28.666,0.93537,0.2386,0.03687,0.03982,0.021191,0.00013707,0.06504,1.0,False,0.7,32.9
cat_00,apa_weak,native,pha,0.32405,0.04186,0.28411,0.11577,31.164,0.92661,0.55482,0.02766,0.00872,0.367596,0.00451608,0.10429,1.0,False,0.7,48.9
cat_00,apa_weak,native,amp_s,0.20393,0.03366,0.15215,0.05803,38.933,0.9938,0.07316,0.01131,0.012213,0.020997,4.16e-05,0.019944,0.30664,False,0.7,64.9
cat_00,apa_weak,native,pha_s,0.22614,0.04728,0.1567,0.05793,38.837,0.98683,0.22865,0.01143,0.007973,0.361116,0.00181258,0.042979,0.41211,False,0.7,80.9
cat_00,mist,native,full,0.62232,0.03042,0.61923,0.1864,26.849,0.85965,0.06275,0.04545,0.043417,0.0,0.0,0.0,1.0,False,0.7,16.9
cat_00,mist,native,amp,0.506,0.01927,0.44105,0.15196,27.941,0.91297,0.38828,0.04008,0.043284,0.029921,0.00027822,0.226641,1.0,False,0.7,32.9
