image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,64.0,0,96.73985290527344,1.197352409362793,2,96.73973083496094
task_attr_mod_color_11699,warp,64.0,50,93.98070526123047,1.197437047958374,2,
task_attr_mod_color_11699,warp,64.0,100,86.8778305053711,1.2081003189086914,2,86.87110900878906
task_attr_mod_color_11699,warp,64.0,150,84.91422271728516,1.2164888381958008,2,
task_attr_mod_color_11699,warp,64.0,200,82.6781005859375,1.222872018814087,2,82.64015197753906
task_attr_mod_color_11699,warp,64.0,250,80.9788589477539,1.220479965209961,2,
task_attr_mod_color_11699,warp,64.0,300,79.65953826904297,1.227367877960205,2,79.65393829345703
task_attr_mod_color_11699,warp,64.0,350,79.04988861083984,1.2308969497680664,2,
task_attr_mod_color_11699,warp,64.0,400,78.31822967529297,1.230208158493042,2,78.30401611328125
task_attr_mod_color_11699,warp,64.0,450,77.69878387451172,1.2291152477264404,2,
task_attr_mod_color_11699,warp,64.0,500,77.14939880371094,1.2333483695983887,2,77.13981628417969
task_attr_mod_color_11699,warp,64.0,550,76.91300201416016,1.2382457256317139,2,
task_attr_mod_color_11699,warp,64.0,600,76.74137878417969,1.2398685216903687,2,76.7369384765625
task_attr_mod_color_11699,warp,64.0,650,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,700,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,750,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,800,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,850,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,900,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,950,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1000,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1050,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1100,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1150,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1200,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1250,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1300,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1350,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1400,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1450,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1500,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1550,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1600,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_11699,warp,64.0,1650,76.66639709472656,1.2415318489074707,2,
task_attr_mod_color_11699,warp,64.0,1700,76.66639709472656,1.2415318489074707,2,76.66639709472656
task_attr_mod_color_6205,warp,64.0,0,98.80941772460938,1.197352409362793,2,98.80933380126953
task_attr_mod_color_6205,warp,64.0,50,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,100,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,150,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,200,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,250,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,300,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,350,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,400,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,450,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,500,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,550,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,600,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,650,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,700,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,750,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,800,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,850,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,900,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,950,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,1000,87.55441284179688,44.98198699951172,2,87.55441284179688
task_attr_mod_color_6205,warp,64.0,1050,87.55441284179688,44.98198699951172,2,
task_attr_mod_color_6205,warp,64.0,1100,87.55441284179688,44.98198699951172,2,87.55441284179688
