condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
apa,horse_03,0.04,0.03546178340911865,0.375,dists,True,0.036467,0.0764673137664795,0.07192909717559814,2.5020091098227857,23.827213287353516,0.9168057441711426,0.7955884337425232,0.2529064118862152,0.910240650177002,0.18110445141792297,0.07192909717559814,0.8597809672355652,0.06436336785554886,0.20748774707317352
