image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_144146,phase,instruct-pix2pix,turn the color of book to be orange,,1.3,False,100,7.5,1.5,20260812,False,0.11583,0.98071,35.695,0.70126,0.05379,0.16424,0.87148,19.631,0.55643,0.12388,0.25013,0.01642,123.9
task_attr_mod_color_41275,phase,instruct-pix2pix,turn the color of a studded backpack to purple,,1.3,False,100,7.5,1.5,20260812,False,0.19678,0.96507,29.033,0.57572,0.0782,0.21741,0.87797,23.409,0.38958,0.13256,0.59709,0.03535,124.9
task_env_weather_114555,phase,instruct-pix2pix,change the setting to a misty scene,,1.3,False,100,7.5,1.5,20260812,False,0.14495,0.93685,26.521,0.54729,0.05682,0.24614,0.77608,20.633,0.42692,0.12809,0.54308,0.0472,124.8
task_env_weather_193600,phase,instruct-pix2pix,change the setting to a snowy scene,,1.3,False,100,7.5,1.5,20260812,False,0.14937,0.96647,33.799,0.67148,0.03113,0.14142,0.90331,28.245,0.5111,0.06297,0.24077,0.02042,124.5
task_env_weather_70149,phase,instruct-pix2pix,change the setting to a foggy scene,,1.3,False,100,7.5,1.5,20260812,False,0.11837,0.97535,33.798,0.71516,0.04169,0.14621,0.92094,24.572,0.59477,0.105,0.46809,0.02042,124.8
task_obj_add_345721,phase,instruct-pix2pix,Add sunset,,1.3,False,100,7.5,1.5,20260812,False,0.37067,0.91605,26.452,0.42593,0.06578,0.35107,0.58073,19.758,0.24901,0.2284,0.56128,0.04758,124.8
task_obj_add_583252,phase,instruct-pix2pix,Add person in red attire,,1.3,False,100,7.5,1.5,20260812,False,0.27614,0.93199,27.199,0.50693,0.06129,0.36347,0.63447,17.492,0.39495,0.20303,0.47615,0.04366,124.3
task_obj_remove_108877,phase,instruct-pix2pix,Remove hunter's coat,,1.3,False,100,7.5,1.5,20260812,False,0.22918,0.97009,37.825,0.67314,0.07867,0.25422,0.84555,27.385,0.4452,0.15121,0.19608,0.01285,125.1
task_obj_remove_385207,phase,instruct-pix2pix,Remove the flagpole,,1.3,False,100,7.5,1.5,20260812,False,0.3848,0.90357,24.753,0.39019,0.08811,0.66129,0.34168,13.602,0.07072,0.29111,0.56745,0.05786,124.8
task_obj_remove_704852,phase,instruct-pix2pix,Remove truck,,1.3,False,100,7.5,1.5,20260812,False,0.16944,0.96035,29.88,0.49701,0.06841,0.36949,0.74365,17.506,0.37814,0.27978,0.38872,0.03206,124.9
task_obj_swap_joint_mask_615817,phase,instruct-pix2pix,Replace the twilight skyline with sky,,1.3,False,100,7.5,1.5,20260812,False,0.22694,0.97588,32.992,0.6134,0.07138,0.46391,0.80077,14.786,0.48038,0.34415,0.38036,0.02241,124.9
task_obj_swap_rand_mask_303550,phase,instruct-pix2pix,Replace the steampunk jacket with silver jacket,,1.3,False,100,7.5,1.5,20260812,False,0.18112,0.95777,32.964,0.59456,0.05313,0.24549,0.68655,15.862,0.18605,0.13511,0.44161,0.02248,122.1
