image,condition,prompt_index,prompt,block,r_min,quantile,target_image,loss,random_start,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
cat_00,add,0,a cat wearing a red party hat,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.00494,False,0.00471,42.0,0.1406,0.9986,0.0049,50.3319,0.9985,5.5399,0.7015,0.2883,0.3509,0.3343,0.0166,0.1549,0.1507,0.0042,,
cat_00,phase,0,a cat wearing a red party hat,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.09809,False,1.3,25.0,0.1331,0.9574,0.0981,32.9577,0.9935,5.3202,0.615,0.1718,0.3509,0.3547,-0.0038,0.1549,0.163,-0.0081,0.01042,0.2933
shiba_00,add,0,a cat,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.0073,False,0.00471,25.3,0.149,0.9966,0.0073,47.4995,0.9891,5.6623,0.7045,0.3299,0.2619,0.265,-0.0031,0.0881,0.0917,-0.0036,,
shiba_00,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.06139,False,1.3,25.6,0.1689,0.9343,0.0614,29.4771,0.9941,5.4078,0.6692,0.452,0.2619,0.2629,-0.001,0.0881,0.0892,-0.0012,0.02717,0.4645
