image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54216,0.90255,23.973,0.24773,0.14288,0.60228,0.46911,9.927,0.14004,0.32708,0.6975,0.06329,0.75056,0.69931,True,0.837,411.0
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51242,0.8583,24.99,0.27332,0.17817,0.6326,0.25946,7.115,0.02433,0.42113,0.58416,0.0563,0.79424,0.86997,False,0.837,399.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53635,0.85785,20.875,0.23781,0.235,0.78261,0.13612,6.196,0.03294,0.66833,0.58019,0.09041,0.69745,0.61995,True,0.837,397.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5402,0.9179,31.519,0.19356,0.15708,0.65228,0.39366,10.542,0.07378,0.38437,0.61967,0.02655,0.77494,0.71909,True,0.837,397.1
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56177,0.91124,26.501,0.2783,0.16126,0.73891,0.20419,6.598,0.48155,0.69122,0.79159,0.04731,0.56157,0.46303,True,0.837,397.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59518,0.90744,26.62,0.28822,0.1113,0.84844,0.34032,10.614,0.19619,0.36251,0.45115,0.04666,0.59085,0.59292,True,0.837,397.4
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48626,0.84536,19.739,0.23184,0.17523,0.63567,0.28876,12.705,0.06669,0.28969,0.83755,0.10305,0.72612,0.72747,True,0.837,397.7
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54747,0.89128,23.343,0.24168,0.13341,0.68455,0.33137,12.32,0.03289,0.47444,0.64213,0.06805,0.61197,0.61419,True,0.837,397.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5369,0.87208,23.734,0.29782,0.18359,0.71787,0.18508,10.811,0.0646,0.39784,0.54008,0.06506,0.50964,0.55858,True,0.837,397.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56198,0.91444,24.897,0.29981,0.14896,0.73243,0.24017,8.079,0.04346,0.38146,0.80521,0.05691,0.72806,0.7203,True,0.837,397.0
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51861,0.77273,22.485,0.20367,0.19041,0.6813,0.47723,11.987,0.01174,0.42878,0.95686,0.07512,0.79152,0.81376,True,0.837,397.1
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54113,0.86078,22.174,0.24356,0.16778,0.63429,0.24157,9.319,0.05658,0.28314,0.65227,0.07786,0.64169,0.64201,True,0.837,397.0
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54793,0.85571,24.009,0.24325,0.14885,0.75045,0.21012,9.842,0.06304,0.38855,0.89804,0.06303,0.37227,0.50698,True,0.837,397.3
