image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06968,0.9933,34.703,0.76141,0.01784,0.11569,0.94204,24.623,0.49796,0.0542,0.25805,0.0184,0.98519,0.98837,False,0.837,411.8
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10789,0.99051,36.104,0.72904,0.03523,0.14688,0.8961,26.202,0.45648,0.0917,0.27231,0.01566,0.9954,0.99095,False,0.837,400.4
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1084,0.9835,30.552,0.65317,0.04811,0.18859,0.82176,21.219,0.3779,0.13571,0.21127,0.02968,0.98738,0.97301,False,0.837,400.7
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10325,0.99789,46.371,0.83175,0.01625,0.09089,0.9284,23.407,0.74513,0.09997,0.14149,0.0048,0.9781,0.98343,False,0.837,400.0
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06018,0.99426,38.712,0.81604,0.03391,0.20617,0.82231,13.336,0.57415,0.12488,0.22189,0.0116,0.98523,0.96953,False,0.837,399.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10562,0.99057,38.904,0.8048,0.01481,0.17742,0.86616,25.096,0.47408,0.07656,0.14177,0.01134,0.97539,0.96725,False,0.837,399.8
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10363,0.982,28.923,0.61351,0.03612,0.34759,0.5886,17.51,0.1848,0.17179,0.40523,0.0358,0.94944,0.90272,False,0.837,399.4
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10056,0.99098,33.436,0.71018,0.0285,0.17203,0.89655,23.265,0.38074,0.07956,0.2816,0.02129,0.96519,0.95379,False,0.837,399.4
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18448,0.98703,34.455,0.7199,0.03865,0.23193,0.82106,22.162,0.37651,0.13394,0.1776,0.01893,0.94355,0.91701,False,0.837,399.5
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10841,0.99281,35.672,0.79327,0.03184,0.19021,0.84806,22.457,0.44566,0.10521,0.39592,0.01646,0.98589,0.97781,False,0.837,399.0
