image,attack,content,prompt,tau_lpips,steps,steps_done,stop_reason,defense_mode,rank,warp_resample,warp_max_disp,strength,guidance_scale,attack_seconds,peak_mb,pert_psnr,pert_linf,pert_ssim,pert_vif_p,pert_fsim,pert_lpips,pert_dists,pert_acutance_ratio,pert_rms,pert_frac_gt_16_255,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270803,22.91593360900879,0.7995743751525879,0.5628709197044373,0.09104152023792267,0.8447179794311523,0.5896821022033691,0.2281872034072876,1.3858880996704102,0.07148302346467972,0.2623736262321472,5.665775750020026,10.46820373427702,0.2467244565486908,0.06834092736244202,0.24738837778568268,0.06524016708135605
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270804,23.27967643737793,0.7139320373535156,0.5532305240631104,0.08366664499044418,0.840604841709137,0.6304956674575806,0.26513242721557617,1.227135181427002,0.06855130940675735,0.26059597730636597,5.684076615362769,10.423004429992115,0.24088336527347565,0.06994867324829102,0.24656374752521515,0.06070348620414734
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270805,23.18215560913086,0.6669752597808838,0.5185527801513672,0.08168305456638336,0.8325284719467163,0.6073133945465088,0.2623589038848877,1.2328866720199585,0.06932529807090759,0.2834561765193939,6.020443401489007,10.736266119656097,0.2232872098684311,0.06870217621326447,0.23016215860843658,0.05461721122264862
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270806,22.404582977294922,0.823978066444397,0.519298255443573,0.0809776782989502,0.8340835571289062,0.6005556583404541,0.23643755912780762,1.4794858694076538,0.07581770420074463,0.3000297546386719,5.613098267240979,9.945980233147187,0.23116925358772278,0.06174241006374359,0.2421114593744278,0.06319302320480347
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270807,22.689924240112305,0.8180654048919678,0.5005713701248169,0.07579655945301056,0.8320801258087158,0.6494224667549133,0.26843583583831787,1.3284896612167358,0.07336745411157608,0.30858486890792847,5.80546053972181,12.920024856006762,0.23243793845176697,0.06758779287338257,0.2344159483909607,0.057093970477581024
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270808,23.156509399414062,0.7145836353302002,0.5414800643920898,0.08832097798585892,0.8403151035308838,0.6101014018058777,0.2652517557144165,1.201324701309204,0.06953030079603195,0.2821146845817566,6.290004721723683,11.399081728064479,0.2371000051498413,0.06353681534528732,0.25000882148742676,0.04517337679862976
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270809,23.153873443603516,0.7382293343544006,0.5490168333053589,0.08498379588127136,0.8389182090759277,0.6068562269210815,0.2578669786453247,1.0525143146514893,0.06955140829086304,0.2738851010799408,6.91193081776182,10.96732221578586,0.23150789737701416,0.05303173139691353,0.24051010608673096,0.06359224021434784
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270810,22.387285232543945,0.8716185688972473,0.5029990077018738,0.07849962264299393,0.8379740715026855,0.612676739692688,0.23666536808013916,1.4929293394088745,0.07596881687641144,0.30360540747642517,5.939007822885674,10.860975395323699,0.22759045660495758,0.07181165367364883,0.227297842502594,0.05349072813987732
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270811,23.08333969116211,0.8109011054039001,0.5440525412559509,0.08865199238061905,0.846409797668457,0.5875595808029175,0.23322570323944092,1.094355821609497,0.0701185017824173,0.2725169062614441,5.979798759796324,10.0621163040443,0.18461103737354279,0.0035540242679417133,0.23182342946529388,0.05087842047214508
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270812,22.873577117919922,0.8645774126052856,0.5265054702758789,0.083626888692379,0.8304905295372009,0.6210315227508545,0.28043127059936523,1.1796690225601196,0.07183247059583664,0.28682073950767517,6.37235318916424,11.264542506519044,0.19392447173595428,0.007189303636550903,0.2401639074087143,0.048943065106868744
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270813,22.599267959594727,0.7569031715393066,0.494859904050827,0.09089395403862,0.8391034603118896,0.6027529835700989,0.2492893934249878,1.2146281003952026,0.07413720339536667,0.29838818311691284,5.584242327413503,9.176441867410645,0.2202952355146408,0.06630943715572357,0.2245870679616928,0.04925023019313812
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270814,23.536026000976562,0.7090139389038086,0.5497651100158691,0.0874839723110199,0.8480941653251648,0.5925185084342957,0.25242650508880615,1.2434215545654297,0.06655769050121307,0.2507426142692566,5.794516753917611,9.206772765091985,0.221703439950943,0.05764123797416687,0.23714563250541687,0.055829036980867386
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270815,22.920303344726562,0.8224130868911743,0.5397602319717407,0.08944474160671234,0.8458535075187683,0.6022809743881226,0.21708035469055176,1.245540738105774,0.07144708186388016,0.2844441831111908,6.77657347756314,10.512259471994891,0.22775699198246002,0.05291472747921944,0.24523910880088806,0.07460318505764008
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270816,22.454050064086914,0.7820233106613159,0.5256978273391724,0.09432303160429001,0.8461866974830627,0.60094153881073,0.2501826882362366,1.0655194520950317,0.0753871276974678,0.29489898681640625,6.921132067914141,11.34746976757737,0.22876733541488647,0.06983842700719833,0.2342706322669983,0.04254678636789322
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270817,23.092254638671875,0.7502341866493225,0.5112528800964355,0.08501449972391129,0.8272708058357239,0.619227409362793,0.2760356068611145,1.357967734336853,0.0700465589761734,0.28286871314048767,6.438739131280583,8.854754735832923,0.23549121618270874,0.061004988849163055,0.24117153882980347,0.05256509780883789
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270818,23.383302688598633,0.768682599067688,0.5532561540603638,0.0864080861210823,0.8483178615570068,0.6302345395088196,0.27074921131134033,1.0400177240371704,0.06773831695318222,0.2653897702693939,5.287423511078354,11.285562102870145,0.22889098525047302,0.05816282704472542,0.2357601672410965,0.060891106724739075
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270819,22.85517120361328,0.8623714447021484,0.5184705257415771,0.07494416832923889,0.8331877589225769,0.6094247102737427,0.28007054328918457,1.428276777267456,0.07198483496904373,0.2836253046989441,6.01565760237304,10.907745865799134,0.1935669481754303,-0.0008139763958752155,0.2385861873626709,0.050076864659786224
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270820,22.998336791992188,0.8754753470420837,0.5448161959648132,0.07505085319280624,0.8153326511383057,0.5991258025169373,0.25242894887924194,1.622542142868042,0.07080807536840439,0.25436148047447205,5.978756670944989,9.42091677767041,0.23942549526691437,0.05346638709306717,0.2433369755744934,0.06012400984764099
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -7.16e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,63.7,10271.3,22.181358337402344,0.4297665059566498,0.4559767246246338,0.1040797159075737,0.8630456924438477,0.40839117765426636,0.1886814832687378,1.067432165145874,0.07779144495725632,0.4038785398006439,20270821,22.314552307128906,0.784207820892334,0.49601611495018005,0.07965672761201859,0.8295156955718994,0.6220686435699463,0.26948249340057373,1.5517770051956177,0.07660762220621109,0.30403393507003784,6.45018116046907,10.350786784100269,0.22089438140392303,0.06629040837287903,0.23192867636680603,0.05961970239877701
