image,attack,n_seeds,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,pert_linf,pert_lpips,steps_done,seconds,peak_mb
man_00,PF,20,22.92547998428345,0.5307040244340897,0.08398918248713017,0.8369514077901841,0.6101947546005249,0.4297665059566498,0.40839117765426636,32,63.7,10271.3
man_00,S,20,41.48246879577637,0.9947397500276566,0.827796357870102,0.9943212687969207,0.017899448331445456,0.07495100796222687,0.003442212240770459,25,49.5,11630.1
man_01,PF,20,18.532692909240723,0.5476687699556351,0.1345193088054657,0.8250429123640061,0.47851060926914213,0.3832080662250519,0.24495990574359894,51,100.8,11633.8
man_01,S,20,29.186852264404298,0.9647152662277222,0.5883428961038589,0.9779931157827377,0.04735447037965059,0.15092390775680542,0.005641520023345947,27,53.3,11628.1
