image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
car_00,S,32,a wrecked car after an accident,30,10,10,1,118.0,rotate,0,0.0,,,10131.0,6.75,512.0,346.3333333333333,198.66666666666666,,,,1.7622812986373901,0.3494708836078644,1.4128104448318481,0.15052911639213562,42.94865036010742,0.074104905128479,42.94865036010742,0.074104905128479,0.9992613792419434,0.0015811999328434467,0.0559232234954834,0.1689731925725937,0.12837226688861847,0.1126415878534317,32
