image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39393,0.9614,22.037,0.38451,0.0801,0.47779,0.64254,13.74,0.21871,0.26115,1.0,0.0791,0.82449,0.8189,True,0.837,182.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4573,0.92918,21.505,0.29121,0.16326,0.57855,0.39211,9.392,0.17534,0.31698,1.0,0.08409,0.84156,0.83218,True,0.837,173.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51506,0.89965,16.7,0.25175,0.20251,0.77666,0.12757,7.234,0.11794,0.5087,0.98824,0.14622,0.70056,0.72682,True,0.837,173.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49059,0.97559,29.23,0.24247,0.08168,0.38602,0.63238,12.789,0.59277,0.30916,0.94765,0.03455,0.91212,0.8563,False,0.837,173.5
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41661,0.95715,23.661,0.39591,0.12704,0.54591,0.48618,10.249,0.36538,0.31957,1.0,0.06561,0.81774,0.80641,True,0.837,173.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52006,0.96153,25.934,0.38804,0.05705,0.80956,0.39808,10.886,0.19043,0.34206,0.97647,0.0505,0.58226,0.58874,True,0.837,173.5
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4918,0.85589,16.143,0.21674,0.15004,0.62389,0.23755,13.907,0.11794,0.36982,1.0,0.15589,0.8697,0.83686,True,0.837,173.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46903,0.9563,21.528,0.30732,0.08777,0.5311,0.56298,15.147,0.17308,0.31064,0.86667,0.08387,0.83312,0.79945,True,0.837,173.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51312,0.92162,21.861,0.30747,0.13397,0.6051,0.36342,15.3,0.2272,0.40168,0.85882,0.08071,0.87462,0.75994,True,0.837,173.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,6.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44957,0.94049,21.736,0.41015,0.09093,0.71683,0.27886,7.817,0.07089,0.39579,1.0,0.08188,0.72114,0.69074,True,0.837,173.5
