image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1026,0.97185,29.169,0.59666,0.0357,0.13648,0.89951,22.831,0.44064,0.06418,0.48966,0.0348,0.97669,0.97782,False,0.837,47.9
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17295,0.95779,29.699,0.54164,0.06633,0.20807,0.81589,23.211,0.37668,0.13224,0.41401,0.03274,0.99109,0.99023,False,0.837,38.5
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19306,0.92295,24.256,0.45505,0.08208,0.28053,0.67463,17.368,0.30416,0.20542,0.61734,0.06127,0.96955,0.95776,False,0.837,38.6
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15687,0.99122,41.878,0.7211,0.03641,0.18045,0.87588,21.417,0.68292,0.15545,0.19171,0.00805,0.96128,0.95695,False,0.837,38.6
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10766,0.96965,32.385,0.63911,0.07266,0.23472,0.80173,15.537,0.5085,0.14632,0.41783,0.02403,0.97938,0.94169,False,0.837,38.7
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17523,0.95234,31.721,0.60396,0.0289,0.28317,0.77042,20.904,0.3044,0.12304,0.3188,0.02594,0.95424,0.95462,False,0.837,38.7
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23902,0.90403,21.735,0.44538,0.06902,0.36152,0.58359,17.499,0.19278,0.16303,0.7446,0.08189,0.95787,0.92146,False,0.837,38.6
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16967,0.95952,27.44,0.51842,0.05988,0.19968,0.8533,22.052,0.3279,0.10038,0.54913,0.04246,0.95657,0.95521,False,0.837,38.7
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33234,0.93642,27.669,0.49522,0.05801,0.31531,0.65923,19.16,0.2976,0.19196,0.39988,0.04136,0.94957,0.91767,False,0.837,38.8
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23392,0.95723,29.166,0.61479,0.06339,0.40578,0.70253,17.197,0.2551,0.17811,0.66027,0.03481,0.89681,0.8476,False,0.837,38.8
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40743,0.88268,26.848,0.32217,0.09139,0.19107,0.79726,20.913,0.26699,0.20589,0.43702,0.04546,0.94549,0.93701,False,0.837,38.7
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25392,0.93353,26.183,0.4864,0.07106,0.31679,0.66814,17.241,0.25099,0.14974,0.57445,0.04907,0.93554,0.91144,False,0.837,38.7
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19817,0.94877,29.053,0.53169,0.04166,0.22604,0.77784,22.055,0.36856,0.11066,0.59795,0.03527,0.95598,0.93189,False,0.837,38.7
