image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,phase,native,identity,0.14083,0.00537,0.14083,0.00537,1.0,0.97813,False,0.8,True,412.0
task_attr_mod_color_11699,phase,native,blur1,0.20267,0.00365,0.14083,0.00537,1.43909,0.95435,False,0.8,True,412.0
task_attr_mod_color_11699,phase,native,jpeg75,0.18098,0.00247,0.14083,0.00537,1.28511,0.98397,False,0.8,True,412.0
task_attr_mod_color_11699,phase,native,crop_resize0.1,0.52331,0.00411,0.14083,0.00537,3.71589,0.95532,False,0.8,True,412.0
task_attr_mod_color_11699,phase,native,jpeg_then_resize75,0.21174,0.00155,0.14083,0.00537,1.50355,0.96916,False,0.8,True,412.0
task_attr_mod_color_11699,phase,native,adverse_cleaner,0.2129,0.00478,0.14083,0.00537,1.51174,0.97748,False,0.8,True,412.0
task_attr_mod_color_136767,phase,native,identity,0.19484,0.01303,0.19484,0.01303,1.0,0.98806,False,0.8,True,402.1
task_attr_mod_color_136767,phase,native,blur1,0.20938,0.01698,0.19484,0.01303,1.07458,0.96342,False,0.8,True,402.1
task_attr_mod_color_136767,phase,native,jpeg75,0.17714,0.00882,0.19484,0.01303,0.90913,0.98562,False,0.8,True,402.1
task_attr_mod_color_136767,phase,native,crop_resize0.1,0.51566,0.00135,0.19484,0.01303,2.64653,0.9775,False,0.8,True,402.1
task_attr_mod_color_136767,phase,native,jpeg_then_resize75,0.20306,0.01106,0.19484,0.01303,1.04216,0.97557,False,0.8,True,402.1
task_attr_mod_color_136767,phase,native,adverse_cleaner,0.21623,0.01837,0.19484,0.01303,1.10978,0.98036,False,0.8,True,402.1
task_attr_mod_color_184837,phase,native,identity,0.2653,0.01489,0.2653,0.01489,1.0,0.95426,False,0.8,True,402.3
task_attr_mod_color_184837,phase,native,blur1,0.25664,0.01638,0.2653,0.01489,0.96736,0.96362,False,0.8,True,402.3
task_attr_mod_color_184837,phase,native,jpeg75,0.23243,0.03088,0.2653,0.01489,0.87611,0.96954,False,0.8,True,402.3
task_attr_mod_color_184837,phase,native,crop_resize0.1,0.65055,0.01621,0.2653,0.01489,2.45214,0.93295,False,0.8,True,402.3
task_attr_mod_color_184837,phase,native,jpeg_then_resize75,0.2286,0.00688,0.2653,0.01489,0.86168,0.97754,False,0.8,True,402.3
task_attr_mod_color_184837,phase,native,adverse_cleaner,0.29432,0.02326,0.2653,0.01489,1.10941,0.95689,False,0.8,True,402.3
task_attr_mod_color_32648,phase,native,identity,0.16468,0.02268,0.16468,0.02268,1.0,0.95225,False,0.8,True,401.0
task_attr_mod_color_32648,phase,native,blur1,0.17046,0.03081,0.16468,0.02268,1.03514,0.9736,False,0.8,True,401.0
task_attr_mod_color_32648,phase,native,jpeg75,0.14335,0.02917,0.16468,0.02268,0.87047,0.96807,False,0.8,True,401.0
task_attr_mod_color_32648,phase,native,crop_resize0.1,0.35544,0.02059,0.16468,0.02268,2.15842,0.97069,False,0.8,True,401.0
task_attr_mod_color_32648,phase,native,jpeg_then_resize75,0.17586,0.01902,0.16468,0.02268,1.06789,0.97372,False,0.8,True,401.0
task_attr_mod_color_32648,phase,native,adverse_cleaner,0.26298,0.01305,0.16468,0.02268,1.59697,0.95452,False,0.8,True,401.0
task_attr_mod_color_6205,phase,native,identity,0.17914,0.05817,0.17914,0.05817,1.0,0.94531,False,0.8,True,402.1
task_attr_mod_color_6205,phase,native,blur1,0.23523,0.06935,0.17914,0.05817,1.31309,0.94082,False,0.8,True,402.1
