image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.53864,0.92748,25.478,0.29661,0.09957,0.53175,0.58034,11.722,0.22396,0.29478,0.37719,0.05322,0.79394,0.80039,True,0.837,392.6
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.50058,0.88902,26.104,0.31823,0.09121,0.63515,0.27258,7.401,0.02703,0.40978,0.42038,0.04952,0.76574,0.85722,False,0.837,377.3
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.45303,0.95809,24.778,0.39178,0.05926,0.60749,0.46533,14.185,0.25698,0.3349,0.35896,0.05769,0.85101,0.87875,False,0.837,377.2
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.59055,0.85218,28.166,0.10889,0.18085,0.66458,0.38792,10.462,0.07396,0.4007,0.3178,0.03905,0.76398,0.71168,True,0.837,379.4
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.58226,0.91969,26.245,0.28682,0.11367,0.75076,0.19938,6.554,0.42353,0.68446,0.43625,0.04872,0.56379,0.45891,True,0.837,377.2
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.61807,0.93349,26.316,0.31462,0.06858,0.85812,0.33611,10.342,0.19674,0.35564,0.37291,0.04833,0.57047,0.58524,True,0.837,376.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.57908,0.93455,25.683,0.30049,0.10655,0.71912,0.24654,8.081,0.05632,0.38374,0.41,0.05198,0.72901,0.70539,True,0.837,376.9
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.48468,0.82934,24.488,0.25527,0.09185,0.70128,0.42392,12.049,0.0103,0.42659,0.40457,0.05965,0.82541,0.86227,False,0.837,377.3
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.46534,0.94282,25.31,0.36556,0.05338,0.65161,0.29564,10.063,0.07537,0.27701,0.32549,0.05426,0.66678,0.56033,True,0.837,377.3
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.22,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.51916,0.90056,25.675,0.29715,0.06615,0.76333,0.23426,9.362,0.06538,0.53011,0.40836,0.05203,0.41538,0.49262,True,0.837,377.2
