image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_env_weather_112463,disp_k1_opt,native,identity,0.20659,,0.20659,,1.0,0.96931,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,blur1,0.2478,,0.20659,,1.19948,0.95168,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,jpeg90,0.21855,,0.20659,,1.0579,0.96166,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,jpeg75,0.21703,,0.20659,,1.05052,0.94872,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,jpeg50,0.27625,,0.20659,,1.3372,0.94378,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,jpeg30,0.31397,,0.20659,,1.51975,0.93331,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,blur2,0.32222,,0.20659,,1.55972,0.93738,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,crop_resize0.1,0.54075,,0.20659,,2.6175,0.91515,False,0.8,False,438.7
task_env_weather_112463,disp_k1_opt,native,crop_resize0.15,0.5953,,0.20659,,2.88156,0.92372,False,0.8,False,438.7
task_obj_remove_380621,disp_k1_opt,native,identity,0.11551,,0.11551,,1.0,0.99144,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,blur1,0.22334,,0.11551,,1.9335,0.96577,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,jpeg90,0.13763,,0.11551,,1.19149,0.99282,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,jpeg75,0.16645,,0.11551,,1.44101,0.98881,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,jpeg50,0.20889,,0.11551,,1.80841,0.97995,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,jpeg30,0.28168,,0.11551,,2.43854,0.95323,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,blur2,0.36915,,0.11551,,3.19579,0.86629,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,crop_resize0.1,0.51753,,0.11551,,4.48038,0.96263,False,0.8,False,429.0
task_obj_remove_380621,disp_k1_opt,native,crop_resize0.15,0.55647,,0.11551,,4.8175,0.94173,False,0.8,False,429.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,identity,0.16008,,0.16008,,1.0,0.92916,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,blur1,0.17742,,0.16008,,1.10831,0.93089,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,jpeg90,0.05525,,0.16008,,0.34514,0.9709,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,jpeg75,0.04932,,0.16008,,0.30808,0.96659,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,jpeg50,0.12681,,0.16008,,0.79219,0.94151,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,jpeg30,0.13911,,0.16008,,0.86903,0.93573,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,blur2,0.24782,,0.16008,,1.54811,0.88611,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,crop_resize0.1,0.27659,,0.16008,,1.72784,0.92264,False,0.8,False,428.0
task_obj_swap_joint_mask_276754,disp_k1_opt,native,crop_resize0.15,0.51512,,0.16008,,3.21792,0.92913,False,0.8,False,428.0
task_obj_swap_joint_mask_533428,disp_k1_opt,native,identity,0.2571,,0.2571,,1.0,0.91193,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,blur1,0.29705,,0.2571,,1.1554,0.94777,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,jpeg90,0.27117,,0.2571,,1.05474,0.91121,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,jpeg75,0.29797,,0.2571,,1.15896,0.85497,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,jpeg50,0.39295,,0.2571,,1.52841,0.9218,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,jpeg30,0.43485,,0.2571,,1.69138,0.8998,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,blur2,0.3796,,0.2571,,1.4765,0.94271,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,crop_resize0.1,0.54037,,0.2571,,2.10183,0.88266,False,0.8,False,429.1
task_obj_swap_joint_mask_533428,disp_k1_opt,native,crop_resize0.15,0.56404,,0.2571,,2.19389,0.90678,False,0.8,False,429.1
task_obj_swap_rand_mask_417469,disp_k1_opt,native,identity,0.07539,,0.07539,,1.0,0.97814,False,0.8,False,428.9
task_obj_swap_rand_mask_417469,disp_k1_opt,native,blur1,0.16474,,0.07539,,2.18519,0.95509,False,0.8,False,428.9
task_obj_swap_rand_mask_417469,disp_k1_opt,native,jpeg90,0.09305,,0.07539,,1.23429,0.97712,False,0.8,False,428.9
task_obj_swap_rand_mask_417469,disp_k1_opt,native,jpeg75,0.11678,,0.07539,,1.54893,0.97527,False,0.8,False,428.9
task_obj_swap_rand_mask_417469,disp_k1_opt,native,jpeg50,0.16261,,0.07539,,2.15692,0.9661,False,0.8,False,428.9
