image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.3,False,100,7.5,1.5,20260812,False,0.17395,0.95751,29.674,0.53944,0.06555,0.20561,0.8135,23.34,0.37312,0.12839,0.40123,0.03283,124.0
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.3,False,100,7.5,1.5,20260812,False,0.15865,0.9909,41.74,0.7158,0.03338,0.18124,0.87505,21.45,0.66902,0.15311,0.21372,0.00818,124.8
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.3,False,100,7.5,1.5,20260812,False,0.17587,0.95074,31.632,0.60095,0.02851,0.27843,0.77284,21.203,0.30287,0.12048,0.29069,0.02621,125.1
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.3,False,100,7.5,1.5,20260812,False,0.2082,0.93933,32.035,0.58113,0.03228,0.59292,0.68631,14.303,0.33392,0.34573,0.25389,0.02502,124.9
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.3,False,100,7.5,1.5,20260812,False,0.17469,0.957,27.139,0.51231,0.05531,0.20669,0.84761,21.92,0.32349,0.09436,0.63327,0.04396,125.1
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.3,False,100,7.5,1.5,20260812,False,0.11575,0.9728,31.214,0.63703,0.04679,0.21376,0.84397,17.789,0.46816,0.13674,0.39998,0.0275,125.2
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.3,False,100,7.5,1.5,20260812,False,0.12209,0.97552,36.521,0.72915,0.0351,0.13974,0.90492,28.555,0.6185,0.08877,0.34006,0.01493,124.7
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.3,False,100,7.5,1.5,20260812,False,0.26979,0.93372,25.959,0.54543,0.0528,0.42314,0.44394,13.69,0.07882,0.24381,0.59441,0.05036,125.1
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.3,False,100,7.5,1.5,20260812,False,0.23796,0.95574,29.018,0.61131,0.06724,0.40943,0.69331,17.009,0.25146,0.18691,0.6833,0.03541,125.2
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.3,False,100,7.5,1.5,20260812,False,0.10232,0.98379,38.304,0.79904,0.03599,0.26226,0.82266,20.759,0.69372,0.16878,0.1952,0.01216,125.3
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.3,False,100,7.5,1.5,20260812,False,0.25947,0.9296,25.957,0.47919,0.07423,0.31232,0.68275,17.386,0.252,0.14429,0.61133,0.05037,125.0
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.3,False,100,7.5,1.5,20260812,False,0.34158,0.90287,26.868,0.42327,0.09696,0.54281,0.5009,17.201,0.21121,0.26031,0.56333,0.04535,124.7
