image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.67,512.0,316.0,165.0,,,,0.31943121552467346,0.30558523535728455,0.013845971785485744,0.19441476464271545,29.60719871520996,0.744650661945343,29.60719871520996,0.744650661945343,0.9833911657333374,0.013845971785485744,0.2644367218017578,1.8165212869644165,0.8781483173370361,0.6960972547531128,32
car_01,S,32,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11507.9,0.76,512.0,298.3333333333333,154.0,,,,0.34711503982543945,0.3302791118621826,0.01683593913912773,0.16972088813781738,30.34857749938965,0.6611155867576599,30.34857749938965,0.6611155867576599,0.984839677810669,0.01683593913912773,0.2587302327156067,1.9205771684646606,0.8140283226966858,0.6552244424819946,32
dog_00,S,32,a cat sitting on the grass,25,10,10,1,97.6,rotate,0,0.0,,,11507.9,1.53,512.0,301.0,127.0,,,,0.4649313986301422,0.44997382164001465,0.01495758444070816,0.05002618581056595,39.81754684448242,0.32764914631843567,39.81754684448242,0.32764914631843567,0.9946200251579285,0.01495758444070816,0.21676254272460938,1.670906901359558,0.6316538453102112,0.5940486192703247,32
dog_01,S,32,a cat sitting on the grass,25,10,10,1,97.5,rotate,0,0.0,,,11507.9,1.77,512.0,289.0,146.33333333333334,,,,0.3134634792804718,0.29847288131713867,0.014990599825978279,0.20152713358402252,36.48340606689453,0.2830294370651245,36.48340606689453,0.2830294370651245,0.9896582961082458,0.014990599825978279,0.28642046451568604,1.9772473573684692,0.905282199382782,0.7489248514175415,32
person_00,S,32,an elderly person with gray hair,25,10,10,1,97.7,rotate,0,0.0,,,11507.9,1.2,512.0,271.0,109.0,,,,0.37814268469810486,0.36414995789527893,0.013992717489600182,0.13585004210472107,38.05038070678711,0.4179951250553131,38.05038070678711,0.4179951250553131,0.9926538467407227,0.013992717489600182,0.3384017050266266,2.0601727962493896,1.163932204246521,0.879178524017334,32
person_01,S,32,an elderly person with gray hair,25,10,10,1,97.6,rotate,0,0.0,,,11507.9,1.16,512.0,293.0,145.66666666666666,,,,0.31274881958961487,0.2989561855792999,0.01379262562841177,0.20104381442070007,37.432071685791016,0.42922165989875793,37.432071685791016,0.42922165989875793,0.9928185939788818,0.01379262562841177,0.3194786608219147,2.373835325241089,1.0471289157867432,0.8110169768333435,32
