image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,phase_gain,native,identity,0.45952,0.00396,0.45952,0.00396,1.0,0.84615,False,0.8,True,587.9
task_attr_mod_color_11699,phase_gain,native,gridpure,0.35283,0.00043,0.45952,0.00396,0.76782,0.91189,False,0.8,True,587.9
task_env_weather_112463,phase_gain,native,identity,0.71845,0.11417,0.71845,0.11417,1.0,0.55642,True,0.8,True,570.4
task_env_weather_112463,phase_gain,native,gridpure,0.4395,0.05204,0.71845,0.11417,0.61173,0.88393,False,0.8,True,570.4
task_obj_swap_joint_mask_276754,phase_gain,native,identity,0.37075,0.17973,0.37075,0.17973,1.0,0.92573,False,0.8,False,569.3
task_obj_swap_joint_mask_276754,phase_gain,native,gridpure,0.34455,0.12067,0.37075,0.17973,0.92935,0.88815,False,0.8,False,569.3
