image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,coarsen,warp_grid,update,step_size,saturate_at,warp_init_std,dct_mode,dct_qd,dct_pairing,dct_gate,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,stage2_steps,stage2_ops,stage2_order,stage2_step_scale,stage2_trust,stage2_check_every,stage2_ramp,delta_within_1,delta_nonzero,zero_coef_frac,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_unified,instruct-pix2pix,turn the color of potted plant to pink,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.8483,0.31378,0.83581,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5424,0.82251,15.701,0.14777,0.17852,0.57356,0.47895,10.316,0.12982,0.29969,1.0,0.16404,0.78412,0.75581,True,0.837,388.5
task_attr_mod_color_136767,dct_unified,instruct-pix2pix,turn the color of astronaut to pink,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.82051,0.34889,0.83135,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5462,0.73812,15.07,0.12923,0.28363,0.62657,0.25531,6.981,0.02062,0.38934,1.0,0.17639,0.80467,0.85298,False,0.837,380.7
task_attr_mod_color_184837,dct_unified,instruct-pix2pix,turn the color of frame to pink,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.69347,0.52598,0.73483,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65675,0.69762,12.314,0.11448,0.25963,0.78454,0.1378,6.342,0.03256,0.66936,1.0,0.24226,0.69526,0.63048,True,0.837,383.2
task_attr_mod_color_32648,dct_unified,instruct-pix2pix,turn the color of potion bottle to orange,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.95661,0.14468,0.94156,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.462,0.87202,22.017,0.08425,0.21732,0.37108,0.72145,17.367,0.253,0.25092,1.0,0.07928,0.89793,0.88225,False,0.837,377.7
task_attr_mod_color_6205,dct_unified,instruct-pix2pix,turn the color of toolbox to red,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.86683,0.30717,0.872,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55115,0.76051,17.041,0.16668,0.22339,0.71092,0.21427,7.034,0.3738,0.50408,1.0,0.14058,0.63631,0.60652,True,0.837,378.3
task_env_weather_112463,dct_unified,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.78277,0.46074,0.85591,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.74435,0.70175,15.48,0.12654,0.19863,0.80616,0.29769,10.631,0.10614,0.35869,1.0,0.16828,0.55083,0.57766,True,0.837,378.5
task_obj_remove_380621,dct_unified,instruct-pix2pix,Remove iceberg,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.8058,0.40974,0.80157,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66476,0.72459,15.713,0.1307,0.22229,0.75267,0.24047,7.658,0.04606,0.40981,1.0,0.16381,0.72731,0.69572,True,0.837,378.9
task_obj_swap_joint_mask_276754,dct_unified,instruct-pix2pix,Replace the satellite dish with rocket,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.67139,0.50287,0.69052,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52958,0.52306,13.779,0.0495,0.29699,0.6562,0.52667,12.871,0.01323,0.40064,1.0,0.20467,0.87241,0.89281,False,0.837,378.8
task_obj_swap_joint_mask_533428,dct_unified,instruct-pix2pix,Replace the samurai armor with red jacket,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.6816,0.57455,0.74767,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68433,0.58616,12.806,0.09017,0.29557,0.64337,0.23138,9.067,0.05181,0.29084,1.0,0.22893,0.64992,0.60734,True,0.837,380.5
task_obj_swap_rand_mask_417469,dct_unified,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0.77605,0.45723,0.80663,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65917,0.59876,14.898,0.0943,0.24981,0.75077,0.20705,8.78,0.04666,0.45276,1.0,0.17993,0.38275,0.48356,True,0.837,382.2
