step,t,layer,side,content_mass_mean,content_mass_max,entropy
0,400,0,64,0.0037696247454732656,0.0970601737499237,0.5627140998840332
0,400,1,64,0.02495403215289116,0.12016849219799042,1.0997540950775146
0,400,2,32,0.004606691654771566,0.04979903995990753,0.49929001927375793
0,400,3,32,0.009360643103718758,0.06371864676475525,0.4358964264392853
0,400,4,16,0.012996040284633636,0.11423103511333466,0.6273878216743469
0,400,5,16,0.04664900526404381,0.20579707622528076,0.6291472911834717
0,400,6,8,0.03209809213876724,0.12268006801605225,1.03179931640625
0,400,7,16,0.028284020721912384,0.18781955540180206,0.3021122217178345
0,400,8,16,0.06244567036628723,0.3287946581840515,0.2835575044155121
0,400,9,16,0.03568338602781296,0.2859092652797699,0.24014762043952942
0,400,10,32,0.00047811990953050554,0.05697300285100937,0.014141414314508438
0,400,11,32,0.00238791317678988,0.0691821500658989,0.22919310629367828
0,400,12,32,0.007609133142977953,0.08575670421123505,0.1548663228750229
0,400,13,64,0.06447413563728333,0.25753939151763916,1.5862386226654053
0,400,14,64,0.012258689850568771,0.1490475833415985,0.5310236215591431
0,400,15,64,0.011611757799983025,0.11986517906188965,0.6257668137550354
5,360,0,64,0.003735502017661929,0.09717173874378204,0.5388919711112976
5,360,1,64,0.0256732776761055,0.11788654327392578,1.0721161365509033
5,360,2,32,0.004675888456404209,0.049393076449632645,0.4514671564102173
5,360,3,32,0.00886218249797821,0.07558676600456238,0.42935696244239807
5,360,4,16,0.012858757749199867,0.11307964473962784,0.5970865488052368
5,360,5,16,0.04337170720100403,0.19117005169391632,0.6089329123497009
5,360,6,8,0.031503308564424515,0.1239769384264946,0.9751250147819519
5,360,7,16,0.02847088687121868,0.1923937201499939,0.2851301431655884
5,360,8,16,0.060540858656167984,0.3236609995365143,0.2703070342540741
5,360,9,16,0.03538816049695015,0.30336862802505493,0.23216941952705383
5,360,10,32,0.0004754534747917205,0.05515314266085625,0.013926524668931961
5,360,11,32,0.002471751533448696,0.06226665899157524,0.22953122854232788
5,360,12,32,0.008243655785918236,0.08972985297441483,0.14785239100456238
5,360,13,64,0.0660184770822525,0.23981811106204987,1.5840191841125488
5,360,14,64,0.012062037363648415,0.14087699353694916,0.5298680067062378
5,360,15,64,0.011015200056135654,0.1208413615822792,0.6185753345489502
10,320,0,64,0.003803001018241048,0.09697303175926208,0.5189579725265503
10,320,1,64,0.026321442797780037,0.1379384994506836,1.0419654846191406
10,320,2,32,0.005450699012726545,0.058758001774549484,0.41822946071624756
10,320,3,32,0.008183122612535954,0.08664493262767792,0.41312408447265625
10,320,4,16,0.013974176719784737,0.10658001154661179,0.5756130814552307
10,320,5,16,0.04087593033909798,0.2268543690443039,0.5906899571418762
10,320,6,8,0.03065108135342598,0.12108831852674484,0.944956362247467
10,320,7,16,0.02858859673142433,0.1962648630142212,0.271767795085907
10,320,8,16,0.05951353907585144,0.3323405981063843,0.2589559555053711
10,320,9,16,0.03678485378623009,0.32430529594421387,0.22773176431655884
10,320,10,32,0.000461629475466907,0.05844905227422714,0.013732613995671272
10,320,11,32,0.002547540469095111,0.06828218698501587,0.22943346202373505
10,320,12,32,0.009569793939590454,0.1151743084192276,0.14533427357673645
10,320,13,64,0.06885747611522675,0.25404706597328186,1.5838634967803955
10,320,14,64,0.011375965550541878,0.15960532426834106,0.5277066230773926
10,320,15,64,0.010394565761089325,0.11732575297355652,0.607298731803894
15,280,0,64,0.003928330726921558,0.09676243364810944,0.5023688077926636
15,280,1,64,0.026706526055932045,0.15884828567504883,1.001849889755249
15,280,2,32,0.006845557596534491,0.08318528532981873,0.39438432455062866
15,280,3,32,0.007525093853473663,0.0859203040599823,0.3936111330986023
15,280,4,16,0.015876108780503273,0.09926636517047882,0.553220808506012
15,280,5,16,0.04098960757255554,0.22822730243206024,0.5810688138008118
15,280,6,8,0.030328750610351562,0.11944218724966049,0.9198253750801086
15,280,7,16,0.028572257608175278,0.20092499256134033,0.2605792284011841
15,280,8,16,0.06170494854450226,0.34180986881256104,0.25288039445877075
15,280,9,16,0.0377783440053463,0.3501249849796295,0.22374941408634186
15,280,10,32,0.00043910820386372507,0.053930919617414474,0.013504382222890854
15,280,11,32,0.002637568861246109,0.07020632177591324,0.22858014702796936
15,280,12,32,0.010452287271618843,0.12070278078317642,0.14204087853431702
15,280,13,64,0.07185595482587814,0.2639656662940979,1.5786288976669312
15,280,14,64,0.010487573221325874,0.14799250662326813,0.5224927067756653
15,280,15,64,0.009831700474023819,0.13371986150741577,0.5883857011795044
20,240,0,64,0.004119682591408491,0.09559597074985504,0.48724108934402466
