image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,identity,0.0,train,0.0,16.54888343811035,0.8775388598442078,0.5287696123123169,0.4735049605369568,0.18484658002853394,1.2733577489852905,3.1039884727288407,4.675055048434647,0.28690671920776367,0.12018895149230957,0.30028706789016724,0.1277039349079132,29.937467575073242,0.3732573986053467,0.9418768882751465,0.0855766087770462,0.04896807670593262,1.0147844552993774,0.0,80.0,0.4735049605369568
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,0.0,heldout,0.0,18.813459396362305,0.9647046327590942,0.6911699771881104,0.2960088849067688,0.1328749656677246,1.4660042524337769,2.9597488989986447,3.7523519079793,0.2740730941295624,0.10918392986059189,0.30125564336776733,0.11532790958881378,29.937467575073242,0.3732573986053467,0.9418768882751465,0.0855766087770462,0.04896807670593262,1.0147844552993774,0.0,80.0,0.2960088849067688
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,0.5,heldout,0.0,20.369470596313477,0.8637433648109436,0.7389809489250183,0.2633068561553955,0.12085628509521484,1.018471360206604,2.9597488989986447,2.562939268382961,0.2740730941295624,0.10918392986059189,0.30082011222839355,0.11007153242826462,29.021087646484375,0.3011178970336914,0.9455730319023132,0.09219351410865784,0.04776209592819214,0.7189890146255493,0.1559751331806183,23.957616806030273,0.10733172297477722
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,1.0,heldout,0.0,20.596988677978516,0.808099627494812,0.7200706005096436,0.35781726241111755,0.1409308910369873,0.44253575801849365,2.9597488989986447,4.268582831566884,0.2740730941295624,0.10918392986059189,0.26209211349487305,0.09656386077404022,23.04895782470703,0.6128871440887451,0.8908847570419312,0.23579537868499756,0.10108530521392822,0.316493958234787,0.3826002776622772,20.243755340576172,-0.024783015251159668
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,1.5,heldout,0.0,19.540813446044922,0.8042100667953491,0.6539465188980103,0.47269874811172485,0.20805394649505615,0.24252179265022278,2.9597488989986447,6.289456182231608,0.2740730941295624,0.10918392986059189,0.251057893037796,0.09691302478313446,21.21475601196289,0.7416079044342041,0.8072541952133179,0.3470172584056854,0.16881072521209717,0.17409662902355194,0.4721423387527466,19.563390731811523,0.0005564093589782715
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,2.0,heldout,0.0,19.039113998413086,0.8200609087944031,0.5960471034049988,0.5397666692733765,0.23381900787353516,0.1528244912624359,2.9597488989986447,7.329233098421354,0.2740730941295624,0.10918392986059189,0.23239293694496155,0.09673632681369781,20.248411178588867,0.8029534816741943,0.7277242541313171,0.4259262979030609,0.20910775661468506,0.11076198518276215,0.546857476234436,19.012725830078125,-0.00709080696105957
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,blur,3.0,heldout,0.0,18.457441329956055,0.8184823393821716,0.5260241031646729,0.606776237487793,0.28690528869628906,0.08725500851869583,2.9597488989986447,8.71110255866651,0.2740730941295624,0.10918392986059189,0.22564253211021423,0.07298846542835236,19.116422653198242,0.845573902130127,0.6001842021942139,0.5322633981704712,0.26066648960113525,0.057604145258665085,0.6058343052864075,18.448942184448242,0.000941932201385498
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,95,heldout,0.0,19.537757873535156,0.9489476680755615,0.7397317886352539,0.26136231422424316,0.11862146854400635,1.3561828136444092,2.9597488989986447,3.4437045116230176,0.2740730941295624,0.10918392986059189,0.2996324896812439,0.11750538647174835,31.237262725830078,0.3019607961177826,0.953252911567688,0.09154675900936127,0.05071014165878296,1.0120655298233032,0.09518025070428848,25.43186378479004,0.16618206351995468
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,85,heldout,0.0,19.450700759887695,0.967711329460144,0.7405721545219421,0.26064354181289673,0.12162959575653076,1.3620582818984985,2.9597488989986447,3.2794544389301374,0.2740730941295624,0.10918392986059189,0.30089548230171204,0.12561659514904022,29.866769790649414,0.3372548818588257,0.9519027471542358,0.10887464135885239,0.05426013469696045,1.0140612125396729,0.1457488238811493,23.63114356994629,0.11489471793174744
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,75,heldout,0.0,19.621440887451172,0.8857234716415405,0.7366318702697754,0.26604267954826355,0.13379383087158203,1.2011165618896484,2.9597488989986447,2.902678018752568,0.2740730941295624,0.10918392986059189,0.2984914779663086,0.12280632555484772,28.506454467773438,0.5058823823928833,0.9464237093925476,0.13301359117031097,0.060156941413879395,1.0125560760498047,0.19844907522201538,21.79256820678711,0.06759360432624817
