image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,60,heldout,0.0,19.530391693115234,0.881840169429779,0.7319939136505127,0.26789677143096924,0.12476229667663574,1.2541745901107788,2.9597488989986447,2.6581215392649673,0.2740730941295624,0.10918392986059189,0.3034694194793701,0.1304461658000946,27.15807342529297,0.5137255191802979,0.9386663436889648,0.16668453812599182,0.06691861152648926,1.0118865966796875,0.22681918740272522,21.12757682800293,0.04107758402824402
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,45,heldout,0.0,19.919574737548828,0.9115487337112427,0.7394013404846191,0.26128053665161133,0.1262204647064209,1.2531031370162964,2.9597488989986447,2.4187365083264685,0.2740730941295624,0.10918392986059189,0.312460720539093,0.12950144708156586,26.24507713317871,0.5568627715110779,0.9324259757995605,0.19338878989219666,0.07060611248016357,1.003659963607788,0.2273692935705185,21.304996490478516,0.033911243081092834
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,jpeg,30,heldout,0.0,19.350183486938477,0.8964886665344238,0.7043058276176453,0.29427218437194824,0.14133620262145996,1.0981018543243408,2.9597488989986447,2.17081210889743,0.2740730941295624,0.10918392986059189,0.2967981696128845,0.1242627501487732,25.179176330566406,0.6000000238418579,0.921465277671814,0.23248255252838135,0.07531946897506714,0.987693727016449,0.24856361746788025,21.206378936767578,0.04570856690406799
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,noise,0.0,heldout,0.0,18.813459396362305,0.9647046327590942,0.6911699771881104,0.2960088849067688,0.1328749656677246,1.4660042524337769,2.9597488989986447,3.7523519079793,0.2740730941295624,0.10918392986059189,0.30125564336776733,0.11532790958881378,29.937467575073242,0.3732573986053467,0.9418768882751465,0.0855766087770462,0.04896807670593262,1.0147844552993774,0.0,80.0,0.2960088849067688
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,noise,0.01,heldout,0.0,18.863069534301758,0.9472679495811462,0.7030183672904968,0.294690877199173,0.13195574283599854,1.4511574506759644,2.9597488989986447,3.78725179182257,0.2740730941295624,0.10918392986059189,0.30365628004074097,0.1197657510638237,29.561120986938477,0.39246705174446106,0.9385952949523926,0.09177626669406891,0.05025535821914673,1.0154900550842285,0.17086747288703918,23.086055755615234,0.12382340431213379
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,noise,0.02,heldout,0.0,18.500743865966797,0.9729605913162231,0.7037055492401123,0.29479271173477173,0.13306379318237305,1.6142634153366089,2.9597488989986447,4.23898835043801,0.2740730941295624,0.10918392986059189,0.3022279143333435,0.12189339101314545,28.57329559326172,0.41167670488357544,0.9296426177024841,0.11148613691329956,0.05793607234954834,1.019803762435913,0.214067280292511,21.740943908691406,0.08072543144226074
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,noise,0.04,heldout,0.0,17.58749771118164,0.9956423044204712,0.6672439575195312,0.3255544900894165,0.13937431573867798,1.8399850130081177,2.9597488989986447,5.015120053566568,0.2740730941295624,0.10918392986059189,0.30130162835121155,0.12528018653392792,26.00982666015625,0.4500960111618042,0.8987836241722107,0.17473433911800385,0.08645915985107422,1.0383799076080322,0.27834945917129517,19.666662216186523,0.04720503091812134
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,noise,0.08,heldout,0.0,16.178762435913086,0.9984045624732971,0.583215594291687,0.4111485183238983,0.16999340057373047,2.217646837234497,2.9597488989986447,6.910532839080242,0.2740730941295624,0.10918392986059189,0.3016447424888611,0.11757326126098633,21.684547424316406,0.5269346237182617,0.8133087158203125,0.3041059374809265,0.13966244459152222,1.1105955839157104,0.3988395631313324,16.92901039123535,0.012308955192565918
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,quantize,256,heldout,0.0,18.844778060913086,0.9647046327590942,0.6921483874320984,0.29594171047210693,0.13192862272262573,1.452567219734192,2.9597488989986447,3.741027035555625,0.2740730941295624,0.10918392986059189,0.30143964290618896,0.11429601162672043,29.932554244995117,0.37254905700683594,0.9418432116508484,0.08562970161437988,0.04895836114883423,1.014803409576416,0.0,80.0,0.29594171047210693
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,quantize,64,heldout,0.0,18.85489845275879,0.9323850870132446,0.6920499205589294,0.2943999171257019,0.1306774616241455,1.4617098569869995,2.9597488989986447,3.7267246938369114,0.2740730941295624,0.10918392986059189,0.3023912012577057,0.11810575425624847,29.850082397460938,0.3777778148651123,0.9412368535995483,0.08694680035114288,0.048238396644592285,1.0154109001159668,0.02181217446923256,33.062408447265625,0.27258774265646935
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,quantize,32,heldout,0.0,19.13079833984375,0.9919345378875732,0.7201412916183472,0.27852898836135864,0.12279105186462402,1.4664630889892578,2.9597488989986447,3.6117491966961977,0.2740730941295624,0.10918392986059189,0.29924672842025757,0.11734847724437714,29.58281707763672,0.38494622707366943,0.9393011927604675,0.09154923260211945,0.05236119031906128,1.0172373056411743,0.08096163719892502,26.835269927978516,0.19756735116243362
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,quantize,16,heldout,0.0,18.969072341918945,0.9783930778503418,0.7235441207885742,0.284490704536438,0.1296318769454956,1.495445728302002,2.9597488989986447,3.8673997090971746,0.2740730941295624,0.10918392986059189,0.2995060682296753,0.12048591673374176,28.592853546142578,0.40000003576278687,0.9310169219970703,0.10986265540122986,0.058555006980895996,1.025311827659607,0.14695027470588684,23.855649948120117,0.13754042983055115
car_00,P,16,a wrecked car after an accident,150,69,約束已啟動且 edit_shift 在最近 20 步的每步改善 +3.05e-05 低於 1.0e-04,10,10,1,163.1,rotate,0,0.0,,,10311.8,1.34,438.6666666666667,46.0,14.0,16.0,16.0,0.03148142620921135,0.5549790859222412,0.5549790859222412,0.0,0.4450208842754364,29.937511444091797,0.3732573986053467,29.937511444091797,0.3732573986053467,0.9418768882751465,0.0855766087770462,quantize,8,heldout,0.0,18.851720809936523,0.9392064809799194,0.7057125568389893,0.30361300706863403,0.13662183284759521,1.4588764905929565,2.9597488989986447,3.7646720381485896,0.2740730941295624,0.10918392986059189,0.30004042387008667,0.12762200832366943,25.596145629882812,0.3619047999382019,0.8945314288139343,0.17158079147338867,0.08529353141784668,1.063560962677002,0.2291332483291626,20.86013412475586,0.07447975873947144
