image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,low_freq_frac,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,identity,0.0,train,0.0,25.76364517211914,0.80255126953125,0.9382135272026062,0.07672514766454697,0.04581892490386963,4.215788341561983,4.1301059829722595,0.2232273519039154,0.05863351374864578,0.22548061609268188,0.05463031679391861,33.36547088623047,0.4046860337257385,0.9894172549247742,0.013481922447681427,0.011333346366882324,0.0,80.0,0.07672514766454697
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,0.0,heldout,0.0,28.45025062561035,0.7205954790115356,0.9605088233947754,0.050826653838157654,0.040975332260131836,3.607388867230174,3.706347439112165,0.21795710921287537,0.04843774065375328,0.21428358554840088,0.04243750870227814,33.36547088623047,0.4046860337257385,0.9894172549247742,0.013481922447681427,0.011333346366882324,0.0,80.0,0.050826653838157654
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,0.5,heldout,0.0,27.23831558227539,0.6825185418128967,0.9367151260375977,0.08434618264436722,0.05446523427963257,3.607388867230174,2.9144350661879965,0.21795710921287537,0.04843774065375328,0.21492362022399902,0.024497676640748978,29.55535125732422,0.38251811265945435,0.9811196327209473,0.033699579536914825,0.022192537784576416,0.07280343770980835,27.877161026000977,0.011542744934558868
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,1.0,heldout,0.0,22.9536075592041,0.7431269884109497,0.8130913972854614,0.30822083353996277,0.12602388858795166,3.607388867230174,4.167290154005803,0.21795710921287537,0.04843774065375328,0.22006338834762573,0.013869629241526127,22.923681259155273,0.6124110817909241,0.9048342704772949,0.21393239498138428,0.09158265590667725,0.3081440329551697,22.882883071899414,7.680058479309082e-05
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,1.5,heldout,0.0,21.775142669677734,0.7326255440711975,0.7357425093650818,0.4381023645401001,0.18932408094406128,3.607388867230174,6.412808731494215,0.21795710921287537,0.04843774065375328,0.21821635961532593,0.03496583178639412,21.09170150756836,0.7240884304046631,0.8106471300125122,0.3395955264568329,0.16838449239730835,0.4379340708255768,21.619068145751953,0.00016829371452331543
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,2.0,heldout,0.0,21.082462310791016,0.7245266437530518,0.6751769781112671,0.5111469030380249,0.23056823015213013,3.607388867230174,7.6358693156856585,0.21795710921287537,0.04843774065375328,0.21209383010864258,0.022487733513116837,20.1340389251709,0.7862332463264465,0.7260242700576782,0.4248619079589844,0.21262991428375244,0.5099867582321167,20.968475341796875,0.0011601448059082031
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,blur,3.0,heldout,0.0,20.065303802490234,0.7663075923919678,0.5776267647743225,0.5868701338768005,0.28412532806396484,3.607388867230174,9.28776878907591,0.21795710921287537,0.04843774065375328,0.2089698612689972,0.023975182324647903,19.0172176361084,0.8316959142684937,0.5952417850494385,0.5341601967811584,0.2640100121498108,0.5855351686477661,20.02093505859375,0.0013349652290344238
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,jpeg,95,heldout,0.0,26.94919776916504,0.7896467447280884,0.945277214050293,0.07483338564634323,0.04870814085006714,3.607388867230174,3.5820427446759093,0.21795710921287537,0.04843774065375328,0.21976026892662048,0.03779488801956177,31.123233795166016,0.4117647111415863,0.9826340675354004,0.03482330963015556,0.015762925148010254,0.04655233025550842,29.74864959716797,0.02828105539083481
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,jpeg,85,heldout,0.0,25.486007690429688,0.8412638902664185,0.9220833778381348,0.10114793479442596,0.060797691345214844,3.607388867230174,3.5364493513226463,0.21795710921287537,0.04843774065375328,0.22163797914981842,0.03410389646887779,29.435836791992188,0.45098039507865906,0.973249614238739,0.07641931623220444,0.01894199848175049,0.08944735676050186,26.51421546936035,0.011700578033924103
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.3,10154.6,1.24,512.0,329.3333333333333,166.33333333333334,0.9349710630645607,,,,35.278656005859375,0.15154850482940674,35.127105712890625,0.34845149517059326,33.365562438964844,0.4046860337257385,33.365562438964844,0.4046860337257385,0.9894172549247742,0.013481922447681427,jpeg,75,heldout,0.0,23.67262840270996,0.8305890560150146,0.8725975751876831,0.1489742249250412,0.0851905345916748,3.607388867230174,3.812849577463758,0.21795710921287537,0.04843774065375328,0.22489649057388306,0.04034379869699478,28.090824127197266,0.48235297203063965,0.9653705954551697,0.1107710599899292,0.027393758296966553,0.1362108737230301,24.49603843688965,0.012763351202011108
