image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29561,0.95283,24.571,0.44165,0.09974,0.38804,0.69042,17.814,0.27732,0.24099,0.92017,0.05908,0.89194,0.86247,False,0.837,400.8
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35978,0.93417,25.181,0.37264,0.15602,0.44365,0.66003,17.205,0.23654,0.25104,0.70154,0.05507,0.95193,0.93959,False,0.837,390.9
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41417,0.89297,20.6,0.31408,0.20771,0.6096,0.41959,14.948,0.21386,0.32973,0.76836,0.09332,0.92233,0.86298,False,0.837,390.8
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4013,0.97048,32.676,0.36254,0.09043,0.33133,0.76068,18.105,0.45359,0.19496,0.7892,0.02324,0.93585,0.94953,False,0.837,390.7
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30378,0.95659,27.546,0.49117,0.13042,0.44013,0.63505,12.006,0.3692,0.252,0.87605,0.04195,0.89806,0.87452,False,0.837,390.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44234,0.93905,28.928,0.46489,0.08157,0.3991,0.52732,16.335,0.31953,0.22599,0.7363,0.03577,0.90463,0.8813,False,0.837,390.5
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39907,0.87352,19.22,0.27772,0.15314,0.58466,0.28495,14.424,0.12474,0.33535,0.91327,0.1094,0.89284,0.82502,True,0.837,390.1
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36726,0.93843,23.824,0.36355,0.10203,0.46482,0.62968,16.997,0.21546,0.27279,0.82745,0.06439,0.87313,0.8343,True,0.837,390.1
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46374,0.91451,24.249,0.36226,0.16751,0.54839,0.37731,15.556,0.223,0.38499,0.66464,0.06131,0.87663,0.72434,True,0.837,389.9
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36096,0.94909,25.453,0.49031,0.1111,0.45001,0.5261,13.642,0.31801,0.2615,0.87856,0.05338,0.87646,0.80184,True,0.837,389.8
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43856,0.87503,21.423,0.23632,0.17627,0.66463,0.51594,13.12,0.01305,0.40795,0.81693,0.08489,0.82791,0.89678,False,0.837,389.3
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46255,0.90213,22.645,0.31274,0.14737,0.56458,0.37798,11.619,0.09779,0.24089,0.712,0.07374,0.67892,0.57473,True,0.837,389.1
task_obj_swap_rand_mask_417469,gain_only,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43109,0.91436,23.906,0.33962,0.13244,0.65117,0.44585,10.308,0.25282,0.40668,0.89434,0.06378,0.72064,0.58587,True,0.837,388.5
