cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason,modified_from_paper
eval/N4/horse_00/purifyadverse_cleaner0/seed0/tau0.25,c086d36ae961,N4,horse_00,horse,0.25,adverse_cleaner,0.0,0,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.22784070670604706,0.050434015691280365,24.413482666015625,0.19299539923667908,0.8545718193054199,0.0036195158027112484,0.8943279385566711,0.28650346398353577,0.0720527246594429,0.08783473074436188,0.0720527246594429,0.03038753420114517,2.3711277191002735,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.49251369596459,0.0,False,11,0.5943724513053894,0.24120044708251953,0.26086172461509705,0.8312760591506958,0.7843137383460999,0.34720125794410706,22.782459259033203,0.07258999347686768,0.707213282585144,0.17746692895889282,0.8080578446388245,0.31567543745040894,0.2119581699371338,0.1456705778837204,0.6374481320381165,3.5659142548809326,3.5100762099265284,0.06016241014003754,0.12248674035072327,2026-08-09T21:06:11+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:06:01+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyadverse_cleaner0/seed1/tau0.25,580bd7ffac16,N4,horse_00,horse,0.25,adverse_cleaner,0.0,1,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.24165602028369904,0.0958646684885025,25.04601287841797,0.200657919049263,0.8578460216522217,0.0031289418693631887,0.8753329515457153,0.2458728551864624,0.02449926733970642,0.052848562598228455,0.02449926733970642,0.03038753420114517,0.8062275529675308,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.43021516688168,0.0,False,11,0.5943724513053894,0.24120044708251953,0.26086172461509705,0.8312760591506958,0.7843137383460999,0.34720125794410706,22.782459259033203,0.07258999347686768,0.707213282585144,0.17746692895889282,0.9419633746147156,0.2945045828819275,0.17750096321105957,0.15220770239830017,0.6419796943664551,4.288260536270149,3.6474236984886588,0.055936943739652634,0.12036393582820892,2026-08-09T21:06:20+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:06:11+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyadverse_cleaner0/seed2/tau0.25,655ae5f192e1,N4,horse_00,horse,0.25,adverse_cleaner,0.0,2,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.22789449989795685,0.011176086030900478,24.11077880859375,0.22280451655387878,0.8376690745353699,0.00388079765252769,0.8753654360771179,0.29772600531578064,0.10537032131105661,0.022423431277275085,0.10537032131105661,0.03038753420114517,3.4675508915457076,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.36392274685204,0.0,False,11,0.5943724513053894,0.24120044708251953,0.26086172461509705,0.8312760591506958,0.7843137383460999,0.34720125794410706,22.782459259033203,0.07258999347686768,0.707213282585144,0.17746692895889282,0.8707894086837769,0.25031793117523193,0.2208648920059204,0.15644073486328125,0.7215686440467834,4.340520996326698,4.2832454263265785,0.06229604780673981,0.11654640734195709,2026-08-09T21:06:30+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:06:20+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyadverse_cleaner0/seed3/tau0.25,fc5a56574bc6,N4,horse_00,horse,0.25,adverse_cleaner,0.0,3,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.2606710195541382,0.07687430083751678,24.36471939086914,0.21396726369857788,0.8511531352996826,0.0036603864282369614,0.8668680787086487,0.23678620159626007,0.047972626984119415,0.04933762550354004,0.047972626984119415,0.03038753420114517,1.5786942983452583,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.371223811991513,0.0,False,11,0.5943724513053894,0.24120044708251953,0.26086172461509705,0.8312760591506958,0.7843137383460999,0.34720125794410706,22.782459259033203,0.07258999347686768,0.707213282585144,0.17746692895889282,0.7005715370178223,0.3100086450576782,0.211317777633667,0.14343389868736267,0.7490057349205017,4.205958387729513,3.95129990119839,0.06050112843513489,0.1248469278216362,2026-08-09T21:06:39+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:06:30+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyadverse_cleaner0/seed4/tau0.25,623fe7315b3a,N4,horse_00,horse,0.25,adverse_cleaner,0.0,4,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.3078639507293701,0.11867649853229523,24.60554313659668,0.1915936917066574,0.8547508120536804,0.00346293649636209,0.8882511854171753,0.27518048882484436,0.002298779785633087,0.02542060613632202,0.002298779785633087,0.03038753420114517,0.07564877658110399,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.393176408018917,0.0,False,11,0.5943724513053894,0.24120044708251953,0.26086172461509705,0.8312760591506958,0.7843137383460999,0.34720125794410706,22.782459259033203,0.07258999347686768,0.707213282585144,0.17746692895889282,0.750525951385498,0.33328455686569214,0.1704193353652954,0.14388148486614227,0.743492603302002,3.865234690215387,3.668277941695005,0.058846719563007355,0.12097527831792831,2026-08-09T21:06:49+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:06:40+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyblur0.5/seed0/tau0.25,6884053def55,N4,horse_00,horse,0.25,blur,0.5,0,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.24873647093772888,0.06109945848584175,23.718412399291992,0.1758318394422531,0.8442333936691284,0.0042477380484342575,0.8916674852371216,0.32631242275238037,0.05976174399256706,0.06271624565124512,0.05976174399256706,0.03038753420114517,1.966653286080544,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.095240177819505,,False,11,0.6954467296600342,0.21280211210250854,0.2833493649959564,0.839284360408783,0.7869566082954407,0.26272815465927124,22.539894104003906,0.07464571297168732,0.6930422782897949,0.1509418934583664,0.88690185546875,0.311452716588974,0.20115232467651367,0.1591949462890625,0.6357656717300415,2.8935470605958047,3.2734050938293473,0.06517467647790909,0.12086120247840881,2026-08-09T21:12:41+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:12:32+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyblur0.5/seed1/tau0.25,ae4855e0170f,N4,horse_00,horse,0.25,blur,0.5,1,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.24767723679542542,0.10500800609588623,24.99606704711914,0.19010239839553833,0.846284806728363,0.0031651342287659645,0.8768452405929565,0.30291271209716797,0.015073180198669434,0.03194043040275574,0.015073180198669434,0.03038753420114517,0.4960316983568016,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,8.99136947793886,,False,11,0.6954467296600342,0.21280211210250854,0.2833493649959564,0.839284360408783,0.7869566082954407,0.26272815465927124,22.539894104003906,0.07464571297168732,0.6930422782897949,0.1509418934583664,1.10646653175354,0.27961766719818115,0.16955232620239258,0.14371618628501892,0.5789658427238464,3.8794136828210917,3.4776570415454673,0.05625952407717705,0.12008118629455566,2026-08-09T21:12:50+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:12:41+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyblur0.5/seed2/tau0.25,b6b4e05330cf,N4,horse_00,horse,0.25,blur,0.5,2,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.2467963695526123,0.05328214913606644,23.661842346191406,0.19764506816864014,0.8377803564071655,0.004303431138396263,0.8734143972396851,0.33830195665359497,0.059738777577877045,0.05761885643005371,0.059738777577877045,0.03038753420114517,1.9658975019969127,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.003535540075973,,False,11,0.6954467296600342,0.21280211210250854,0.2833493649959564,0.839284360408783,0.7869566082954407,0.26272815465927124,22.539894104003906,0.07464571297168732,0.6930422782897949,0.1509418934583664,0.8972011804580688,0.304415225982666,0.21248078346252441,0.15315501391887665,0.6773421764373779,3.1965133914502784,3.386345551631898,0.06560054421424866,0.11302092671394348,2026-08-09T21:13:00+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:12:50+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyblur0.5/seed3/tau0.25,1f418adc9fa7,N4,horse_00,horse,0.25,blur,0.5,3,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.26472756266593933,0.11502839624881744,24.090587615966797,0.2498830258846283,0.846554696559906,0.0038988813757896423,0.8606640696525574,0.2754441499710083,0.0066379159688949585,0.0403924286365509,0.0066379159688949585,0.03038753420114517,0.21844207315264183,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.051872519077733,,False,11,0.6954467296600342,0.21280211210250854,0.2833493649959564,0.839284360408783,0.7869566082954407,0.26272815465927124,22.539894104003906,0.07464571297168732,0.6930422782897949,0.1509418934583664,0.8669596314430237,0.30511999130249023,0.2396070957183838,0.19257864356040955,0.6654549837112427,3.533331788684582,3.3408291561867762,0.06244102492928505,0.1216663122177124,2026-08-09T21:13:09+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:13:00+08:00,done,0.02,0.25187021493911743,0.8125,,
eval/N4/horse_00/purifyblur0.5/seed4/tau0.25,70adcbfc7849,N4,horse_00,horse,0.25,blur,0.5,4,22.29663848876953,0.25187021493911743,0.6822217702865601,0.8100191354751587,0.836492657661438,0.13948184251785278,0.21145981550216675,3.4227839078184097,0.9166625738143921,0.07676579803228378,0.29335784912109375,0.30861979722976685,0.10559883713722229,24.489181518554688,0.20399290323257446,0.8474287390708923,0.003556974232196808,0.8857533931732178,0.2964736819267273,0.013647183775901794,0.005419313907623291,0.013647183775901794,0.03038753420114517,0.4491046784371038,False,73,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 +2.23e-01 低於 2.4e-01,9.031334131024778,,False,11,0.6954467296600342,0.21280211210250854,0.2833493649959564,0.839284360408783,0.7869566082954407,0.26272815465927124,22.539894104003906,0.07464571297168732,0.6930422782897949,0.1509418934583664,0.9168034791946411,0.31403911113739014,0.16367584466934204,0.14749400317668915,0.6836262941360474,3.329478828832687,3.075999705497798,0.05964037403464317,0.11924602091312408,2026-08-09T21:13:18+08:00,horse,horse_00,a zebra,True,eval,2026-08-09T21:13:09+08:00,done,0.02,0.25187021493911743,0.8125,,
