batch,image_id,group,condition,purify_dir,purify_kind,purify_strength,seed,tau,png,s_target,s_source,margin,success,clip_target,clip_source,clip_margin
ip20_merged,horse_00,,control,adverse_cleaner_0,,,0,,control/horse_00/purify/adverse_cleaner_0/edit_seed0.png,0.07231612503528595,0.10458198189735413,-0.032265856862068176,0,0.24417196214199066,0.29226067662239075,-0.048088714480400085
ip20_merged,horse_00,,control,adverse_cleaner_0,,,1,,control/horse_00/purify/adverse_cleaner_0/edit_seed1.png,0.07266602665185928,0.10629314184188843,-0.033627115190029144,0,0.255149781703949,0.3028945326805115,-0.0477447509765625
ip20_merged,horse_00,,control,adverse_cleaner_0,,,2,,control/horse_00/purify/adverse_cleaner_0/edit_seed2.png,0.07659349590539932,0.11016802489757538,-0.033574528992176056,0,0.2432965785264969,0.2912346422672272,-0.047938063740730286
ip20_merged,horse_00,,control,adverse_cleaner_0,,,3,,control/horse_00/purify/adverse_cleaner_0/edit_seed3.png,0.0712754875421524,0.10437707602977753,-0.03310158848762512,0,0.24577444791793823,0.29400283098220825,-0.04822838306427002
ip20_merged,horse_00,,control,adverse_cleaner_0,,,4,,control/horse_00/purify/adverse_cleaner_0/edit_seed4.png,0.07387442886829376,0.10474266111850739,-0.030868232250213623,0,0.24818077683448792,0.2954234480857849,-0.047242671251297
ip20_merged,horse_00,,control,blur_0.5,,,0,,control/horse_00/purify/blur_0.5/edit_seed0.png,0.07335968315601349,0.10410156846046448,-0.03074188530445099,0,0.24020978808403015,0.28937119245529175,-0.0491614043712616
ip20_merged,horse_00,,control,blur_0.5,,,1,,control/horse_00/purify/blur_0.5/edit_seed1.png,0.07046888768672943,0.10506801307201385,-0.034599125385284424,0,0.24634286761283875,0.2940141260623932,-0.04767125844955444
ip20_merged,horse_00,,control,blur_0.5,,,2,,control/horse_00/purify/blur_0.5/edit_seed2.png,0.07332311570644379,0.10551133006811142,-0.03218821436166763,0,0.24087226390838623,0.29077333211898804,-0.04990106821060181
ip20_merged,horse_00,,control,blur_0.5,,,3,,control/horse_00/purify/blur_0.5/edit_seed3.png,0.07041245698928833,0.10484819114208221,-0.034435734152793884,0,0.23735234141349792,0.2913346290588379,-0.053982287645339966
ip20_merged,horse_00,,control,blur_0.5,,,4,,control/horse_00/purify/blur_0.5/edit_seed4.png,0.07189180701971054,0.101988285779953,-0.030096478760242462,0,0.23060064017772675,0.28666484355926514,-0.05606420338153839
ip20_merged,horse_00,,control,blur_1,,,0,,control/horse_00/purify/blur_1/edit_seed0.png,0.06825528293848038,0.10195426642894745,-0.03369898349046707,0,0.24389296770095825,0.29449233412742615,-0.050599366426467896
ip20_merged,horse_00,,control,blur_1,,,1,,control/horse_00/purify/blur_1/edit_seed1.png,0.06334762275218964,0.1021103635430336,-0.038762740790843964,0,0.23218803107738495,0.2834967374801636,-0.051308706402778625
ip20_merged,horse_00,,control,blur_1,,,2,,control/horse_00/purify/blur_1/edit_seed2.png,0.06897200644016266,0.10375477373600006,-0.0347827672958374,0,0.24166254699230194,0.28894364833831787,-0.04728110134601593
ip20_merged,horse_00,,control,blur_1,,,3,,control/horse_00/purify/blur_1/edit_seed3.png,0.06978487968444824,0.10478892922401428,-0.03500404953956604,0,0.23972977697849274,0.29271745681762695,-0.052987679839134216
