cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,disp_mean_px,disp_max_px,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason
eval/R/bird_03/purifyblur0.5/seed0/tau0.2,fd7d4bbd9236,R,bird_03,bird,0.2,blur,0.5,0,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.1997835785150528,0.012260865420103073,28.083181381225586,0.21066196262836456,0.9138379096984863,0.0015548162627965212,0.9225504994392395,0.4513588547706604,0.0021957363933324814,-0.008763298392295837,0.0021957363933324814,0.013146061822772026,0.16702617277586182,False,0,random control：無最佳化,15.852884338004515,0.4194067716598511,1.9453941583633423,,True,11,0.9015600681304932,0.07450568675994873,0.08194764703512192,0.9002792239189148,0.9325253963470459,0.19233077764511108,26.17163848876953,0.04913797229528427,0.8627283573150635,0.223531112074852,0.904635488986969,0.19102028012275696,0.0846245288848877,0.07460435479879379,0.7005285024642944,4.684188727580354,4.965699809105599,0.03943115845322609,0.014456601813435555,2026-08-06T20:28:31+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:28:15+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur0.5/seed1/tau0.2,471d0ec93d77,R,bird_03,bird,0.2,blur,0.5,1,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.1690603643655777,0.017672667279839516,26.30592155456543,0.23454591631889343,0.8991438150405884,0.0023410245776176453,0.8962132334709167,0.36175352334976196,-0.004132576286792755,0.005929693579673767,-0.004132576286792755,0.013146061822772026,-0.31435850085796607,False,0,random control：無最佳化,15.835612494964153,0.4194067716598511,1.9453941583633423,,False,11,0.9015600681304932,0.07450568675994873,0.08194764703512192,0.9002792239189148,0.9325253963470459,0.19233077764511108,26.17163848876953,0.04913797229528427,0.8627283573150635,0.223531112074852,0.9423847198486328,0.17499005794525146,0.07853519916534424,0.11978816986083984,0.7769914269447327,5.02962379981867,5.074598460004118,0.04838413745164871,0.01354009099304676,2026-08-06T20:28:47+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:28:31+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur0.5/seed2/tau0.2,b9b732940a4e,R,bird_03,bird,0.2,blur,0.5,2,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.20117443799972534,0.04226125031709671,23.391420364379883,0.30624717473983765,0.8228778839111328,0.004579910077154636,0.8401820063591003,0.32687312364578247,0.06480655074119568,0.05363568663597107,0.06480655074119568,0.013146061822772026,4.929731170816169,False,0,random control：無最佳化,15.832085984991863,0.4194067716598511,1.9453941583633423,,False,11,0.9015600681304932,0.07450568675994873,0.08194764703512192,0.9002792239189148,0.9325253963470459,0.19233077764511108,26.17163848876953,0.04913797229528427,0.8627283573150635,0.223531112074852,0.7614026665687561,0.2548101246356964,0.19026154279708862,0.1652050018310547,0.858930766582489,5.1837070544113235,5.2799312959486135,0.06767503172159195,0.10706780105829239,2026-08-06T20:29:03+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:28:47+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur0.5/seed3/tau0.2,860e0bae2606,R,bird_03,bird,0.2,blur,0.5,3,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.2153991460800171,0.04071485996246338,24.958703994750977,0.2763966917991638,0.8634299039840698,0.003192479722201824,0.8748819231987,0.365671843290329,-0.028167517855763435,-0.018966972827911377,-0.028167517855763435,0.013146061822772026,-2.142658252752985,False,0,random control：無最佳化,15.812380427960306,0.4194067716598511,1.9453941583633423,,False,11,0.9015600681304932,0.07450568675994873,0.08194764703512192,0.9002792239189148,0.9325253963470459,0.19233077764511108,26.17163848876953,0.04913797229528427,0.8627283573150635,0.223531112074852,1.051810622215271,0.1964321732521057,0.10289686918258667,0.11454328149557114,0.874724268913269,4.666771432772306,4.595351105473613,0.05650203302502632,0.012547342106699944,2026-08-06T20:29:19+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:29:03+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur0.5/seed4/tau0.2,f1fc46ae80b8,R,bird_03,bird,0.2,blur,0.5,4,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.2133631706237793,0.035843390971422195,25.774070739746094,0.24887122213840485,0.8646571040153503,0.0026460092049092054,0.8637452125549316,0.32569822669029236,0.029470931738615036,0.03750014305114746,0.029470931738615036,0.013146061822772026,2.2418068723489912,False,0,random control：無最佳化,15.853247282095253,0.4194067716598511,1.9453941583633423,,False,11,0.9015600681304932,0.07450568675994873,0.08194764703512192,0.9002792239189148,0.9325253963470459,0.19233077764511108,26.17163848876953,0.04913797229528427,0.8627283573150635,0.223531112074852,0.9861013293266296,0.25086331367492676,0.10324454307556152,0.11479219049215317,0.8708333373069763,4.813702627435756,4.998328479915273,0.051439374685287476,0.06531432271003723,2026-08-06T20:29:35+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:29:19+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur1/seed0/tau0.2,50803d84d8db,R,bird_03,bird,0.2,blur,1.0,0,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.1815095841884613,0.004012760706245899,27.8971004486084,0.20383062958717346,0.9176102876663208,0.0016228830209001899,0.9247674345970154,0.49024736881256104,0.004341402091085911,0.0044146329164505005,0.004341402091085911,0.013146061822772026,0.3302435474299684,False,0,random control：無最佳化,15.775582802016288,0.4194067716598511,1.9453941583633423,,True,11,0.6130959391593933,0.08479058742523193,0.07759030908346176,0.901936948299408,0.8831102252006531,0.20921540260314941,26.615999221801758,0.04668734222650528,0.8681285381317139,0.249250128865242,0.8779653906822205,0.1859242171049118,0.0995490550994873,0.06924502551555634,0.6831801533699036,5.198138398500634,5.952083762281155,0.04028502106666565,0.00835416279733181,2026-08-06T20:29:50+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:29:35+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur1/seed1/tau0.2,3d14d1d6a74b,R,bird_03,bird,0.2,blur,1.0,1,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.17295007407665253,0.01919194869697094,26.550533294677734,0.2181364893913269,0.9010779857635498,0.0022128126583993435,0.8974500894546509,0.41942960023880005,0.000418294221162796,-0.000751987099647522,0.000418294221162796,0.013146061822772026,0.031818975659935925,False,0,random control：無最佳化,15.789782790932804,0.4194067716598511,1.9453941583633423,,False,11,0.6130959391593933,0.08479058742523193,0.07759030908346176,0.901936948299408,0.8831102252006531,0.20921540260314941,26.615999221801758,0.04668734222650528,0.8681285381317139,0.249250128865242,0.9133047461509705,0.172198086977005,0.0825115442276001,0.10179011523723602,0.5932904481887817,5.361131953403922,5.614947588780961,0.04704054445028305,0.019610242918133736,2026-08-06T20:30:06+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:29:51+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur1/seed2/tau0.2,00f854fd3312,R,bird_03,bird,0.2,blur,1.0,2,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.19716154038906097,0.03959563374519348,25.86713409423828,0.2638668715953827,0.8705713748931885,0.0025899121537804604,0.884829580783844,0.38457536697387695,0.04178240895271301,0.03503420948982239,0.04178240895271301,0.013146061822772026,3.1783213494657536,False,0,random control：無最佳化,15.791652970016003,0.4194067716598511,1.9453941583633423,,False,11,0.6130959391593933,0.08479058742523193,0.07759030908346176,0.901936948299408,0.8831102252006531,0.20921540260314941,26.615999221801758,0.04668734222650528,0.8681285381317139,0.249250128865242,0.8058862090110779,0.23219574987888336,0.13414812088012695,0.12425677478313446,0.9060049057006836,5.800431292268677,5.860897722215259,0.05089117959141731,0.0813780426979065,2026-08-06T20:30:22+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:30:07+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur1/seed3/tau0.2,0cedb24c9d00,R,bird_03,bird,0.2,blur,1.0,3,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.21401843428611755,0.03454253822565079,25.84756088256836,0.21987423300743103,0.8956495523452759,0.0026016104966402054,0.8878504037857056,0.4069978892803192,-0.015894629061222076,-0.017455115914344788,-0.015894629061222076,0.013146061822772026,-1.2090791352957806,False,0,random control：無最佳化,15.764302340103313,0.4194067716598511,1.9453941583633423,,False,11,0.6130959391593933,0.08479058742523193,0.07759030908346176,0.901936948299408,0.8831102252006531,0.20921540260314941,26.615999221801758,0.04668734222650528,0.8681285381317139,0.249250128865242,1.0198153257369995,0.19656331837177277,0.08560705184936523,0.09392420947551727,0.8435049057006836,5.935831882056406,5.498691706088388,0.05100598558783531,0.01864790916442871,2026-08-06T20:30:38+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:30:22+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur1/seed4/tau0.2,701fa187085e,R,bird_03,bird,0.2,blur,1.0,4,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.24748215079307556,0.07052513211965561,27.240598678588867,0.21373912692070007,0.8934432864189148,0.0018877213587984443,0.8967376351356506,0.37762147188186646,-0.0037914589047431946,-0.001441463828086853,-0.0037914589047431946,0.013146061822772026,-0.28841024451714575,False,0,random control：無最佳化,15.771603014785796,0.4194067716598511,1.9453941583633423,,False,11,0.6130959391593933,0.08479058742523193,0.07759030908346176,0.901936948299408,0.8831102252006531,0.20921540260314941,26.615999221801758,0.04668734222650528,0.8681285381317139,0.249250128865242,1.0381288528442383,0.2460406869649887,0.10362029075622559,0.08452161401510239,0.7883578538894653,5.322087283610666,5.3815782279913655,0.043447915464639664,0.06673367321491241,2026-08-06T20:30:54+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:30:38+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur2/seed0/tau0.2,8b5acca63ee1,R,bird_03,bird,0.2,blur,2.0,0,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.19255958497524261,0.032004088163375854,29.316709518432617,0.16407102346420288,0.9364320039749146,0.0011703760828822851,0.936677098274231,0.548394501209259,-0.007195517420768738,0.015789777040481567,-0.007195517420768738,0.013146061822772026,-0.5473515580388062,False,0,random control：無最佳化,15.701014349935576,0.4194067716598511,1.9453941583633423,,True,11,0.3083038628101349,0.11565154790878296,0.07306067645549774,0.9041511416435242,0.7894022464752197,0.2594888210296631,27.281906127929688,0.04324178025126457,0.8770248293876648,0.29381847381591797,0.9389480352401733,0.20834936201572418,0.09445381164550781,0.051499687135219574,0.6050857901573181,7.242269280087999,7.743342056114828,0.03421076014637947,0.024808570742607117,2026-08-06T20:31:10+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:30:54+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur2/seed1/tau0.2,1b5369fd057a,R,bird_03,bird,0.2,blur,2.0,1,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.24498364329338074,0.09337759017944336,27.302778244018555,0.17320621013641357,0.9285079836845398,0.0018608865793794394,0.9293206334114075,0.49357372522354126,0.0067441463470458984,-0.010950624942779541,0.0067441463470458984,0.013146061822772026,0.5130164788487054,False,0,random control：無最佳化,15.743751326110214,0.4194067716598511,1.9453941583633423,,False,11,0.3083038628101349,0.11565154790878296,0.07306067645549774,0.9041511416435242,0.7894022464752197,0.2594888210296631,27.281906127929688,0.04324178025126457,0.8770248293876648,0.29381847381591797,0.7231215238571167,0.2340330183506012,0.10460865497589111,0.063812255859375,0.9100030660629272,7.1041581374379055,7.592464821616651,0.04313799366354942,0.10012173652648926,2026-08-06T20:31:26+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:31:10+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyblur2/seed2/tau0.2,4fbbe534affa,R,bird_03,bird,0.2,blur,2.0,2,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.24478527903556824,0.052125584334135056,25.955583572387695,0.2647552192211151,0.8626748919487,0.002537697786465287,0.8722689151763916,0.32097023725509644,0.053521234542131424,0.00398862361907959,0.053521234542131424,0.013146061822772026,4.071275128907445,False,0,random control：無最佳化,15.778937608003616,0.4194067716598511,1.9453941583633423,,False,11,0.3083038628101349,0.11565154790878296,0.07306067645549774,0.9041511416435242,0.7894022464752197,0.2594888210296631,27.281906127929688,0.04324178025126457,0.8770248293876648,0.29381847381591797,0.826958417892456,0.24877390265464783,0.1833493709564209,0.11558914184570312,0.8806755542755127,7.57347907571783,8.081345783054806,0.0503755658864975,0.10564681887626648,2026-08-06T20:31:42+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:31:26+08:00,done,,0.19990567862987518,10.5,
