cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,disp_mean_px,disp_max_px,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason
eval/R/bird_03/purifyadverse_cleaner0/seed0/tau0.2,63bfe160d54e,R,bird_03,bird,0.2,adverse_cleaner,0.0,0,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.19812579452991486,0.013678830116987228,27.6461124420166,0.21214492619037628,0.9064024686813354,0.0017194378888234496,0.9056504368782043,0.3907892107963562,-0.0037210723385214806,-0.0018018633127212524,-0.0037210723385214806,0.013146061822772026,-0.28305605044970356,False,0,random control：無最佳化,16.7617204869166,0.4194067716598511,1.9453941583633423,0.0,True,11,0.857187807559967,0.11917656660079956,0.07356993854045868,0.8857330679893494,0.9529411792755127,0.29827162623405457,26.253170013427734,0.04867887496948242,0.8587182760238647,0.2811189591884613,1.0326281785964966,0.1963239312171936,0.10424149036407471,0.08582942187786102,0.7652114033699036,5.050404214748875,5.335234559454211,0.04146610572934151,0.009957757778465748,2026-08-06T20:20:53+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:20:36+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyadverse_cleaner0/seed0/tau0.35,d9e586f31887,R,bird_03,bird,0.35,adverse_cleaner,0.0,0,23.339332580566406,0.35132676362991333,0.7271312475204468,0.9109304547309875,0.8283530473709106,0.0954415425658226,0.13416332006454468,4.4630596986267514,1.0749455690383911,0.06808208674192429,0.15175692737102509,0.19593119621276855,0.015277526341378689,26.77921485900879,0.2163744866847992,0.9004819393157959,0.0020993093494325876,0.9028046727180481,0.3669861853122711,-0.005319768562912941,0.00039273500442504883,-0.005319768562912941,-0.0003447858616709709,15.429195782945401,False,0,random control：無最佳化,16.621210186975077,0.4194067716598511,1.9453941583633423,0.0,False,11,0.8898550271987915,0.16533160209655762,0.12893295288085938,0.8218972086906433,0.929411768913269,0.36623257398605347,23.67972183227539,0.06546564400196075,0.749278724193573,0.1427011489868164,1.032871961593628,0.1963239312171936,0.11376702785491943,0.09715907275676727,0.88850337266922,5.050404214748875,5.682251989475551,0.04581822082400322,0.009957757778465748,2026-08-06T20:49:46+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:49:29+08:00,done,,0.35132676362991333,26.0,
eval/R/bird_03/purifyadverse_cleaner0/seed1/tau0.2,e7c6ba4929c4,R,bird_03,bird,0.2,adverse_cleaner,0.0,1,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.17480964958667755,0.019259655848145485,26.965740203857422,0.19499415159225464,0.9238653182983398,0.0020110548939555883,0.9192174673080444,0.399734228849411,0.0006070304661989212,0.004163756966590881,0.0006070304661989212,0.013146061822772026,0.04617584143316622,False,0,random control：無最佳化,16.664168789982796,0.4194067716598511,1.9453941583633423,0.0,False,11,0.857187807559967,0.11917656660079956,0.07356993854045868,0.8857330679893494,0.9529411792755127,0.29827162623405457,26.253170013427734,0.04867887496948242,0.8587182760238647,0.2811189591884613,1.032348871231079,0.17897340655326843,0.0883023738861084,0.08202838897705078,0.8786458373069763,5.0704844891437615,5.286161852919853,0.04484478756785393,0.019866686314344406,2026-08-06T20:21:10+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:20:53+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyadverse_cleaner0/seed1/tau0.35,c801580c1a0b,R,bird_03,bird,0.35,adverse_cleaner,0.0,1,23.339332580566406,0.35132676362991333,0.7271312475204468,0.9109304547309875,0.8283530473709106,0.0954415425658226,0.13416332006454468,4.4630596986267514,1.0749455690383911,0.06808208674192429,0.15175692737102509,0.18405309319496155,0.021790072321891785,24.601348876953125,0.24360036849975586,0.8761879801750183,0.0034662820398807526,0.8709756135940552,0.3517782390117645,-0.0019233860075473785,-0.005079686641693115,-0.0019233860075473785,-0.0003447858616709709,5.578494426151573,False,0,random control：無最佳化,16.634867215994745,0.4194067716598511,1.9453941583633423,0.0,False,11,0.8898550271987915,0.16533160209655762,0.12893295288085938,0.8218972086906433,0.929411768913269,0.36623257398605347,23.67972183227539,0.06546564400196075,0.749278724193573,0.1427011489868164,0.8653749823570251,0.17897340655326843,0.12341713905334473,0.12320932000875473,0.7613357901573181,5.0704844891437615,4.837010985845103,0.05887513980269432,0.019866686314344406,2026-08-06T20:50:03+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:49:46+08:00,done,,0.35132676362991333,26.0,
eval/R/bird_03/purifyadverse_cleaner0/seed2/tau0.2,99be59552e10,R,bird_03,bird,0.2,adverse_cleaner,0.0,2,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.22090548276901245,0.06425666809082031,24.35655975341797,0.2577872574329376,0.8637781143188477,0.003667268669232726,0.8789058923721313,0.3736489415168762,0.04391856491565704,0.012300223112106323,0.04391856491565704,0.013146061822772026,3.340815333728304,False,0,random control：無最佳化,16.698363214032724,0.4194067716598511,1.9453941583633423,0.0,False,11,0.857187807559967,0.11917656660079956,0.07356993854045868,0.8857330679893494,0.9529411792755127,0.29827162623405457,26.253170013427734,0.04867887496948242,0.8587182760238647,0.2811189591884613,0.8322672247886658,0.23320570588111877,0.18021899461746216,0.13130538165569305,0.9373774528503418,5.879202189025136,5.958035527475997,0.060557976365089417,0.10817523300647736,2026-08-06T20:21:27+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:21:10+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyadverse_cleaner0/seed2/tau0.35,944ab56bba51,R,bird_03,bird,0.35,adverse_cleaner,0.0,2,23.339332580566406,0.35132676362991333,0.7271312475204468,0.9109304547309875,0.8283530473709106,0.0954415425658226,0.13416332006454468,4.4630596986267514,1.0749455690383911,0.06808208674192429,0.15175692737102509,0.24640551209449768,0.10052082687616348,23.9345645904541,0.24805283546447754,0.8618358373641968,0.004041500389575958,0.8746414184570312,0.3638335168361664,0.007654406130313873,-0.013199806213378906,0.007654406130313873,-0.0003447858616709709,-22.200464059684883,False,0,random control：無最佳化,16.616148449946195,0.4194067716598511,1.9453941583633423,0.0,False,11,0.8898550271987915,0.16533160209655762,0.12893295288085938,0.8218972086906433,0.929411768913269,0.36623257398605347,23.67972183227539,0.06546564400196075,0.749278724193573,0.1427011489868164,0.9297177791595459,0.23320570588111877,0.17506742477416992,0.13593325018882751,0.9139093160629272,5.879202189025136,5.971090706334468,0.06357279419898987,0.10817523300647736,2026-08-06T20:50:20+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:50:03+08:00,done,,0.35132676362991333,26.0,
eval/R/bird_03/purifyadverse_cleaner0/seed3/tau0.2,313a9e0bb803,R,bird_03,bird,0.2,adverse_cleaner,0.0,3,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.18120244145393372,0.029093008488416672,25.25543212890625,0.24722275137901306,0.8842195272445679,0.002981641096994281,0.8812547922134399,0.3694216310977936,-0.014270983636379242,0.005713894963264465,-0.014270983636379242,0.013146061822772026,-1.0855710119709456,False,0,random control：無最佳化,16.654702947940677,0.4194067716598511,1.9453941583633423,0.0,False,11,0.857187807559967,0.11917656660079956,0.07356993854045868,0.8857330679893494,0.9529411792755127,0.29827162623405457,26.253170013427734,0.04867887496948242,0.8587182760238647,0.2811189591884613,0.9825751185417175,0.18691633641719818,0.10322153568267822,0.09645621478557587,0.8825674057006836,5.35715175757848,5.146099638017133,0.05460440367460251,0.01482202485203743,2026-08-06T20:21:43+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:21:27+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyadverse_cleaner0/seed3/tau0.35,c6222218acd0,R,bird_03,bird,0.35,adverse_cleaner,0.0,3,23.339332580566406,0.35132676362991333,0.7271312475204468,0.9109304547309875,0.8283530473709106,0.0954415425658226,0.13416332006454468,4.4630596986267514,1.0749455690383911,0.06808208674192429,0.15175692737102509,0.18505316972732544,0.02780403569340706,24.711181640625,0.24029168486595154,0.888984203338623,0.0033797184005379677,0.8962251543998718,0.3880425989627838,-0.012982010841369629,0.0018631666898727417,-0.012982010841369629,-0.0003447858616709709,37.65238742230782,False,0,random control：無最佳化,16.616386994021013,0.4194067716598511,1.9453941583633423,0.0,False,11,0.8898550271987915,0.16533160209655762,0.12893295288085938,0.8218972086906433,0.929411768913269,0.36623257398605347,23.67972183227539,0.06546564400196075,0.749278724193573,0.1427011489868164,0.842343807220459,0.18691633641719818,0.10024327039718628,0.09288056939840317,0.909880518913269,5.35715175757848,5.450890445452565,0.058135345578193665,0.01482202485203743,2026-08-06T20:50:36+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:50:20+08:00,done,,0.35132676362991333,26.0,
eval/R/bird_03/purifyadverse_cleaner0/seed4/tau0.2,2f795e7991e9,R,bird_03,bird,0.2,adverse_cleaner,0.0,4,25.994462966918945,0.19990567862987518,0.8608325719833374,0.9468647241592407,0.8997077345848083,0.21371717751026154,0.0740591287612915,5.162230603107306,1.0372599363327026,0.050150591880083084,0.08404350280761719,0.22368097305297852,0.06136123090982437,26.657106399536133,0.2040141224861145,0.8928014636039734,0.002159173134714365,0.8978503942489624,0.3620637357234955,0.0030441954731941223,0.02317008376121521,0.0030441954731941223,0.013146061822772026,0.2315671046001678,False,0,random control：無最佳化,16.6126968159806,0.4194067716598511,1.9453941583633423,0.0,False,11,0.857187807559967,0.11917656660079956,0.07356993854045868,0.8857330679893494,0.9529411792755127,0.29827162623405457,26.253170013427734,0.04867887496948242,0.8587182760238647,0.2811189591884613,1.1002564430236816,0.24685105681419373,0.10723996162414551,0.08758990466594696,0.8905637264251709,5.69145154762509,5.497087565057396,0.046466901898384094,0.0644054263830185,2026-08-06T20:22:00+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:21:44+08:00,done,,0.19990567862987518,10.5,
eval/R/bird_03/purifyadverse_cleaner0/seed4/tau0.35,9dcdb5380af9,R,bird_03,bird,0.35,adverse_cleaner,0.0,4,23.339332580566406,0.35132676362991333,0.7271312475204468,0.9109304547309875,0.8283530473709106,0.0954415425658226,0.13416332006454468,4.4630596986267514,1.0749455690383911,0.06808208674192429,0.15175692737102509,0.22118572890758514,0.06674240529537201,25.650997161865234,0.20267924666404724,0.8938506841659546,0.002722066594287753,0.8994664549827576,0.36836448311805725,-0.0023369789123535156,0.02566532790660858,-0.0023369789123535156,-0.0003447858616709709,6.778058998787178,False,0,random control：無最佳化,16.624141780892387,0.4194067716598511,1.9453941583633423,0.0,False,11,0.8898550271987915,0.16533160209655762,0.12893295288085938,0.8218972086906433,0.929411768913269,0.36623257398605347,23.67972183227539,0.06546564400196075,0.749278724193573,0.1427011489868164,1.1330273151397705,0.24685105681419373,0.12119090557098389,0.08240795135498047,0.8433210849761963,5.69145154762509,5.519184520247509,0.0521734282374382,0.0644054263830185,2026-08-06T20:50:53+08:00,bird,bird_03,a butterfly,True,eval,2026-08-06T20:50:37+08:00,done,,0.35132676362991333,26.0,
