image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39894,0.98413,30.08,0.44204,0.04334,0.38728,0.70208,18.005,0.28256,0.21502,0.33431,0.03133,0.85816,0.87982,False,0.837,427.4
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3808,0.97843,31.192,0.47313,0.06981,0.5709,0.38777,8.99,0.17627,0.31466,0.36549,0.02757,0.82386,0.83503,True,0.837,416.9
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35529,0.97461,27.377,0.47534,0.06587,0.45362,0.57146,17.135,0.27814,0.28158,0.30791,0.04277,0.95136,0.92615,False,0.837,416.6
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52264,0.97382,34.901,0.24071,0.0816,0.43404,0.58604,13.205,0.20343,0.36093,0.23669,0.01799,0.83716,0.76116,True,0.837,416.8
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4371,0.98169,32.012,0.45258,0.07418,0.60161,0.35073,8.584,0.40207,0.3733,0.33428,0.02508,0.87634,0.81473,True,0.837,416.0
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52052,0.98239,31.868,0.48121,0.02883,0.80972,0.41051,10.958,0.16956,0.33315,0.24653,0.0255,0.56518,0.57973,True,0.837,415.9
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31185,0.97145,26.468,0.46695,0.043,0.47281,0.42205,15.656,0.1403,0.25084,0.51115,0.04749,0.93002,0.86458,False,0.837,416.1
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40003,0.98202,29.772,0.4633,0.04279,0.45141,0.6826,17.557,0.24802,0.24492,0.30238,0.03247,0.90874,0.86823,False,0.837,415.7
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41407,0.97835,30.203,0.51966,0.05986,0.47999,0.46394,16.492,0.27535,0.31683,0.24785,0.03089,0.88735,0.75393,True,0.837,415.9
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44969,0.98365,31.06,0.49853,0.066,0.63184,0.38311,9.971,0.12369,0.3187,0.38845,0.02799,0.74425,0.71263,True,0.837,416.1
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41439,0.93879,29.092,0.40525,0.05576,0.49025,0.75359,16.016,0.09806,0.256,0.29843,0.03511,0.8521,0.91208,False,0.837,416.0
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3829,0.97659,29.194,0.48391,0.04341,0.54789,0.44389,14.466,0.13836,0.28583,0.27048,0.0347,0.87406,0.7785,True,0.837,416.2
task_obj_swap_rand_mask_417469,gain_only,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42417,0.97179,30.176,0.43695,0.043,0.59659,0.48626,11.453,0.28109,0.35709,0.35853,0.03099,0.84963,0.76388,True,0.837,409.9
