image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,P,16,1.0,a wrecked car after an accident,150,20,10,1,579.5,10131.5,5.05,391.0,22.666666666666668,12.333333333333334,16.0,16.0,0.017899831756949425,4.0866923332214355,0.11600568890571594,3.970686674118042,0.38399431109428406,35.11845779418945,0.09902624785900116,35.11845779418945,0.09902624785900116,0.9814409017562866,0.04950271546840668
