image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,identity,0.0,train,0.0,20.36409568786621,0.8810487985610962,0.7864839434623718,0.23955824971199036,0.10111498832702637,0.979009211063385,4.215788341561983,3.8738281023377823,0.2232273519039154,0.05863351374864578,0.2320459634065628,0.05075084790587425,42.45470428466797,0.06592260301113129,0.9955919981002808,0.010958699509501457,0.0041391849517822266,1.000123143196106,0.0,80.0,0.23955824971199036
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,0.0,heldout,0.0,26.23935317993164,0.7270545363426208,0.9279705882072449,0.09696201980113983,0.060783982276916504,0.960760772228241,3.607388867230174,3.609751888070243,0.21795710921287537,0.04843774065375328,0.2136114239692688,0.036984965205192566,42.45470428466797,0.06592260301113129,0.9955919981002808,0.010958699509501457,0.0041391849517822266,1.000123143196106,0.0,80.0,0.09696201980113983
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,0.5,heldout,0.0,25.985809326171875,0.7613117694854736,0.9190303683280945,0.11226001381874084,0.06165647506713867,0.732014000415802,3.607388867230174,2.9565614501715443,0.21795710921287537,0.04843774065375328,0.21637128293514252,0.03030494973063469,31.31125259399414,0.2570316195487976,0.9888290762901306,0.033156562596559525,0.014430642127990723,0.7107751369476318,0.07280343770980835,27.877161026000977,0.039456576108932495
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,1.0,heldout,0.0,22.886394500732422,0.7469770312309265,0.8125677108764648,0.3154863715171814,0.12780797481536865,0.38812926411628723,3.607388867230174,4.09835379075549,0.21795710921287537,0.04843774065375328,0.21322116255760193,0.017377179116010666,23.213937759399414,0.5975245237350464,0.9155254364013672,0.21275413036346436,0.08357524871826172,0.3147948682308197,0.3081440329551697,22.882883071899414,0.007342338562011719
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,1.5,heldout,0.0,21.60369110107422,0.7507776021957397,0.7314083576202393,0.4400017261505127,0.18837010860443115,0.23974907398223877,3.607388867230174,6.163433130413461,0.21795710921287537,0.04843774065375328,0.21912112832069397,0.031409792602062225,21.278404235839844,0.7343752384185791,0.8226709365844727,0.3370072841644287,0.1630558967590332,0.17370563745498657,0.4379340708255768,21.619068145751953,0.002067655324935913
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,2.0,heldout,0.0,20.93315315246582,0.7341213822364807,0.6715845465660095,0.514153778553009,0.23048341274261475,0.16095802187919617,3.607388867230174,7.537846287544692,0.21795710921287537,0.04843774065375328,0.2137012630701065,0.025752972811460495,20.283926010131836,0.7962005138397217,0.7382383346557617,0.42186155915260315,0.20706307888031006,0.11071594059467316,0.5099867582321167,20.968475341796875,0.004167020320892334
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,blur,3.0,heldout,0.0,20.00094223022461,0.7701034545898438,0.5768496990203857,0.588066816329956,0.2837250232696533,0.08737649768590927,3.607388867230174,9.247113966585356,0.21795710921287537,0.04843774065375328,0.21006202697753906,0.021942246705293655,19.134323120117188,0.8410698771476746,0.6063647866249084,0.5308647155761719,0.25926369428634644,0.05767775699496269,0.5855351686477661,20.02093505859375,0.0025316476821899414
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,jpeg,95,heldout,0.0,25.838417053222656,0.7913880348205566,0.9239477515220642,0.10086460411548615,0.0618213415145874,0.9702281355857849,3.607388867230174,3.401635309968644,0.21795710921287537,0.04843774065375328,0.2169753909111023,0.04696543514728546,34.8289794921875,0.33725494146347046,0.9897167086601257,0.028495969250798225,0.00819242000579834,0.9976206421852112,0.04655233025550842,29.74864959716797,0.05431227385997772
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,jpeg,85,heldout,0.0,24.76741600036621,0.7913880348205566,0.9028727412223816,0.12588170170783997,0.0716545581817627,1.0078169107437134,3.607388867230174,3.520043491815697,0.21795710921287537,0.04843774065375328,0.2211902141571045,0.04491904377937317,31.585693359375,0.3607843220233917,0.9805310964584351,0.0680532157421112,0.010753929615020752,0.9982088208198547,0.08944735676050186,26.51421546936035,0.036434344947338104
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10145.5,7.58,341.6666666666667,17.666666666666668,12.666666666666666,16.0,16.0,0.01188532542437315,0.27140045166015625,0.26044175028800964,0.010958699509501457,0.23955824971199036,42.455467224121094,0.06592260301113129,42.455467224121094,0.06592260301113129,0.9955919981002808,0.010958699509501457,jpeg,75,heldout,0.0,24.02642059326172,0.7917380332946777,0.8829668760299683,0.14317725598812103,0.07633990049362183,0.9567155838012695,3.607388867230174,3.4015499243076053,0.21795710921287537,0.04843774065375328,0.219731867313385,0.04409384727478027,29.549686431884766,0.5176470875740051,0.9726049304008484,0.10344530642032623,0.016605854034423828,0.9989786148071289,0.1362108737230301,24.49603843688965,0.006966382265090942
