image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.1,rotate,0,0.0,,,10320.2,0.77,511.6666666666667,105.33333333333333,20.0,,,,0.13370640575885773,0.09701782464981079,0.036688581109046936,0.4029821753501892,25.85504722595215,0.6533025503158569,25.85504722595215,0.6533025503158569,0.9442988634109497,0.036688581109046936,0.6337666511535645,2.0,1.512653112411499,0.8612043857574463,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,146.8,rotate,0,0.0,,,10323.2,2.7,512.0,49.0,14.0,,,,0.15809477865695953,0.12549680471420288,0.03259797394275665,0.3745031952857971,34.78377151489258,0.18523943424224854,34.78377151489258,0.18523943424224854,0.9930537939071655,0.03259797394275665,0.668888509273529,2.0,1.6149170398712158,0.8914794325828552,32
