image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42616,0.98283,29.691,0.40891,0.04555,0.40503,0.69169,17.724,0.27188,0.22389,0.32665,0.03277,0.86843,0.88896,False,0.837,406.6
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40347,0.9745,30.488,0.43925,0.06487,0.57306,0.37428,8.486,0.19122,0.32528,0.40818,0.02989,0.82105,0.81885,True,0.837,397.0
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37815,0.9782,27.358,0.44815,0.05087,0.46114,0.571,17.033,0.26771,0.28197,0.29487,0.04286,0.95483,0.92214,False,0.837,397.7
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53441,0.96816,33.927,0.21705,0.08801,0.45335,0.57988,13.264,0.11678,0.36445,0.29495,0.02012,0.68522,0.64461,True,0.837,397.6
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46163,0.97932,31.196,0.41617,0.07166,0.61878,0.33693,8.491,0.39301,0.38657,0.40219,0.02755,0.88974,0.82749,True,0.837,397.3
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53219,0.98282,30.988,0.44395,0.02264,0.83743,0.37731,10.366,0.15861,0.34862,0.26051,0.02822,0.5659,0.57938,True,0.837,397.7
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33626,0.97113,26.299,0.44318,0.03746,0.48181,0.4169,15.681,0.13464,0.2651,0.42677,0.04842,0.92499,0.86011,False,0.837,398.0
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42834,0.98244,29.462,0.42967,0.04132,0.47612,0.67136,17.31,0.24381,0.25374,0.31421,0.03364,0.89208,0.85589,False,0.837,398.5
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42738,0.97814,29.879,0.49415,0.04476,0.49244,0.44778,16.269,0.27514,0.32913,0.26599,0.03207,0.88875,0.75805,True,0.837,398.4
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47369,0.98156,30.443,0.46416,0.06215,0.66839,0.31389,8.902,0.10974,0.33466,0.40397,0.03005,0.7385,0.70096,True,0.837,398.5
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42848,0.9325,28.978,0.39199,0.04648,0.59849,0.68725,14.371,0.04094,0.29572,0.36662,0.03557,0.87259,0.918,False,0.837,398.2
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39943,0.97693,28.84,0.45469,0.03701,0.53974,0.39502,12.862,0.10386,0.23618,0.30408,0.03614,0.69346,0.64012,True,0.837,398.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44249,0.96867,29.69,0.40882,0.03909,0.76796,0.27336,8.927,0.07492,0.50695,0.38234,0.03277,0.36746,0.48301,True,0.837,397.2
