image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
bird_03,phase,0,a butterfly,32,0.12,0.5,data/targets/black.png,human,human,0.02892,False,1.3,42.1,0.1976,0.9613,0.0289,34.7444,0.997,5.4665,0.7185,0.5857,0.2725,0.3038,-0.0313,0.1038,0.099,0.0049,0.01509,0.4617
cat_00,phase,0,a dog,32,0.12,0.5,data/targets/black.png,human,human,0.04016,False,1.3,25.3,0.269,0.918,0.0402,23.6461,0.9895,5.0233,0.7136,0.5682,0.2452,0.247,-0.0018,0.0621,0.0717,-0.0096,0.05615,0.5538
horse_01,phase,0,a zebra,32,0.12,0.5,data/targets/black.png,human,human,0.08071,False,1.3,25.5,0.3532,0.9074,0.0807,24.7685,0.9847,4.9369,0.7044,0.5826,0.323,0.323,-0.0,0.1175,0.0998,0.0176,0.04846,0.6331
man_00,phase,0,an old woman,32,0.12,0.5,data/targets/black.png,human,human,0.03178,False,1.3,25.6,0.1182,0.9875,0.0318,39.5274,0.994,4.4476,0.6709,0.3325,0.2819,0.2999,-0.018,0.1079,0.1251,-0.0172,0.00704,0.279
woman_01,phase,0,a man,32,0.12,0.5,data/targets/black.png,human,human,0.03959,False,1.3,25.7,0.1354,0.9843,0.0396,39.7988,0.9975,3.568,0.3164,0.3631,0.208,0.2162,-0.0082,0.0388,0.0321,0.0067,0.0063,0.3817
