image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_a_00,add,human,identity,0.06785,0.01944,0.06785,0.01944,1.0,True,161.9
person_a_00,add,human,blur1,0.35164,0.02419,0.06785,0.01944,5.18258,True,161.9
person_a_00,add,human,noise0.05,0.50226,0.08396,0.06785,0.01944,7.40254,True,161.9
person_a_00,add,human,quantize16,0.39325,0.168,0.06785,0.01944,5.7959,True,161.9
person_a_00,add,human,jpeg75,0.09448,0.02505,0.06785,0.01944,1.39251,True,161.9
person_a_00,add,human,jpeg30,0.24266,0.09708,0.06785,0.01944,3.57636,True,161.9
person_a_00,add,human,crop_resize0.1,0.54782,0.00296,0.06785,0.01944,8.07394,True,161.9
person_a_00,add,human,jpeg_then_resize75,0.3159,0.03145,0.06785,0.01944,4.65588,True,161.9
person_a_00,add,human,adverse_cleaner,0.21014,0.17164,0.06785,0.01944,3.09706,True,161.9
person_a_00,phase,human,identity,0.05547,0.02326,0.05547,0.02326,1.0,False,161.0
person_a_00,phase,human,blur1,0.3494,0.02276,0.05547,0.02326,6.29867,False,161.0
person_a_00,phase,human,noise0.05,0.49649,0.09065,0.05547,0.02326,8.95028,False,161.0
person_a_00,phase,human,quantize16,0.39368,0.16865,0.05547,0.02326,7.09692,False,161.0
person_a_00,phase,human,jpeg75,0.21102,0.1366,0.05547,0.02326,3.80412,False,161.0
person_a_00,phase,human,jpeg30,0.25512,0.10302,0.05547,0.02326,4.59912,False,161.0
person_a_00,phase,human,crop_resize0.1,0.56277,0.01724,0.05547,0.02326,10.14515,False,161.0
person_a_00,phase,human,jpeg_then_resize75,0.32161,0.01609,0.05547,0.02326,5.79773,False,161.0
person_a_00,phase,human,adverse_cleaner,0.22402,0.16741,0.05547,0.02326,4.03851,False,161.0
person_b_00,add,human,identity,0.22256,0.02713,0.22256,0.02713,1.0,True,161.0
person_b_00,add,human,blur1,0.4277,0.06829,0.22256,0.02713,1.92169,True,161.0
person_b_00,add,human,noise0.05,0.52779,0.07442,0.22256,0.02713,2.3714,True,161.0
person_b_00,add,human,quantize16,0.39041,0.14474,0.22256,0.02713,1.75415,True,161.0
person_b_00,add,human,jpeg75,0.29988,0.03191,0.22256,0.02713,1.34739,True,161.0
person_b_00,add,human,jpeg30,0.36122,0.10499,0.22256,0.02713,1.62298,True,161.0
person_b_00,add,human,crop_resize0.1,0.59841,0.06005,0.22256,0.02713,2.6887,True,161.0
person_b_00,add,human,jpeg_then_resize75,0.39525,0.07735,0.22256,0.02713,1.7759,True,161.0
person_b_00,add,human,adverse_cleaner,0.39274,0.06628,0.22256,0.02713,1.76459,True,161.0
person_b_00,phase,human,identity,0.31956,0.18357,0.31956,0.18357,1.0,False,161.5
person_b_00,phase,human,blur1,0.41606,0.05687,0.31956,0.18357,1.30198,False,161.5
person_b_00,phase,human,noise0.05,0.54269,0.03016,0.31956,0.18357,1.69825,False,161.5
person_b_00,phase,human,quantize16,0.40846,0.15372,0.31956,0.18357,1.27821,False,161.5
person_b_00,phase,human,jpeg75,0.2684,0.0605,0.31956,0.18357,0.83991,False,161.5
person_b_00,phase,human,jpeg30,0.35667,0.08679,0.31956,0.18357,1.11614,False,161.5
person_b_00,phase,human,crop_resize0.1,0.59246,0.05664,0.31956,0.18357,1.85399,False,161.5
person_b_00,phase,human,jpeg_then_resize75,0.39472,0.06586,0.31956,0.18357,1.23521,False,161.5
person_b_00,phase,human,adverse_cleaner,0.39201,0.04859,0.31956,0.18357,1.22673,False,161.5
