strength,image_id,group,clip_orig,clip_edit,siglip_orig,siglip_edit,effect_clip,effect_siglip
0.3,bird_03,bird,0.16213618218898773,0.1991754025220871,0.004797370173037052,0.02795908786356449,0.037039220333099365,0.02316171769052744
0.3,cat_02,cat,0.2299695909023285,0.256856232881546,0.03953719884157181,0.0850527435541153,0.02688664197921753,0.04551554471254349
0.3,dog_03,dog,0.18607234954833984,0.2073420137166977,0.01022140122950077,0.003656148910522461,0.02126966416835785,-0.00656525231897831
0.4,bird_03,bird,0.16213618218898773,0.21949143707752228,0.004797370173037052,0.028503049165010452,0.057355254888534546,0.0237056789919734
0.4,cat_02,cat,0.2299695909023285,0.2533259391784668,0.03953719884157181,0.08869940042495728,0.023356348276138306,0.04916220158338547
0.4,dog_03,dog,0.18607234954833984,0.24356709420681,0.01022140122950077,0.06569486856460571,0.057494744658470154,0.05547346733510494
0.5,bird_03,bird,0.16213618218898773,0.2676704525947571,0.004797370173037052,0.09055854380130768,0.10553427040576935,0.08576117362827063
0.5,cat_02,cat,0.2299695909023285,0.25178518891334534,0.03953719884157181,0.06723960489034653,0.021815598011016846,0.02770240604877472
0.5,dog_03,dog,0.18607234954833984,0.25444942712783813,0.01022140122950077,0.0780266672372818,0.06837707757949829,0.06780526600778103
0.6,bird_03,bird,0.16213618218898773,0.26926207542419434,0.004797370173037052,0.10537190735340118,0.1071258932352066,0.10057453718036413
0.6,cat_02,cat,0.2299695909023285,0.2393590211868286,0.03953719884157181,0.07632654905319214,0.009389430284500122,0.03678935021162033
0.6,dog_03,dog,0.18607234954833984,0.24429377913475037,0.01022140122950077,0.0863286703824997,0.05822142958641052,0.07610726915299892
0.7,bird_03,bird,0.16213618218898773,0.2756495773792267,0.004797370173037052,0.10294270515441895,0.11351339519023895,0.0981453349813819
0.7,cat_02,cat,0.2299695909023285,0.24826863408088684,0.03953719884157181,0.0754908099770546,0.01829904317855835,0.03595361113548279
0.7,dog_03,dog,0.18607234954833984,0.2510148286819458,0.01022140122950077,0.08942311257123947,0.06494247913360596,0.0792017113417387
0.8,bird_03,bird,0.16213618218898773,0.2858201265335083,0.004797370173037052,0.10160097479820251,0.12368394434452057,0.09680360462516546
0.8,cat_02,cat,0.2299695909023285,0.2526053786277771,0.03953719884157181,0.07350537180900574,0.02263578772544861,0.03396817296743393
0.8,dog_03,dog,0.18607234954833984,0.2525401711463928,0.01022140122950077,0.08475372940301895,0.06646782159805298,0.07453232817351818
