fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,step,align_loss,align_psnr_floor,align_tau_acut,align_tau_chroma,align_tau_lpips,align_best_step
0.097374826669693,0.0,1.0909912586212158,9.5367431640625e-07,0.7310662269592285,25.220544815063477,0.14480167627334595,0.14480167627334595,0.8398017883300781,0.7310662269592285,25.220544815063477,0.6710662245750427,0.0,0.0,0,9.5367431640625e-05,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.09496714174747467,0.0,0.9804748296737671,0.0,0.7320041060447693,25.20244789123535,0.14474202692508698,0.14474202692508698,0.8395737409591675,0.7320041060447693,25.20244789123535,0.6720041036605835,0.0,0.018096923828125,1,0.018096923828125,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.10191388428211212,0.004538960754871368,0.9390563368797302,0.0,0.7278429865837097,25.246217727661133,0.14463910460472107,0.14463910460472107,0.8400561213493347,0.7278429865837097,25.246217727661133,0.6678429841995239,0.0,0.0,2,0.45389607548713684,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.09815559536218643,0.0007806718349456787,0.913765013217926,0.0,0.7273932695388794,25.245040893554688,0.14459002017974854,0.14459002017974854,0.8401183485984802,0.7273932695388794,25.245040893554688,0.6673932671546936,0.0,0.0,3,0.07806718349456787,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.09149988740682602,0.0,0.8976424336433411,0.0,0.728521466255188,25.222827911376953,0.1445964127779007,0.1445964127779007,0.8399190306663513,0.728521466255188,25.222827911376953,0.6685214638710022,0.0,0.0,4,0.0,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.08744072914123535,0.0,0.8880970478057861,0.0,0.7293701767921448,25.201831817626953,0.1446422040462494,0.1446422040462494,0.8396821022033691,0.7293701767921448,25.201831817626953,0.669370174407959,0.0,0.018712997436523438,5,0.018712997436523438,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.08655481040477753,0.0,0.8842157125473022,0.0,0.7285385131835938,25.20713996887207,0.14464394748210907,0.14464394748210907,0.839735209941864,0.7285385131835938,25.20713996887207,0.668538510799408,0.0,0.01340484619140625,6,0.01340484619140625,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.08759045600891113,0.0,0.8830694556236267,0.0,0.7267208099365234,25.228744506835938,0.1446189284324646,0.1446189284324646,0.8399898409843445,0.7267208099365234,25.228744506835938,0.6667208075523376,0.0,0.0,7,0.0,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.08887603133916855,0.0,0.8824441432952881,0.0,0.7251505851745605,25.24602508544922,0.14461594820022583,0.14461594820022583,0.8401918411254883,0.7251505851745605,25.24602508544922,0.6651505827903748,0.0,0.0,8,0.0,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
0.0904482901096344,0.0,0.8821502923965454,0.0,0.7237806916236877,25.26009750366211,0.14462698996067047,0.14462698996067047,0.8403518199920654,0.7237806916236877,25.26009750366211,0.663780689239502,0.0,0.0,9,0.0,25.220544815063477,0.09737492352724075,1.0909903049468994,0.14480172097682953,4
