condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
R,bird_03,0.05,0.045634713023900986,3.0,5.860697527968548,33.403316497802734,0.60614413022995,0.9790480136871338,0.5611929297447205,0.9785624742507935,0.045634713023900986,0.01855790615081787,1.0225040912628174,0.021371228620409966,0.01963043212890625,1.2582203149795532,5.836182594299316,3.170903444290161,3.374354600906372,32
