image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_rand,instruct-pix2pix,turn the color of potted plant to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17707,0.66341,17.362,0.137,0.06284,0.19826,0.63858,16.608,0.12658,0.06558,0.91974,0.13549,0.98252,0.98287,False,0.837,58.5
task_attr_mod_color_136767,warp_rand,instruct-pix2pix,turn the color of astronaut to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16901,0.68367,17.919,0.14903,0.06331,0.18954,0.65997,17.826,0.14221,0.07809,0.98008,0.12707,0.99467,0.99338,False,0.837,47.5
task_attr_mod_color_184837,warp_rand,instruct-pix2pix,turn the color of frame to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23337,0.49302,15.503,0.09949,0.11651,0.25455,0.46993,15.461,0.09457,0.15011,0.91385,0.16782,0.97814,0.9632,False,0.837,47.4
task_attr_mod_color_32648,warp_rand,instruct-pix2pix,turn the color of potion bottle to orange,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13846,0.92078,27.657,0.25708,0.09163,0.14026,0.93408,29.094,0.40017,0.0896,0.94619,0.04141,0.98622,0.97639,False,0.837,47.4
task_attr_mod_color_6205,warp_rand,instruct-pix2pix,turn the color of toolbox to red,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18793,0.72076,20.61,0.18648,0.09435,0.20568,0.6893,19.481,0.18887,0.12586,0.93458,0.09322,0.98583,0.96943,False,0.837,47.5
task_env_weather_112463,warp_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21141,0.6907,21.011,0.19524,0.08704,0.2727,0.58578,18.648,0.14932,0.09975,0.9727,0.08902,0.9441,0.95469,False,0.837,47.5
task_env_weather_246440,warp_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21913,0.40894,13.755,0.08323,0.07557,0.37403,0.43275,16.461,0.07713,0.1106,0.99929,0.20523,0.97693,0.97232,False,0.837,47.4
task_env_weather_63722,warp_rand,instruct-pix2pix,change the setting to a snowy landscape,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28209,0.61385,16.866,0.09399,0.18351,0.29874,0.60734,16.301,0.08762,0.18839,0.83323,0.14346,0.91989,0.9035,False,0.837,47.4
task_obj_add_40931,warp_rand,instruct-pix2pix,Add the blood on snout,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28563,0.54328,16.382,0.12329,0.1296,0.31566,0.50616,15.513,0.10969,0.15837,0.93765,0.15168,0.97044,0.95131,False,0.837,47.5
task_obj_remove_380621,warp_rand,instruct-pix2pix,Remove iceberg,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23528,0.63481,19.18,0.19328,0.13933,0.27951,0.59759,18.144,0.16605,0.12244,0.99705,0.10989,0.96164,0.97086,False,0.837,47.4
