image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,identity,0.0,train,0.0,20.011028289794922,0.9001425504684448,0.7507920265197754,0.27912789583206177,0.12880921363830566,4.215788341561983,3.3433336073229296,0.2232273519039154,0.05863351374864578,0.2462889850139618,0.07139918208122253,27.47589874267578,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.013902902603149414,0.0,80.0,0.27912789583206177
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,0.0,heldout,0.0,24.69369888305664,0.713764488697052,0.89803147315979,0.1248357892036438,0.0735023021697998,3.607388867230174,3.0603832159489532,0.21795710921287537,0.04843774065375328,0.21139086782932281,0.020641790702939034,27.47589874267578,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.013902902603149414,0.0,80.0,0.1248357892036438
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,0.5,heldout,0.0,24.45966911315918,0.7391417026519775,0.8856655359268188,0.15510892868041992,0.0819891095161438,3.607388867230174,2.5623206835153507,0.21795710921287537,0.04843774065375328,0.21326738595962524,0.02502633072435856,26.00808334350586,0.6005762219429016,0.9647694826126099,0.06952003389596939,0.029468834400177002,0.07280343770980835,27.877161026000977,0.08230549097061157
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,1.0,heldout,0.0,22.44322967529297,0.7580081224441528,0.7907576560974121,0.33395451307296753,0.13614290952682495,3.607388867230174,4.357525042534054,0.21795710921287537,0.04843774065375328,0.21614250540733337,0.006622460670769215,22.530765533447266,0.6553134918212891,0.8955016136169434,0.23508141934871674,0.09643697738647461,0.3081440329551697,22.882883071899414,0.02581048011779785
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,1.5,heldout,0.0,21.458019256591797,0.7519727945327759,0.7234055995941162,0.44770315289497375,0.1909271478652954,3.607388867230174,6.402424504526973,0.21795710921287537,0.04843774065375328,0.21602079272270203,0.032783471047878265,21.04981231689453,0.7422693967819214,0.810086190700531,0.34885889291763306,0.16916263103485107,0.4379340708255768,21.619068145751953,0.009769082069396973
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,2.0,heldout,0.0,20.951553344726562,0.7463210821151733,0.6714311838150024,0.5109356641769409,0.2269824743270874,3.607388867230174,7.516391678439395,0.21795710921287537,0.04843774065375328,0.2118241786956787,0.02093188650906086,20.176288604736328,0.7994629144668579,0.7306241393089294,0.4289070963859558,0.2097628116607666,0.5099867582321167,20.968475341796875,0.0009489059448242188
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,blur,3.0,heldout,0.0,20.025129318237305,0.7762898206710815,0.5801948308944702,0.5840085744857788,0.28101009130477905,3.607388867230174,9.09134965674942,0.21795710921287537,0.04843774065375328,0.20988847315311432,0.027353184297680855,19.09539794921875,0.8403052091598511,0.6034320592880249,0.5331308841705322,0.2611408233642578,0.5855351686477661,20.02093505859375,-0.0015265941619873047
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,jpeg,95,heldout,0.0,24.852989196777344,0.6909772753715515,0.905693769454956,0.1187460869550705,0.06453227996826172,3.607388867230174,2.9901028412769537,0.21795710921287537,0.04843774065375328,0.21312962472438812,0.023343373090028763,26.882408142089844,0.6431372165679932,0.9683800935745239,0.05223145708441734,0.016604244709014893,0.04655233025550842,29.74864959716797,0.07219375669956207
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,jpeg,85,heldout,0.0,24.11937713623047,0.8044490814208984,0.8862540125846863,0.14611686766147614,0.07442951202392578,3.607388867230174,2.7556323252235844,0.21795710921287537,0.04843774065375328,0.21617239713668823,0.03622252121567726,26.201417922973633,0.6392157077789307,0.9589076042175293,0.09442315995693207,0.01981562376022339,0.08944735676050186,26.51421546936035,0.056669510900974274
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.5,rotate,0,0.0,,,10146.0,0.75,512.0,318.0,162.66666666666666,,,,0.2777445316314697,0.22087210416793823,0.05687244236469269,0.27912789583206177,27.475921630859375,0.6696850657463074,27.475921630859375,0.6696850657463074,0.9757183790206909,0.032590821385383606,0.3445972502231598,2.358497381210327,1.1133038997650146,0.8914424180984497,32,jpeg,75,heldout,0.0,23.553699493408203,0.759454607963562,0.8709518909454346,0.1635591983795166,0.0826115608215332,3.607388867230174,2.3146563199964882,0.21795710921287537,0.04843774065375328,0.2224380075931549,0.043845124542713165,25.58372688293457,0.6352940797805786,0.9505731463432312,0.12950016558170319,0.02426445484161377,0.1362108737230301,24.49603843688965,0.02734832465648651
