cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,disp_mean_px,disp_max_px,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason,modified_from_paper
eval/N1/bird_02/purifyadverse_cleaner0/seed0/tau0.2,2326a13c03e9,N1,bird_02,bird,0.2,adverse_cleaner,0.0,0,25.538440704345703,0.19513168931007385,0.8367582559585571,0.7920408844947815,0.9377151727676392,0.543387770652771,0.051512181758880615,6.585941316011772,1.0105822086334229,0.05285392701625824,0.10058467090129852,0.23961931467056274,0.0326993390917778,25.606868743896484,0.22083398699760437,0.914843738079071,0.002749866573140025,0.9327573180198669,0.3526773452758789,-0.006277695298194885,0.002523943781852722,-0.006277695298194885,0.01902129463851452,-0.3300351220827914,False,250,,9.373448198894039,1.0518864393234253,9.224225044250488,0.0,True,11,0.858173668384552,0.11417239904403687,0.0817616805434227,0.9186555743217468,0.7921568751335144,0.3468875288963318,25.579607009887695,0.052604008466005325,0.8035753965377808,0.5589776635169983,1.081770896911621,0.24214325845241547,0.11748743057250977,0.05626169964671135,0.7940841317176819,11.91980600513067,9.700211280784957,0.05243917182087898,0.026421643793582916,2026-08-08T23:06:17+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:06:07+08:00,done,0.1,0.19513168931007385,1.625,,
eval/N1/bird_02/purifyadverse_cleaner0/seed0/tau0.35,a57d8298df35,N1,bird_02,bird,0.35,adverse_cleaner,0.0,0,21.670225143432617,0.34760648012161255,0.7069606184959412,0.7913662791252136,0.87684166431427,0.45036470890045166,0.11971336603164673,6.6263566505414175,1.126815915107727,0.08250657469034195,0.1850382536649704,0.23983311653137207,0.025436975061893463,21.549766540527344,0.29309219121932983,0.8306094408035278,0.006998788565397263,0.8655208349227905,0.2891387343406677,0.0009846687316894531,0.002310141921043396,0.0009846687316894531,0.02788180410861969,0.035315818440351275,False,250,,9.346048668026924,1.0518864393234253,9.224225044250488,0.0,False,11,0.9623108506202698,0.1523687243461609,0.14993922412395477,0.8681776523590088,0.7921568751335144,0.4249706566333771,21.90249252319336,0.0803295150399208,0.7122260928153992,0.4540419280529022,1.2955727577209473,0.24214325845241547,0.15149688720703125,0.12363942712545395,0.877946138381958,11.91980600513067,7.991048491686407,0.08365876227617264,0.026421643793582916,2026-08-08T23:25:36+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:25:26+08:00,done,0.1,0.34760648012161255,6.0,,
eval/N1/bird_02/purifyadverse_cleaner0/seed1/tau0.2,159dc7222fd9,N1,bird_02,bird,0.2,adverse_cleaner,0.0,1,25.538440704345703,0.19513168931007385,0.8367582559585571,0.7920408844947815,0.9377151727676392,0.543387770652771,0.051512181758880615,6.585941316011772,1.0105822086334229,0.05285392701625824,0.10058467090129852,0.23824994266033173,0.03941493481397629,25.980453491210938,0.16333065927028656,0.9297879934310913,0.0025232078041881323,0.939936637878418,0.41616079211235046,-0.011825719848275185,0.0025118589401245117,-0.011825719848275185,0.01902129463851452,-0.6217095141531713,False,250,,9.310128990095109,1.0518864393234253,9.224225044250488,0.0,False,11,0.858173668384552,0.11417239904403687,0.0817616805434227,0.9186555743217468,0.7921568751335144,0.3468875288963318,25.579607009887695,0.052604008466005325,0.8035753965377808,0.5589776635169983,1.0599377155303955,0.24076180160045624,0.11216914653778076,0.0543365478515625,0.7964950203895569,11.548106964208737,9.9341953006896,0.05023154243826866,0.027589214965701103,2026-08-08T23:06:27+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:06:18+08:00,done,0.1,0.19513168931007385,1.625,,
eval/N1/bird_02/purifyadverse_cleaner0/seed1/tau0.35,60a4aa6ff7af,N1,bird_02,bird,0.35,adverse_cleaner,0.0,1,21.670225143432617,0.34760648012161255,0.7069606184959412,0.7913662791252136,0.87684166431427,0.45036470890045166,0.11971336603164673,6.6263566505414175,1.126815915107727,0.08250657469034195,0.1850382536649704,0.23800402879714966,0.02952360361814499,21.65005874633789,0.27702298760414124,0.8352353572845459,0.0068390145897865295,0.8756696581840515,0.2539799213409424,-0.0019343886524438858,0.0027577728033065796,-0.0019343886524438858,0.02788180410861969,-0.06937817384083361,False,250,,9.239792487816885,1.0518864393234253,9.224225044250488,0.0,False,11,0.9623108506202698,0.1523687243461609,0.14993922412395477,0.8681776523590088,0.7921568751335144,0.4249706566333771,21.90249252319336,0.0803295150399208,0.7122260928153992,0.4540419280529022,1.2759130001068115,0.24076180160045624,0.1632642149925232,0.12144725024700165,0.8668129444122314,11.548106964208737,8.179923531763583,0.08269833773374557,0.027589214965701103,2026-08-08T23:25:46+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:25:36+08:00,done,0.1,0.34760648012161255,6.0,,
eval/N1/bird_02/purifyadverse_cleaner0/seed2/tau0.2,356390704b52,N1,bird_02,bird,0.2,adverse_cleaner,0.0,2,25.538440704345703,0.19513168931007385,0.8367582559585571,0.7920408844947815,0.9377151727676392,0.543387770652771,0.051512181758880615,6.585941316011772,1.0105822086334229,0.05285392701625824,0.10058467090129852,0.30026596784591675,0.10693717747926712,22.409923553466797,0.2821461260318756,0.8351547122001648,0.00574125861749053,0.8867133259773254,0.27133896946907043,-0.0014507472515106201,-0.0172918438911438,-0.0014507472515106201,0.01902129463851452,-0.07626963774448516,False,250,,9.260155965108424,1.0518864393234253,9.224225044250488,0.0,False,11,0.858173668384552,0.11417239904403687,0.0817616805434227,0.9186555743217468,0.7921568751335144,0.3468875288963318,25.579607009887695,0.052604008466005325,0.8035753965377808,0.5589776635169983,1.1946375370025635,0.28297412395477295,0.1672164797782898,0.10264842212200165,0.8466843962669373,10.101250526030034,9.254898505460169,0.07577109336853027,0.1054864302277565,2026-08-08T23:06:37+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:06:28+08:00,done,0.1,0.19513168931007385,1.625,,
eval/N1/bird_02/purifyadverse_cleaner0/seed2/tau0.35,b550fea9f6d7,N1,bird_02,bird,0.35,adverse_cleaner,0.0,2,21.670225143432617,0.34760648012161255,0.7069606184959412,0.7913662791252136,0.87684166431427,0.45036470890045166,0.11971336603164673,6.6263566505414175,1.126815915107727,0.08250657469034195,0.1850382536649704,0.23644155263900757,0.025321312248706818,19.48345375061035,0.4454423785209656,0.7170499563217163,0.011263005435466766,0.8217432498931885,0.15167967975139618,0.08016511797904968,0.04653257131576538,0.08016511797904968,0.02788180410861969,2.8751768596733864,False,250,,9.243830253137276,1.0518864393234253,9.224225044250488,0.0,False,11,0.9623108506202698,0.1523687243461609,0.14993922412395477,0.8681776523590088,0.7921568751335144,0.4249706566333771,21.90249252319336,0.0803295150399208,0.7122260928153992,0.4540419280529022,1.0473297834396362,0.28297412395477295,0.21786677837371826,0.1874745786190033,0.8758108019828796,10.101250526030034,8.560004019443683,0.1061273068189621,0.1054864302277565,2026-08-08T23:25:56+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:25:46+08:00,done,0.1,0.34760648012161255,6.0,,
eval/N1/bird_02/purifyadverse_cleaner0/seed3/tau0.2,5f1590527cac,N1,bird_02,bird,0.2,adverse_cleaner,0.0,3,25.538440704345703,0.19513168931007385,0.8367582559585571,0.7920408844947815,0.9377151727676392,0.543387770652771,0.051512181758880615,6.585941316011772,1.0105822086334229,0.05285392701625824,0.10058467090129852,0.23942673206329346,0.038102857768535614,25.993669509887695,0.15856416523456573,0.9291011691093445,0.002515540923923254,0.9408968091011047,0.4068387448787689,-0.003717128187417984,0.0009911209344863892,-0.003717128187417984,0.01902129463851452,-0.19541930547101158,False,250,,9.254320502048358,1.0518864393234253,9.224225044250488,0.0,False,11,0.858173668384552,0.11417239904403687,0.0817616805434227,0.9186555743217468,0.7921568751335144,0.3468875288963318,25.579607009887695,0.052604008466005325,0.8035753965377808,0.5589776635169983,1.0651553869247437,0.24041785299777985,0.11835652589797974,0.05401357263326645,0.8019520044326782,11.937466229109797,9.97991103176982,0.050155170261859894,0.03438572958111763,2026-08-08T23:06:47+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:06:38+08:00,done,0.1,0.19513168931007385,1.625,,
eval/N1/bird_02/purifyadverse_cleaner0/seed3/tau0.35,ced931d43228,N1,bird_02,bird,0.35,adverse_cleaner,0.0,3,21.670225143432617,0.34760648012161255,0.7069606184959412,0.7913662791252136,0.87684166431427,0.45036470890045166,0.11971336603164673,6.6263566505414175,1.126815915107727,0.08250657469034195,0.1850382536649704,0.2384369671344757,0.028042316436767578,21.680574417114258,0.27198928594589233,0.832185685634613,0.006791129242628813,0.8777605295181274,0.25241968035697937,0.006343413144350052,0.001980885863304138,0.006343413144350052,0.02788180410861969,0.22751085688852463,False,250,,9.240012612892315,1.0518864393234253,9.224225044250488,0.0,False,11,0.9623108506202698,0.1523687243461609,0.14993922412395477,0.8681776523590088,0.7921568751335144,0.4249706566333771,21.90249252319336,0.0803295150399208,0.7122260928153992,0.4540419280529022,1.26939857006073,0.24041785299777985,0.16508567333221436,0.12073644250631332,0.8587583303451538,11.937466229109797,8.47951159558299,0.08240830898284912,0.03438572958111763,2026-08-08T23:26:06+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:25:56+08:00,done,0.1,0.34760648012161255,6.0,,
eval/N1/bird_02/purifyadverse_cleaner0/seed4/tau0.2,280993d047d4,N1,bird_02,bird,0.2,adverse_cleaner,0.0,4,25.538440704345703,0.19513168931007385,0.8367582559585571,0.7920408844947815,0.9377151727676392,0.543387770652771,0.051512181758880615,6.585941316011772,1.0105822086334229,0.05285392701625824,0.10058467090129852,0.2416212260723114,0.03213848918676376,26.011402130126953,0.16020163893699646,0.9263648986816406,0.002505290787667036,0.9367800951004028,0.441616952419281,-0.006493503227829933,0.0002688169479370117,-0.006493503227829933,0.01902129463851452,-0.3413807183598228,False,250,,9.319902134127915,1.0518864393234253,9.224225044250488,0.0,False,11,0.858173668384552,0.11417239904403687,0.0817616805434227,0.9186555743217468,0.7921568751335144,0.3468875288963318,25.579607009887695,0.052604008466005325,0.8035753965377808,0.5589776635169983,1.0567891597747803,0.2418900430202484,0.09942615032196045,0.054869335144758224,0.7846398949623108,11.854171264933338,10.264048188142102,0.05005288124084473,0.02564498595893383,2026-08-08T23:06:57+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:06:47+08:00,done,0.1,0.19513168931007385,1.625,,
eval/N1/bird_02/purifyadverse_cleaner0/seed4/tau0.35,ecfd25b109a5,N1,bird_02,bird,0.35,adverse_cleaner,0.0,4,21.670225143432617,0.34760648012161255,0.7069606184959412,0.7913662791252136,0.87684166431427,0.45036470890045166,0.11971336603164673,6.6263566505414175,1.126815915107727,0.08250657469034195,0.1850382536649704,0.23706665635108948,0.02371200919151306,21.67791175842285,0.2880634069442749,0.8255965113639832,0.006795297376811504,0.870875895023346,0.2845243811607361,0.0019329767674207687,0.0048233866691589355,0.0019329767674207687,0.02788180410861969,0.06932753561751002,False,250,,9.236237696139142,1.0518864393234253,9.224225044250488,0.0,False,11,0.9623108506202698,0.1523687243461609,0.14993922412395477,0.8681776523590088,0.7921568751335144,0.4249706566333771,21.90249252319336,0.0803295150399208,0.7122260928153992,0.4540419280529022,1.25007164478302,0.2418900430202484,0.15155702829360962,0.12152862548828125,0.859670877456665,11.854171264933338,8.707445399565763,0.08243359625339508,0.02564498595893383,2026-08-08T23:26:16+08:00,bird,bird_02,a butterfly,True,eval,2026-08-08T23:26:06+08:00,done,0.1,0.34760648012161255,6.0,,
