batch,image_id,group,condition,purify_dir,purify_kind,purify_strength,seed,tau,png,readout,crop,s_target,s_source,margin,success,clip_target,clip_source,clip_margin
ip3_merged,bird_02,,control,blur_1,,,3,,control/bird_02/purify/blur_1/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.0021219635382294655,0.00069434754550457,-0.0028163110837340355,0,0.2195795178413391,0.22400210797786713,-0.004422590136528015
ip3_merged,bird_02,,control,blur_1,,,4,,control/bird_02/purify/blur_1/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.012409218586981297,-0.012481866404414177,7.26478174328804e-05,1,0.2065337747335434,0.20996469259262085,-0.0034309178590774536
ip3_merged,bird_02,,control,blur_2,,,0,,control/bird_02/purify/blur_2/edit_seed0.png,mask_crop,"y0:424,x208:456",0.008808410726487637,0.011977451853454113,-0.0031690411269664764,0,0.19394728541374207,0.20671796798706055,-0.012770682573318481
ip3_merged,bird_02,,control,blur_2,,,1,,control/bird_02/purify/blur_2/edit_seed1.png,mask_crop,"y0:424,x208:456",0.00034319236874580383,0.005916032940149307,-0.005572840571403503,0,0.21410606801509857,0.22158432006835938,-0.007478252053260803
ip3_merged,bird_02,,control,blur_2,,,2,,control/bird_02/purify/blur_2/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10673351585865021,0.05136074870824814,0.05537276715040207,1,0.30590516328811646,0.25271284580230713,0.053192317485809326
ip3_merged,bird_02,,control,blur_2,,,3,,control/bird_02/purify/blur_2/edit_seed3.png,mask_crop,"y0:424,x208:456",0.0017657782882452011,0.00752718560397625,-0.005761407315731049,0,0.21377423405647278,0.22240859270095825,-0.008634358644485474
ip3_merged,bird_02,,control,blur_2,,,4,,control/bird_02/purify/blur_2/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.007738999091088772,-0.00512792868539691,-0.002611070405691862,0,0.1993463635444641,0.21002697944641113,-0.010680615901947021
ip3_merged,bird_02,,control,blur_3,,,0,,control/bird_02/purify/blur_3/edit_seed0.png,mask_crop,"y0:424,x208:456",0.00736528355628252,0.011427721008658409,-0.004062437452375889,0,0.19396758079528809,0.20634181797504425,-0.012374237179756165
ip3_merged,bird_02,,control,blur_3,,,1,,control/bird_02/purify/blur_3/edit_seed1.png,mask_crop,"y0:424,x208:456",0.00018490012735128403,0.006701493635773659,-0.006516593508422375,0,0.21204623579978943,0.22022134065628052,-0.008175104856491089
ip3_merged,bird_02,,control,blur_3,,,2,,control/bird_02/purify/blur_3/edit_seed2.png,mask_crop,"y0:424,x208:456",0.005844535306096077,0.012110010720789433,-0.0062654754146933556,0,0.21868687868118286,0.22164064645767212,-0.002953767776489258
ip3_merged,bird_02,,control,blur_3,,,3,,control/bird_02/purify/blur_3/edit_seed3.png,mask_crop,"y0:424,x208:456",0.003256766125559807,0.009447001852095127,-0.00619023572653532,0,0.20935168862342834,0.2189820259809494,-0.009630337357521057
ip3_merged,bird_02,,control,blur_3,,,4,,control/bird_02/purify/blur_3/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.00678362138569355,-0.003544766455888748,-0.003238854929804802,0,0.20099113881587982,0.2115693986415863,-0.010578259825706482
ip3_merged,bird_02,,control,crop_resize_0.1,,,0,,control/bird_02/purify/crop_resize_0.1/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.02436704933643341,-0.018940454348921776,-0.005426594987511635,0,0.2080649435520172,0.2120407521724701,-0.003975808620452881
ip3_merged,bird_02,,control,crop_resize_0.1,,,1,,control/bird_02/purify/crop_resize_0.1/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.0010335631668567657,-0.0012987330555915833,0.0002651698887348175,1,0.21101394295692444,0.21389657258987427,-0.002882629632949829
ip3_merged,bird_02,,control,crop_resize_0.1,,,2,,control/bird_02/purify/crop_resize_0.1/edit_seed2.png,mask_crop,"y0:424,x208:456",0.11026833951473236,0.04377993941307068,0.06648840010166168,1,0.3032594323158264,0.24026407301425934,0.06299535930156708
ip3_merged,bird_02,,control,crop_resize_0.1,,,3,,control/bird_02/purify/crop_resize_0.1/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.004139922559261322,0.0004176981747150421,-0.004557620733976364,0,0.2098088413476944,0.215651273727417,-0.005842432379722595
ip3_merged,bird_02,,control,crop_resize_0.1,,,4,,control/bird_02/purify/crop_resize_0.1/edit_seed4.png,mask_crop,"y0:424,x208:456",0.025576163083314896,0.02201855182647705,0.003557611256837845,1,0.23358818888664246,0.22596731781959534,0.007620871067047119
ip3_merged,bird_02,,control,diffpure_150,,,0,,control/bird_02/purify/diffpure_150/edit_seed0.png,mask_crop,"y0:424,x208:456",0.001703130081295967,0.0033471938222646713,-0.0016440637409687042,0,0.1989642232656479,0.2102319300174713,-0.011267706751823425
ip3_merged,bird_02,,control,diffpure_150,,,1,,control/bird_02/purify/diffpure_150/edit_seed1.png,mask_crop,"y0:424,x208:456",0.000819680280983448,0.0016807466745376587,-0.0008610663935542107,0,0.21884596347808838,0.22498583793640137,-0.006139874458312988
ip3_merged,bird_02,,control,diffpure_150,,,2,,control/bird_02/purify/diffpure_150/edit_seed2.png,mask_crop,"y0:424,x208:456",0.1100817322731018,0.04109310731291771,0.0689886249601841,1,0.3044240474700928,0.24476927518844604,0.05965477228164673
ip3_merged,bird_02,,control,diffpure_150,,,3,,control/bird_02/purify/diffpure_150/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.004321236163377762,-0.000222659669816494,-0.004098576493561268,0,0.20175054669380188,0.21302323043346405,-0.01127268373966217
ip3_merged,bird_02,,control,diffpure_150,,,4,,control/bird_02/purify/diffpure_150/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.016119536012411118,-0.016240136697888374,0.00012060068547725677,1,0.19877363741397858,0.20625193417072296,-0.007478296756744385
ip3_merged,bird_02,,control,identity_0,,,0,,control/bird_02/purify/identity_0/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.008440456353127956,-0.007532388903200626,-0.00090806744992733,0,0.20888137817382812,0.21126887202262878,-0.002387493848800659
ip3_merged,bird_02,,control,identity_0,,,1,,control/bird_02/purify/identity_0/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.005690918304026127,-0.004828836768865585,-0.0008620815351605415,0,0.21191129088401794,0.2153303474187851,-0.003419056534767151
ip3_merged,bird_02,,control,identity_0,,,2,,control/bird_02/purify/identity_0/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10684852302074432,0.038263268768787384,0.06858525425195694,1,0.2863157391548157,0.2325924038887024,0.05372333526611328
ip3_merged,bird_02,,control,identity_0,,,3,,control/bird_02/purify/identity_0/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.004402787424623966,-0.0014631245285272598,-0.0029396628960967064,0,0.21625278890132904,0.22013235092163086,-0.003879562020301819
ip3_merged,bird_02,,control,identity_0,,,4,,control/bird_02/purify/identity_0/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.012937327846884727,-0.015739496797323227,0.0028021689504384995,1,0.21701577305793762,0.21701200306415558,3.769993782043457e-06
ip3_merged,bird_02,,control,jpeg_30,,,0,,control/bird_02/purify/jpeg_30/edit_seed0.png,mask_crop,"y0:424,x208:456",0.09653837978839874,0.03297038376331329,0.06356799602508545,1,0.30089491605758667,0.24160459637641907,0.0592903196811676
ip3_merged,bird_02,,control,jpeg_30,,,1,,control/bird_02/purify/jpeg_30/edit_seed1.png,mask_crop,"y0:424,x208:456",0.0037977835163474083,0.0019008917734026909,0.0018968917429447174,1,0.21077007055282593,0.2172994166612625,-0.0065293461084365845
ip3_merged,bird_02,,control,jpeg_30,,,2,,control/bird_02/purify/jpeg_30/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10553670674562454,0.04125162959098816,0.06428507715463638,1,0.30124127864837646,0.2359658032655716,0.06527547538280487
ip3_merged,bird_02,,control,jpeg_30,,,3,,control/bird_02/purify/jpeg_30/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.006297933869063854,-0.00403272919356823,-0.0022652046754956245,0,0.20300179719924927,0.2133457064628601,-0.01034390926361084
ip3_merged,bird_02,,control,jpeg_30,,,4,,control/bird_02/purify/jpeg_30/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.01805342175066471,-0.01950366236269474,0.0014502406120300293,1,0.2069185972213745,0.21122078597545624,-0.004302188754081726
ip3_merged,bird_02,,control,jpeg_75,,,0,,control/bird_02/purify/jpeg_75/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.0063983723521232605,-0.008290312252938747,0.001891939900815487,1,0.20539560914039612,0.21168026328086853,-0.006284654140472412
ip3_merged,bird_02,,control,jpeg_75,,,1,,control/bird_02/purify/jpeg_75/edit_seed1.png,mask_crop,"y0:424,x208:456",0.0007294462993741035,0.00036935601383447647,0.0003600902855396271,1,0.2116422802209854,0.21573567390441895,-0.004093393683433533
ip3_merged,bird_02,,control,jpeg_75,,,2,,control/bird_02/purify/jpeg_75/edit_seed2.png,mask_crop,"y0:424,x208:456",0.11307551711797714,0.05037709325551987,0.06269842386245728,1,0.2943017780780792,0.22973661124706268,0.06456516683101654
ip3_merged,bird_02,,control,jpeg_75,,,3,,control/bird_02/purify/jpeg_75/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.004015556536614895,-0.0018017692491412163,-0.0022137872874736786,0,0.2077820748090744,0.21462838351726532,-0.006846308708190918
ip3_merged,bird_02,,control,jpeg_75,,,4,,control/bird_02/purify/jpeg_75/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.01742292009294033,-0.02098572999238968,0.0035628098994493484,1,0.20849430561065674,0.2109980434179306,-0.0025037378072738647
ip3_merged,bird_02,,control,noise_0.01,,,0,,control/bird_02/purify/noise_0.01/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.0061892555095255375,-0.005617604590952396,-0.0005716509185731411,0,0.20981371402740479,0.21133290231227875,-0.0015191882848739624
ip3_merged,bird_02,,control,noise_0.01,,,1,,control/bird_02/purify/noise_0.01/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.0055726682767271996,-0.004567419644445181,-0.0010052486322820187,0,0.21152640879154205,0.2157580703496933,-0.004231661558151245
ip3_merged,bird_02,,control,noise_0.01,,,2,,control/bird_02/purify/noise_0.01/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10278597474098206,0.04291222617030144,0.05987374857068062,1,0.2943463921546936,0.23183321952819824,0.06251317262649536
ip3_merged,bird_02,,control,noise_0.01,,,3,,control/bird_02/purify/noise_0.01/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.0050292424857616425,-0.002988545224070549,-0.0020406972616910934,0,0.21621933579444885,0.22072753310203552,-0.00450819730758667
ip3_merged,bird_02,,control,noise_0.01,,,4,,control/bird_02/purify/noise_0.01/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.011695696040987968,-0.014791160821914673,0.0030954647809267044,1,0.21698367595672607,0.21786637604236603,-0.0008827000856399536
ip3_merged,bird_02,,control,noise_0.02,,,0,,control/bird_02/purify/noise_0.02/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.006401948630809784,-0.005760866217315197,-0.0006410824134945869,0,0.21036136150360107,0.21265548467636108,-0.0022941231727600098
ip3_merged,bird_02,,control,noise_0.02,,,1,,control/bird_02/purify/noise_0.02/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.004433437250554562,-0.0035540731623768806,-0.000879364088177681,0,0.21115276217460632,0.21463023126125336,-0.0034774690866470337
ip3_merged,bird_02,,control,noise_0.02,,,2,,control/bird_02/purify/noise_0.02/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10312651097774506,0.04049868881702423,0.06262782216072083,1,0.2950224280357361,0.2290063053369522,0.06601612269878387
ip3_merged,bird_02,,control,noise_0.02,,,3,,control/bird_02/purify/noise_0.02/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.008761518634855747,-0.007897283881902695,-0.0008642347529530525,0,0.21600724756717682,0.2205580770969391,-0.004550829529762268
ip3_merged,bird_02,,control,noise_0.02,,,4,,control/bird_02/purify/noise_0.02/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.01268198061734438,-0.016090188175439835,0.003408207558095455,1,0.216678649187088,0.21800605952739716,-0.001327410340309143
ip3_merged,bird_02,,control,noise_0.04,,,0,,control/bird_02/purify/noise_0.04/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.0037609515711665154,-0.0036253519356250763,-0.00013559963554143906,0,0.21014130115509033,0.21323777735233307,-0.003096476197242737
ip3_merged,bird_02,,control,noise_0.04,,,1,,control/bird_02/purify/noise_0.04/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.0036778938956558704,-0.003729631658643484,5.173776298761368e-05,1,0.21089033782482147,0.21305671334266663,-0.002166375517845154
ip3_merged,bird_02,,control,noise_0.04,,,2,,control/bird_02/purify/noise_0.04/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10359032452106476,0.04010346159338951,0.06348686292767525,1,0.2975936532020569,0.2340274304151535,0.06356622278690338
ip3_merged,bird_02,,control,noise_0.04,,,3,,control/bird_02/purify/noise_0.04/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.0048483386635780334,-0.003372760023921728,-0.0014755786396563053,0,0.21517455577850342,0.219305619597435,-0.00413106381893158
ip3_merged,bird_02,,control,noise_0.04,,,4,,control/bird_02/purify/noise_0.04/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.013009097427129745,-0.015944967046380043,0.0029358696192502975,1,0.21566961705684662,0.21858832240104675,-0.0029187053442001343
ip3_merged,bird_02,,control,noise_0.08,,,0,,control/bird_02/purify/noise_0.08/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.008716212585568428,-0.007412625476717949,-0.0013035871088504791,0,0.20994016528129578,0.2141852229833603,-0.004245057702064514
ip3_merged,bird_02,,control,noise_0.08,,,1,,control/bird_02/purify/noise_0.08/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.0006611160933971405,-0.0026381430216133595,0.001977026928216219,1,0.21041709184646606,0.21212366223335266,-0.0017065703868865967
ip3_merged,bird_02,,control,noise_0.08,,,2,,control/bird_02/purify/noise_0.08/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10421866923570633,0.03722567856311798,0.06699299067258835,1,0.30871787667274475,0.2326931655406952,0.07602471113204956
ip3_merged,bird_02,,control,noise_0.08,,,3,,control/bird_02/purify/noise_0.08/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.007187101058661938,-0.005851284600794315,-0.0013358164578676224,0,0.21339507400989532,0.21549198031425476,-0.002096906304359436
ip3_merged,bird_02,,control,noise_0.08,,,4,,control/bird_02/purify/noise_0.08/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.016096945852041245,-0.018643707036972046,0.0025467611849308014,1,0.213917076587677,0.2173139899969101,-0.0033969134092330933
ip3_merged,bird_02,,control,quantize_16,,,0,,control/bird_02/purify/quantize_16/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.008905559778213501,-0.00859756674617529,-0.0003079930320382118,0,0.20831556618213654,0.211216539144516,-0.0029009729623794556
ip3_merged,bird_02,,control,quantize_16,,,1,,control/bird_02/purify/quantize_16/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.008036699146032333,-0.006084440276026726,-0.0019522588700056076,0,0.2102305144071579,0.213732048869133,-0.0035015344619750977
ip3_merged,bird_02,,control,quantize_16,,,2,,control/bird_02/purify/quantize_16/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10420390963554382,0.04018180072307587,0.06402210891246796,1,0.29874569177627563,0.23481546342372894,0.06393022835254669
ip3_merged,bird_02,,control,quantize_16,,,3,,control/bird_02/purify/quantize_16/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.005934118293225765,-0.002990473061800003,-0.002943645231425762,0,0.21598565578460693,0.22097045183181763,-0.004984796047210693
ip3_merged,bird_02,,control,quantize_16,,,4,,control/bird_02/purify/quantize_16/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.015698112547397614,-0.018447212874889374,0.0027491003274917603,1,0.21578459441661835,0.21634003520011902,-0.0005554407835006714
ip3_merged,bird_02,,control,quantize_32,,,0,,control/bird_02/purify/quantize_32/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.007295619230717421,-0.006819834001362324,-0.0004757852293550968,0,0.20830826461315155,0.2114379107952118,-0.0031296461820602417
ip3_merged,bird_02,,control,quantize_32,,,1,,control/bird_02/purify/quantize_32/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.006155705079436302,-0.005649617873132229,-0.0005060872063040733,0,0.21260978281497955,0.2158302664756775,-0.003220483660697937
ip3_merged,bird_02,,control,quantize_32,,,2,,control/bird_02/purify/quantize_32/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10278640687465668,0.03368910402059555,0.06909730285406113,1,0.304667204618454,0.23815611004829407,0.06651109457015991
ip3_merged,bird_02,,control,quantize_32,,,3,,control/bird_02/purify/quantize_32/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.006627693772315979,-0.0035353759303689003,-0.0030923178419470787,0,0.21640905737876892,0.22020989656448364,-0.0038008391857147217
ip3_merged,bird_02,,control,quantize_32,,,4,,control/bird_02/purify/quantize_32/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.012730371206998825,-0.01538088358938694,0.002650512382388115,1,0.21552592515945435,0.21619302034378052,-0.0006670951843261719
ip3_merged,bird_02,,control,quantize_64,,,0,,control/bird_02/purify/quantize_64/edit_seed0.png,mask_crop,"y0:424,x208:456",-0.007309447508305311,-0.00688910111784935,-0.00042034639045596123,0,0.2096732258796692,0.2113242894411087,-0.0016510635614395142
ip3_merged,bird_02,,control,quantize_64,,,1,,control/bird_02/purify/quantize_64/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.006741079967468977,-0.005592607893049717,-0.00114847207441926,0,0.21184459328651428,0.21514588594436646,-0.003301292657852173
ip3_merged,bird_02,,control,quantize_64,,,2,,control/bird_02/purify/quantize_64/edit_seed2.png,mask_crop,"y0:424,x208:456",0.1003686934709549,0.03780582547187805,0.06256286799907684,1,0.3005479574203491,0.23529918491840363,0.0652487725019455
ip3_merged,bird_02,,control,quantize_64,,,3,,control/bird_02/purify/quantize_64/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.0037373648956418037,-0.0010493630543351173,-0.0026880018413066864,0,0.21631236374378204,0.22022853791713715,-0.0039161741733551025
ip3_merged,bird_02,,control,quantize_64,,,4,,control/bird_02/purify/quantize_64/edit_seed4.png,mask_crop,"y0:424,x208:456",-0.012949074618518353,-0.015672646462917328,0.0027235718443989754,1,0.21585188806056976,0.21596133708953857,-0.00010944902896881104
ip3_merged,bird_02,,control,quantize_8,,,0,,control/bird_02/purify/quantize_8/edit_seed0.png,mask_crop,"y0:424,x208:456",0.11099684238433838,0.0466361865401268,0.06436065584421158,1,0.2978261113166809,0.24154412746429443,0.056281983852386475
ip3_merged,bird_02,,control,quantize_8,,,1,,control/bird_02/purify/quantize_8/edit_seed1.png,mask_crop,"y0:424,x208:456",-0.0007487200200557709,-0.00029587652534246445,-0.0004528434947133064,0,0.20805925130844116,0.21221986413002014,-0.0041606128215789795
ip3_merged,bird_02,,control,quantize_8,,,2,,control/bird_02/purify/quantize_8/edit_seed2.png,mask_crop,"y0:424,x208:456",0.10456129908561707,0.044081855565309525,0.06047944352030754,1,0.29367974400520325,0.22718027234077454,0.06649947166442871
ip3_merged,bird_02,,control,quantize_8,,,3,,control/bird_02/purify/quantize_8/edit_seed3.png,mask_crop,"y0:424,x208:456",-0.008930914103984833,-0.005621528252959251,-0.0033093858510255814,0,0.21141721308231354,0.218968003988266,-0.007550790905952454
ip3_merged,bird_02,,control,quantize_8,,,4,,control/bird_02/purify/quantize_8/edit_seed4.png,mask_crop,"y0:424,x208:456",0.016582103446125984,0.02114482969045639,-0.004562726244330406,0,0.2203686237335205,0.2257920801639557,-0.005423456430435181
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,0,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed0.png,mask_crop,"y0:424,x208:456",-0.025144198909401894,-0.022630738094449043,-0.0025134608149528503,0,0.19512240588665009,0.20681214332580566,-0.011689737439155579
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,1,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed1.png,mask_crop,"y0:424,x208:456",0.0038902927190065384,0.004956075921654701,-0.0010657832026481628,0,0.21383801102638245,0.21945935487747192,-0.0056213438510894775
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,2,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed2.png,mask_crop,"y0:424,x208:456",0.10810033977031708,0.040094148367643356,0.06800619140267372,1,0.30596452951431274,0.25017768144607544,0.055786848068237305
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,3,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed3.png,mask_crop,"y0:424,x208:456",-0.00045922212302684784,0.0032061897218227386,-0.0036654118448495865,0,0.20917421579360962,0.21772229671478271,-0.008548080921173096
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,4,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed4.png,mask_crop,"y0:424,x208:456",-0.017351923510432243,-0.019480977207422256,0.002129053696990013,1,0.20247527956962585,0.20778349041938782,-0.005308210849761963
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,0,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed0.png,mask_crop,"y0:424,x208:456",-0.014813289977610111,-0.014443757012486458,-0.0003695329651236534,0,0.201217383146286,0.2099296897649765,-0.00871230661869049
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,1,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed1.png,mask_crop,"y0:424,x208:456",0.0014362139627337456,0.0010326821357011795,0.00040353182703256607,1,0.21423937380313873,0.2185640186071396,-0.0043246448040008545
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,2,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed2.png,mask_crop,"y0:424,x208:456",-0.01852015033364296,-0.013981884345412254,-0.004538265988230705,0,0.20748025178909302,0.20904220640659332,-0.0015619546175003052
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,3,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed3.png,mask_crop,"y0:424,x208:456",-0.0016867006197571754,0.0015632249414920807,-0.003249925561249256,0,0.21226632595062256,0.22025644779205322,-0.007990121841430664
ip3_merged,bird_02,bird,N1,adverse_cleaner_0,adverse_cleaner,0.0,4,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed4.png,mask_crop,"y0:424,x208:456",-0.010552956722676754,-0.011601014994084835,0.001048058271408081,1,0.2016519010066986,0.20915529131889343,-0.007503390312194824
ip3_merged,bird_02,bird,N1,blur_0.5,blur,0.5,0,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed0.png,mask_crop,"y0:424,x208:456",-0.013697104528546333,-0.012847129255533218,-0.0008499752730131149,0,0.20786674320697784,0.21168747544288635,-0.0038207322359085083
ip3_merged,bird_02,bird,N1,blur_0.5,blur,0.5,1,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed1.png,mask_crop,"y0:424,x208:456",-0.0020408937707543373,-0.0003598998300731182,-0.001680993940681219,0,0.21405194699764252,0.21817564964294434,-0.004123702645301819
ip3_merged,bird_02,bird,N1,blur_0.5,blur,0.5,2,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed2.png,mask_crop,"y0:424,x208:456",-0.014022378250956535,-0.006308463402092457,-0.0077139148488640785,0,0.2245853841304779,0.22363042831420898,0.0009549558162689209
ip3_merged,bird_02,bird,N1,blur_0.5,blur,0.5,3,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed3.png,mask_crop,"y0:424,x208:456",-0.0059083509258925915,-0.002242559101432562,-0.0036657918244600296,0,0.21649548411369324,0.22077277302742004,-0.004277288913726807
