image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66476,0.77354,18.959,0.1717,0.17039,0.63954,0.41844,9.233,0.08524,0.36357,0.71894,0.11273,0.75283,0.72645,True,0.837,403.1
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62308,0.69233,19.184,0.1808,0.18856,0.62751,0.24443,6.685,0.02182,0.45061,0.73725,0.10986,0.76698,0.85931,False,0.837,395.1
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60109,0.87806,18.715,0.24923,0.14737,0.78089,0.13651,6.208,0.0332,0.66846,0.71618,0.11594,0.69848,0.63598,True,0.837,394.6
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69929,0.52796,20.436,0.04915,0.29622,0.62391,0.41528,10.054,0.06531,0.3975,0.73643,0.09511,0.7993,0.69255,True,0.837,395.0
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68095,0.75979,19.31,0.15906,0.20447,0.72949,0.1885,6.51,0.50116,0.78329,0.74183,0.10827,0.5514,0.47452,True,0.837,397.6
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.72531,0.79273,18.928,0.17577,0.16079,0.89874,0.27836,10.518,0.15342,0.39892,0.69726,0.11314,0.55498,0.59444,True,0.837,394.9
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49584,0.87398,18.918,0.25579,0.10039,0.63135,0.26052,14.38,0.11769,0.34226,0.81568,0.11327,0.90153,0.87832,False,0.837,396.3
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64698,0.79443,19.219,0.19171,0.15164,0.69441,0.31263,12.065,0.02845,0.48262,0.63762,0.10941,0.61271,0.60952,True,0.837,396.7
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60767,0.82348,19.511,0.23583,0.18823,0.72993,0.15225,9.988,0.05023,0.41431,0.73693,0.10579,0.51253,0.55129,True,0.837,396.4
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6743,0.79572,19.226,0.17883,0.20177,0.73788,0.23034,8.017,0.03949,0.38545,0.78431,0.10931,0.74041,0.71526,True,0.837,396.9
