image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_roundtrip,instruct-pix2pix,turn the color of potted plant to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08257,0.97451,27.683,0.53172,0.0257,0.09678,0.94534,24.858,0.45689,0.04135,0.74735,0.04129,0.99186,0.98813,False,0.837,62.3
task_attr_mod_color_136767,warp_roundtrip,instruct-pix2pix,turn the color of astronaut to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05741,0.97321,28.752,0.55433,0.02849,0.07744,0.94454,27.018,0.47616,0.0369,0.66135,0.03651,0.9947,0.99444,False,0.837,47.2
task_attr_mod_color_184837,warp_roundtrip,instruct-pix2pix,turn the color of frame to pink,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07183,0.956,25.462,0.47473,0.05344,0.09232,0.9088,23.785,0.40184,0.06946,0.76929,0.05332,0.99285,0.99354,False,0.837,47.4
task_attr_mod_color_32648,warp_roundtrip,instruct-pix2pix,turn the color of potion bottle to orange,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06372,0.993,37.412,0.72107,0.02614,0.06614,0.97459,35.196,0.73976,0.04314,0.54321,0.01347,0.99452,0.99163,False,0.837,47.5
task_attr_mod_color_6205,warp_roundtrip,instruct-pix2pix,turn the color of toolbox to red,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05936,0.98033,32.282,0.62982,0.02629,0.07145,0.94987,28.243,0.58909,0.04697,0.52422,0.02432,0.9966,0.9894,False,0.837,47.5
task_env_weather_112463,warp_roundtrip,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0501,0.98394,33.899,0.72086,0.02625,0.11635,0.90767,25.96,0.51546,0.0545,0.54431,0.02019,0.98738,0.98347,False,0.837,47.4
task_env_weather_246440,warp_roundtrip,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07029,0.93797,21.972,0.45537,0.03175,0.1835,0.82366,21.174,0.30236,0.07892,0.88544,0.07969,0.98719,0.98202,False,0.837,47.4
task_env_weather_63722,warp_roundtrip,instruct-pix2pix,change the setting to a snowy landscape,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10668,0.96597,26.736,0.47836,0.0448,0.12669,0.93468,24.776,0.37084,0.04828,0.55444,0.04604,0.98119,0.97865,False,0.837,47.4
task_obj_add_40931,warp_roundtrip,instruct-pix2pix,Add the blood on snout,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09523,0.96547,27.836,0.53879,0.04304,0.12508,0.91856,24.906,0.43136,0.05503,0.58538,0.04057,0.98916,0.98671,False,0.837,47.5
task_obj_remove_380621,warp_roundtrip,instruct-pix2pix,Remove iceberg,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09462,0.95938,26.505,0.58709,0.06184,0.13158,0.88831,23.047,0.43421,0.05812,0.78906,0.04729,0.99296,0.98999,False,0.837,47.4
task_obj_swap_joint_mask_276754,warp_roundtrip,instruct-pix2pix,Replace the satellite dish with rocket,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17277,0.911,25.754,0.37327,0.05504,0.05101,0.97874,29.275,0.52362,0.06268,0.65999,0.05156,0.9814,0.9695,False,0.837,47.4
task_obj_swap_joint_mask_533428,warp_roundtrip,instruct-pix2pix,Replace the samurai armor with red jacket,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07989,0.96276,27.107,0.51771,0.02773,0.20752,0.80866,20.128,0.37538,0.09479,0.67426,0.04412,0.97924,0.98237,False,0.837,47.5
task_obj_swap_rand_mask_417469,warp_roundtrip,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,4.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06177,0.96417,27.151,0.57518,0.02406,0.08083,0.92381,25.355,0.48963,0.03247,0.90205,0.0439,0.98336,0.98358,False,0.837,47.5
